EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"8,22,563",Yes,percentage,2.0%,Nil,Nil,Construction of 100 Secondary Schools in 35 Districts of Assam under RIDF-XXXI (2025-26) for Sukdal High School under Morigaon DTBD (Ground floor with future Assam type provision of first floor) Package 26,Construction of 100 Secondary Schools in 35 Districts of Assam under RIDF-XXXI (2025-26) for Sukdal High School under Morigaon DTBD (Ground floor with future Assam type provision of first floor) Package 26,Please refer Tender documents. ,NA ,"4,11,28,125",Civil Works - Building,NA ,Tender,180.0,545.0,Morigaon,782104.0,"O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3 ","O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3 ",29-Dec-2025 11:30 AM ,"O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3",No ,No,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,Tech-I(H_E)/95/2025/52 Dated Guwahati the 22nd December 2025,2025_PWBNH_49607_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"8,300",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,23-Dec-2025 05:00 PM,03-Jan-2026 04:00 PM,23-Dec-2025 05:00 PM,03-Jan-2026 03:00 PM,NA ,NA ,23-Dec-2025 05:00 PM,03-Jan-2026 03:00 PM,21-Jan-2026 04:35 PM,"CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3","O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3",AOC,11-Jun-2026,"INR 42,478,125",545.0,Subrata Bora,11-Jun-2026 03:07 PM,BidyutJyotiKhound.pdf (649.00 KB),Chief Engineer,Internal,,Subrata Bora,11-Jun-2026 03:02 PM,finsummary_78706.pdf (649.09 KB),Finance,Summary,ABIDUR RAHMAN,21-Jan-2026 05:10 PM,finance_78706.pdf,BOQ Comparative Chart,Technical,Summary,ABIDUR RAHMAN,03-Jan-2026 05:34 PM,technical_78706.pdf,1.0,291595.0,Bidyut Jyoti Khand,03-Jan-2026 01:06 PM,Accepted-AOC,Awarded,11-Jun-2026 03:08 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_49607_2,Tech-I(H_E)/95/2025/52 Dated Guwahati the 22nd December 2025,Construction of 100 Secondary Schools in 35 Districts of Assam under RIDF-XXXI (2025-26) for Sukdal High School under Morigaon DTBD (Ground floor with future Assam type provision of first floor) Package 26,1.0,291595.0,Bidyut Jyoti Khand,INR,"42,478,125",CE PWD(Bldg),Internal,,Chandana Basumatary,21-Jan-2026 04:32 PM,21-Jan-2026 04:35 PM,techsummary_78706.pdf (186.47 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX-IB,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
