Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,19-Apr-2025 01:00 PM,15-May-2025 03:00 PM,19-Apr-2025 01:00 PM,15-May-2025 02:00 PM,NA ,NA ,19-Apr-2025 01:00 PM,15-May-2025 02:00 PM,02-Aug-2025 05:15 PM,"CE, PWD(Bldg), H and E, Assam, Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3","14,500",Nil,Nil,No,"Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for(i) Dinjoy H.M. Higher Secondary School, Panitola under Tinisukia TBD(Gr-76)","Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for(i) Dinjoy H.M. Higher Secondary School, Panitola under Tinisukia TBD(Gr-76)",Please refer Tender documents. ,NA ,"7,21,85,000",Civil Works - Building,NA ,Tender,180.0,730.0,Tinisukia,786125.0,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ",21-Apr-2025 11:30 AM ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,"14,43,700",Yes,percentage,2.0%,Nil,Nil,1.0,Extension Notice,Date,,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"CE/TB-VI/RIDF-XXX/1/2024/17 Dated Guwahati the 17th March, 2025",2025_PWBNH_44092_27,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC,1,268331,M/S B.N.Garodia Construction & Engineering Pvt.Ltd.,15-May-2025 11:09 AM,Rejected-Technical,Non-Responsive,02-Aug-2025 05:12 PM,18-Jun-2026,"INR 74,350,562",730.0,ABIDUR RAHMAN,18-Jun-2026 04:33 PM,AOC.pdf (987.00 KB),Work alloted to L1,Finance,Summary,ABIDUR RAHMAN,02-Aug-2025 06:00 PM,finance_70357.pdf,BOQ Comparative Chart,CE PWD(Bldg),Internal,,ABIDUR RAHMAN,02-Aug-2025 05:12 PM,02-Aug-2025 05:15 PM,techsummary_70357.pdf (833.03 KB),"CE (H_E), PW (H_E) Deptt. Chandmari, Ghy-3",Internal,,ABIDUR RAHMAN,18-Jun-2026 04:28 PM,finsummary_70357.pdf (987.34 KB),Technical,Summary,Chandana Basumatary,17-May-2025 04:46 PM,technical_70357.pdf,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_44092_27,"CE/TB-VI/RIDF-XXX/1/2024/17 Dated Guwahati the 17th March, 2025","Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for(i) Dinjoy H.M. Higher Secondary School, Panitola under Tinisukia TBD(Gr-76)",1.0,268253.0,Ms Ragia Ku Enterprises,INR,"74,350,562",AOC
,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum,Technical Bid,,,,,,,,,,,,,,,,,,AOC,2,268253,Ms Ragia Ku Enterprises,15-May-2025 12:51 PM,Accepted-AOC,L1 Bidder,18-Jun-2026 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,267838,MS UDAY ENTERPRISE,15-May-2025 11:57 AM,Rejected-Technical,Non-Responsive,02-Aug-2025 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,267796,Nortech Power Projects Private Limited,15-May-2025 01:47 PM,Rejected-Technical,Non-Responsive,02-Aug-2025 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,268296,OM CONSTRUCTION,15-May-2025 01:19 PM,Rejected-AOC,L2 Bidder,18-Jun-2026 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
