Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
12-Jun-2026,"INR 12,500,000",365.0,Pritam Sarmah,12-Jun-2026 02:15 PM,WorkOrder.pdf (490.00 KB),Urban Development Department||Directorate of Municipality Administration - UDD||Karimganj Municipal Board,2026_UDD_51968_1,SMB/1-18/15th FC (Tied)/2025-26/3087,Selection of Concessionaire for Design Build Operate Transfer of a 5 KLD FSTP based on Mechanical Dewatering MBBR SDB technology with 3 years O and M at Chandsrikuna Sribhumi,Rabindra Ch. Deb,Mixed,Chairman EO SMB EE PWD FAO,Debasish Das,08-Jun-2026 01:04 PM,08-Jun-2026 01:10 PM,techsummary_82323.pdf (294.09 KB),Technical,Admitted,Debasish Das,06-May-2026 01:17 PM,,Rabindra Ch. Deb,Mixed,Chairman EO SMB EE PWD FAO,Pritam Sarmah,08-Jun-2026 01:19 PM,finsummary_82323.pdf (455.62 KB),1.0,301932.0,Resolin,INR,"12,500,000",Finance,Admitted,Pritam Sarmah,08-Jun-2026 01:15 PM,,BOQ Comparative Chart,1.0,301932.0,Resolin,19-Mar-2026 09:19 PM,Accepted-AOC,As per Tender Evaluation Committee,12-Jun-2026 02:16 PM,AOC,1.0,SBI Bank,"Executive Officer, Sribhumi Municipal Board","Main Road, Sribhumi, Assam",13-Mar-2026 06:00 PM,21-Mar-2026 03:00 PM,13-Mar-2026 06:00 PM,20-Mar-2026 02:00 PM,NA ,NA ,13-Mar-2026 06:00 PM,20-Mar-2026 02:00 PM,08-Jun-2026 01:10 PM,"2,50,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Technical Bid,Selection of Concessionaire for Design Build Operate Transfer of a 5 KLD FSTP based on Mechanical Dewatering MBBR SDB technology with 3 years O and M at Chandsrikuna Sribhumi,Selection of Concessionaire for Design Build Operate Transfer of a 5 KLD FSTP based on Mechanical Dewatering MBBR SDB technology with 3 years O and M at Chandsrikuna Sribhumi,Please refer Tender documents. ,NA ,"1,25,00,000",Miscellaneous Works,NA ,Tender,180.0,NA ,"Sribhumi, Assam",788710.0,NA ,NA ,NA ,Sribhumi Municipal Board,No ,No,Urban Development Department||Directorate of Municipality Administration - UDD||Karimganj Municipal Board,SMB/1-18/15th FC (Tied)/2025-26/3087,2026_UDD_51968_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,"5,000",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
