Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||PWD (R) - ARRBP,RFB No. 716719/10,2025_PWRDW_49401_9,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"10,25,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Tender Fee and EMD Receipt,Biswanath/16 i) Br. No. 1/1 on Tinikunia Bourai TE Road,CE/EAP/ARRBP/OCB/Bridge1/Biswanath/16 Construction of Bridge in Biswanath district i) Br. No. 1/1 on Tinikunia Bourai TE Road,Please refer Tender documents. ,NA ,"5,12,34,000",Civil Works - Bridges,NA ,Tender,180.0,900.0,Biswanath,784176.0,O/o the CE (EAP) PWRD ,O/o the CE (EAP) PWRD Fatasil Ambari ,23-Dec-2025 11:00 AM ,"O/o the CE (EAP) PWRD, Fatasil Ambari",No ,No,"CE (EAP) PWRD, Fatasil Ambari",O/o the CE (EAP) PWRD Fatasil Ambari,17-Dec-2025 09:00 AM,06-Jan-2026 02:30 PM,17-Dec-2025 09:00 AM,06-Jan-2026 02:00 PM,17-Dec-2025 09:00 AM ,23-Dec-2025 11:00 AM ,17-Dec-2025 09:00 AM,06-Jan-2026 02:00 PM,10-Feb-2026 03:00 PM,"10,000",Nil,Nil,No,AOC,02-Jun-2026,"INR 52,747,520",900.0,Priyanka Chakravarty,02-Jun-2026 05:29 PM,Biswanath_16.pdf (248.00 KB),CE(EAP)PWRD,Internal,,Priyanka Chakravarty,02-Jun-2026 05:24 PM,finsummary_78443.pdf (31.02 KB),Technical,Technical Bid open,DIPAK KR. NATH,07-Jan-2026 04:24 PM,,1.0,292035.0,BINIT KUMAR AGARWALLA,06-Jan-2026 01:56 PM,Accepted-AOC,Low rate,02-Jun-2026 05:29 PM,Finance,Financial bid open,Rajiv Borgohain,10-Feb-2026 05:54 PM,,BOQ Comparative Chart,1.0,292035.0,BINIT KUMAR AGARWALLA,INR,"52,747,520",Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||PWD (R) - ARRBP,2025_PWRDW_49401_9,RFB No. 716719/10,Biswanath/16 i) Br. No. 1/1 on Tinikunia Bourai TE Road,CE (EAP),Internal,,Rajiv Borgohain,10-Feb-2026 12:12 PM,10-Feb-2026 03:00 PM,techsummary_78443.pdf (269.73 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2.0,292155.0,M/s A.G. Construction,06-Jan-2026 12:35 PM,Rejected-Finance,High Rate,02-Jun-2026 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,LOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ESMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualifcation details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,LOF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
