Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"Department of Women and Child Development||Directorate of Women and Child Development||Home for the Destitute Women and Helpless Persons, Bamunigaon",DH(JB)55/Pt-VII/2025/86 Dated 8th May 2026,2026_DoWC_52263_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Online,No,No,No,"40,000",No,fixed,,Nil,Nil,1.0,Corrigendum For Tender ID 2026_DoWC_52263_1,BOQ,,"Supply Of Dietary And Non Dietary Articles To The Home For The Destitute Women And Helpless Persons, Bamunigaon For The Year 2026-27","Invitation For Technical and Commercial Bids For Supply Of Dietary And Non Dietary Articles To The Home For The Destitute Women And Helpless Persons, Bamunigaon For The Year 2026-27",Please refer Tender documents. ,NA ,"20,00,000",Food Products,NA ,Tender,180.0,365.0,"Bamunigaon, Kamrup",781141.0,NA ,NA ,NA ,"O/o the Superintendent, HDW Helpless Persons",No ,No,"O/o the Superintendent, HDW Helpless Persons","O/o the Superintendent, Home for the Destitute Women and Helpless Persons, Bamunigaon, Kamrup.",500.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Scan Copy of Payment Details,1.0,SBI Bank,08-May-2026 06:55 PM,30-May-2026 11:00 AM,08-May-2026 06:55 PM,29-May-2026 06:00 PM,NA ,NA ,21-May-2026 10:00 AM,29-May-2026 06:00 PM,02-Jun-2026 12:00 PM,AOC,1.0,303979.0,MS APURBA ENTERPRISE,INR,"2,835,712",Finance,Bid Accepted for Financial Evaluation,Kanai Boro,08-Jun-2026 11:48 AM,,BOQ Comparative Chart,11-Jun-2026,"INR 2,835,712",365.0,Kanai Boro,11-Jun-2026 04:57 PM,WO_Social.pdf (1134.00 KB),Technical,Admitted,Binita Sema Sarania,30-May-2026 01:37 PM,,Chairperson,Internal,,Kanai Boro,08-Jun-2026 12:00 PM,finsummary_82682.pdf (417.47 KB),"Department of Women and Child Development||Directorate of Women and Child Development||Home for the Destitute Women and Helpless Persons, Bamunigaon",2026_DoWC_52263_1,DH(JB)55/Pt-VII/2025/86 Dated 8th May 2026,"Supply Of Dietary And Non Dietary Articles To The Home For The Destitute Women And Helpless Persons, Bamunigaon For The Year 2026-27",1.0,303979.0,MS APURBA ENTERPRISE,22-May-2026 07:08 PM,Accepted-AOC,Awarded as L1,11-Jun-2026 04:58 PM,Smt. Geetashri Lachit,Internal,,Binita Sema Sarania,30-May-2026 02:10 PM,02-Jun-2026 12:00 PM,techsummary_82682.pdf (513.89 KB),AOC
,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum For TEnder ID 2026_DoWC_52263_1,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Document Downloaded from the Portal,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scan copy of all technical qualification details,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ / Price Bid,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
