Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Name,Address,Tender Stage
Public Works Roads Department,2026_PWD_50168_37,BSPTRD/TECH/PDNA/168/2025-26,BSPTRD/PDNA/2025-26/37,"Executive Engineer, PWRD, BSPTRD",Internal,,Rubul Deka,26-Jun-2026 09:43 PM,finsummary_79919.pdf (127.29 KB),Technical,Technicallyqualified,Rubul Deka,12-Mar-2026 01:18 PM,technical_79919.pdf,26-Jun-2026,"INR 2,402,400",90.0,Rubul Deka,26-Jun-2026 09:46 PM,work_order.pdf (374.00 KB),Finance,Financial bids were opened,Rubul Deka,26-Jun-2026 09:39 PM,,BOQ Comparative Chart,1.0,295276.0,Prasanta Bayan,INR,"2,402,400",RupjitNath,Internal,,Rubul Deka,12-Mar-2026 01:22 PM,12-Mar-2026 01:25 PM,techsummary_79919.pdf (456.90 KB),1.0,295397.0,KRISHNA DAS,28-Jan-2026 09:44 AM,Rejected-Finance,Higher financial quote than the L1 bidder.,26-Jun-2026 09:43 PM,AOC,1.0,Corrigendum,Other,,1.0,Fee/PreQual/Technical,.pdf,BID COST and BID SECURITY,BSPTRD/PDNA/2025-26/37,Recovery and Reconstruction of OBK to Barvitha Barkur road under NDRF(PDNA - 2022) for the year 2025-26,Please refer Tender documents. ,NA ,"30,03,000",Civil Works – Roads,NA ,Tender,180.0,90.0,Barpeta Road,781315.0,NA ,NA ,NA ,O/o the E.E. PWD B S P TRD,No ,No,13-Jan-2026 10:00 AM,02-Feb-2026 02:00 PM,13-Jan-2026 10:00 AM,28-Jan-2026 02:00 PM,13-Jan-2026 10:00 AM ,28-Jan-2026 02:00 PM ,13-Jan-2026 10:00 AM,28-Jan-2026 02:00 PM,12-Mar-2026 01:25 PM,"61,000",Yes,fixed,,Nil,Nil,700.0,Nil,Nil,No,Public Works Roads Department,BSPTRD/TECH/PDNA/168/2025-26,2026_PWD_50168_37,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,E.E. PWD B S P TRD,O/o the E.E. PWD B S P TRD,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,295276.0,Prasanta Bayan,28-Jan-2026 02:45 AM,Accepted-AOC,Lowest (L1) responsive bidder.,26-Jun-2026 09:46 PM,AOC,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,294661.0,SOFIQUL ISLAM,28-Jan-2026 12:25 PM,Rejected-Finance,Higher financial quote than the L1 bidder.,26-Jun-2026 09:43 PM,AOC,,,,,,,.pdf,Technical Qualification Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
