Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Jadu Pran Borgohain,Internal,,Sumi Deori,19-Jun-2026 12:27 PM,finsummary_80750.pdf (393.10 KB),19-Jun-2026,"INR 613,600",90.0,Sumi Deori,19-Jun-2026 12:42 PM,POButterflyvalve.pdf (38.00 KB),L1 bidder for supply of butterfly valve,1,299486,FLUID VALVE MANUFACTURING COMPANY,25-Feb-2026 11:11 AM,Rejected-Technical,"Notorizes non-blacklisting declaration as per clause C not submiited , ITR Not submitted and DVPL make valve is required",06-Apr-2026 05:03 PM,Technical,technical bid opened,Sumi Deori,06-Apr-2026 12:40 PM,,Finance,Auto Opened,Biswajyoti Gohain,07-Apr-2026 12:14 PM,,BOQ Comparative Chart,1.0,298860.0,Raju Banik,INR,"613,600",Assam Power Generation Company Limited,2026_APGCL_50742_1,GM/NTPS/2026-5,Supply of 500 mm butterfly valve,Jadu Pran Borgohain,Internal,,Sumi Deori,06-Apr-2026 05:03 PM,07-Apr-2026 12:00 PM,techsummary_80750.pdf (93.00 KB),AOC,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Technical bid,118.0,Nil,Nil,Yes,"General Manager,NTPS","Namrup Thermal Power Station,Namrup Dibrugarh-786622",Supply of 500 mm butterfly valve,"500 mm butterfly valve for discharge line of Auxiliary Cooling Water Pump(ACWP)#2 at Namrup Replacement Power Project (NRPP),NTPS, APGCL, Namrup.",Please refer Tender documents. ,NA ,,Miscellaneous Works,NA ,Tender,180.0,90.0,Namrup Thermal Power Station,786622.0,NA ,NA ,NA ,Namrup Thermal Power Station,No ,No,04-Feb-2026 10:00 AM,26-Feb-2026 12:00 PM,04-Feb-2026 10:00 AM,25-Feb-2026 12:00 PM,NA ,NA ,04-Feb-2026 05:00 PM,25-Feb-2026 12:00 PM,07-Apr-2026 12:00 PM,"11,000",No,fixed,,Nil,Nil,Assam Power Generation Company Limited,GM/NTPS/2026-5,2026_APGCL_50742_1,Yes,Open Tender,Tender cum Auction,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,2,298951,NAMRUP SALES CORPORATION,22-Feb-2026 01:59 PM,Rejected-Technical,Experaince Criteria not as per bid requirement,06-Apr-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,298860,Raju Banik,21-Feb-2026 08:44 PM,Accepted-AOC,L1 bidder,19-Jun-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
