S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Date Extension,Date,,"Director, AHVD","O/O The Director, AHVD, Chenikuthi, Guwahati - 3","1,79,000",Yes,fixed,,Nil,Nil,"1,800",Nil,Nil,No,Animal Husbandry and Veterinary Department||Directorate of A.H. and Veterinary||Assam Livestock and Poultry Corporation Ltd.,E-763721/25-26/DFA/1653637/15,2026_AHVD_51696_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,05-Mar-2026 06:00 PM,22-Apr-2026 02:00 PM,05-Mar-2026 06:00 PM,20-Apr-2026 02:00 PM,NA ,NA ,10-Mar-2026 02:00 PM,20-Apr-2026 02:00 PM,15-May-2026 01:05 PM,"Construction of Hatchery Building at District poultry farm, Japjakuchi in Nalbari District","Construction of Hatchery Building at District poultry farm, Japjakuchi in Nalbari District under RIDF XXXI",Please refer Tender documents. ,NA ,"89,50,000",Civil Works,NA ,Tender,180.0,365.0,Japjakuchi,781003.0,"Chenikuthi, Guwahati - 3  ","O/O The Director, AHVD, Chenikuthi, Guwahati - 3  ",09-Mar-2026 01:00 PM ,"Chenikuthi, Guwahati - 3",No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Criteria,1.0,SBI Bank,AOC,Finance,Financial bid has been opened,Babita Bhandar Kayastha,15-May-2026 02:57 PM,,BOQ Comparative Chart,17-Jun-2026,"INR 7,395,509",240.0,Babita Bhandar Kayastha,20-Jun-2026 12:21 PM,japjapkuchi_nalbari.pdf (1194.00 KB),1.0,302220.0,Hiya Construction,INR,"7,395,509",Animal Husbandry and Veterinary Department||Directorate of A.H. and Veterinary||Assam Livestock and Poultry Corporation Ltd.,2026_AHVD_51696_1,E-763721/25-26/DFA/1653637/15,"Construction of Hatchery Building at District poultry farm, Japjakuchi in Nalbari District",Technical,Technical Bid has been opened,Babita Bhandar Kayastha,22-Apr-2026 04:17 PM,,DIRECTOR AH VETY DEPT,Internal,,Babita Bhandar Kayastha,03-Jun-2026 06:57 PM,finsummary_82020.pdf (4740.53 KB),Director,Internal,,Babita Bhandar Kayastha,15-May-2026 01:01 PM,15-May-2026 01:05 PM,techsummary_82020.pdf (10882.95 KB),1,301754,ABUL HUSSAIN CHOUDHURY,20-Mar-2026 09:57 AM,Rejected-Technical,Technically not Qualified,15-May-2026 01:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,302035,APURBA KUMAR DEKA,19-Apr-2026 10:01 PM,Rejected-Finance,REJECT,03-Jun-2026 06:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,302220,Hiya Construction,19-Apr-2026 10:59 PM,Accepted-AOC,awarded,20-Jun-2026 12:21 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,302209,INDRANUJ KASHYAP,24-Mar-2026 12:47 PM,Rejected-Finance,REJECT,03-Jun-2026 06:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,302178,Jiban Gogoi,23-Mar-2026 11:35 PM,Rejected-Finance,REJECT,03-Jun-2026 06:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,302186,MOSTAFA AHMED,24-Mar-2026 12:05 PM,Rejected-Technical,Technically not Qualified,15-May-2026 01:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,303425,NORTH EAST PRODUCTS,18-Apr-2026 10:58 PM,Rejected-Technical,Technically not Qualified,15-May-2026 01:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,301982,Rajib Mohan Das,20-Apr-2026 11:48 AM,Rejected-Technical,Technically not Qualified,15-May-2026 01:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,303459,Sri Prasanta Kumar Dutta,20-Apr-2026 11:32 AM,Rejected-Finance,REJECT,03-Jun-2026 06:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,302095,SRI UTTAM BAISHYA,24-Mar-2026 01:01 PM,Rejected-Technical,Technically not Qualified,15-May-2026 01:01 PM,AOC
