Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
05-Dec-2025 06:55 PM,24-Dec-2025 02:30 PM,05-Dec-2025 06:55 PM,24-Dec-2025 02:00 PM,05-Dec-2025 06:55 PM ,10-Dec-2025 11:00 AM ,05-Dec-2025 06:55 PM,24-Dec-2025 02:00 PM,21-Feb-2026 02:00 PM,"7,100",Nil,Nil,No,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,EAP/ARRBP/02/TENDERS/2024/57,2025_PWRDW_48965_16,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Chief Engineer (EAP), PWRD, Fatasil Ambari","O/o The Chief Engineer (EAP), PWRD, Fatasil Ambari, Guwahati-781025, Assam","7,07,100",Yes,fixed,,Nil,Nil,1.0,Corrigendum,Technical Bid,,1.0,SBI Bank,Bridge1/Barpeta/30 Bridge No. 3/1 on NH31 to Gapal Ata Satra Road.,CE/EAP/ARRBP/OCB/Bridge1/Barpeta/30 Construction of Bridge in Barpeta/30 district Bridge No. 3/1 on NH31 to Gapal Ata Satra Road.,Please refer Tender documents. ,NA ,"3,53,56,700",Civil Works - Bridges,NA ,Tender,90.0,720.0,Barpeta District,781301.0,"O/o The Chief Engineer (EAP), PWRD, Fatasil Ambari ","O/o The Chief Engineer (EAP), PWRD, Fatasil Ambari, Guwahati-781025, Assam ",10-Dec-2025 11:00 AM ,"O/o Chief Engineer (EAP), PWRD, Fatasil Ambari",No ,No,1.0,Fee/PreQual/Technical,.pdf,Tender and EMD Fee Receipt,AOC,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,2025_PWRDW_48965_16,EAP/ARRBP/02/TENDERS/2024/57,Bridge1/Barpeta/30 Bridge No. 3/1 on NH31 to Gapal Ata Satra Road.,Technical,Technical bids are opened,Dibyajyoti Nath,26-Dec-2025 01:49 PM,,"CE (EAP), PWRD, Assam, Fatasil Ambari",Internal,,Dibyajyoti Nath,22-Jun-2026 02:21 PM,finsummary_77885.pdf (224.69 KB),1.0,290215.0,M/S Competent Infrastructure & Consulting Pvt. Ltd,INR,"36,880,000",22-Jun-2026,"INR 36,880,000",720.0,Dibyajyoti Nath,22-Jun-2026 02:26 PM,LOA_Barpeta_30.pdf (225.00 KB),1.0,290101.0,kajalkrdas,23-Dec-2025 07:44 PM,Rejected-Finance,Reject,22-Jun-2026 02:21 PM,"Chief Engineer, EAP, PWRD",Internal,,Dibyajyoti Nath,21-Feb-2026 01:51 PM,21-Feb-2026 02:00 PM,techsummary_77885.pdf (165.77 KB),Finance,financial bids are opened,Dibyajyoti Nath,23-Feb-2026 02:48 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Details,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,290431.0,KANAKESH DAS,24-Dec-2025 01:09 PM,Rejected-Technical,Technically Not Qualified,21-Feb-2026 01:51 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ESMP,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,290215.0,M/S Competent Infrastructure & Consulting Pvt. Ltd,23-Dec-2025 08:20 PM,Accepted-AOC,Awarded Contract Bidder,22-Jun-2026 02:27 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Bid (Technical),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Bid (Financial),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
