S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,Tender Revocation,Tender Revocation,04-Mar-2026 03:34 PM,Corrigendum_10.pdf ,820.6,Technical Opening,EE,Internal,"EE, AEE, AE",Nural Ameen Ahmed,04-Mar-2026 04:07 PM,04-Mar-2026 04:10 PM,techsummary_80580.pdf (2456.67 KB),1.0,298315.0,Ahmed Nur Alom,18-Feb-2026 01:33 PM,Accepted-AOC,L1,03-Jun-2026 06:03 PM,Public Works Roads Department,2026_PWD_50619_10,SSRDM/TC-65/NIT/PDNA/2025-26/2,"Reconstruction of Choto Bazra PMGSY Road to Gotabari under Reconstruction and Recovery window (Assam floods and Landslides 2022, PDNA) for the Year 2025-26. Package No. SSDTRD_PDNA_10",Technical,2 bids admitted,Nural Ameen Ahmed,04-Mar-2026 04:06 PM,technical_80580.pdf,EE,Internal,,Nural Ameen Ahmed,03-Jun-2026 06:01 PM,finsummary_80580.pdf (1788.48 KB),Finance,2 bids admitted,Nural Ameen Ahmed,03-Jun-2026 05:59 PM,finance_80580.pdf,BOQ Comparative Chart,03-Jun-2026,"INR 2,998,332",90.0,Nural Ameen Ahmed,03-Jun-2026 06:03 PM,FWO_PDNA_10.pdf (948.00 KB),1.0,298315.0,Ahmed Nur Alom,INR,"2,998,332",AOC,1.0,SBI Bank,"Reconstruction of Choto Bazra PMGSY Road to Gotabari under Reconstruction and Recovery window (Assam floods and Landslides 2022, PDNA) for the Year 2025-26. Package No. SSDTRD_PDNA_10","Reconstruction of Choto Bazra PMGSY Road to Gotabari under Reconstruction and Recovery window (Assam floods and Landslides 2022, PDNA) for the Year 2025-26. Package No. SSDTRD_PDNA_10",Please refer Tender documents. ,NA ,"29,99,933",Civil Works – Roads,NA ,Tender,180.0,NA ,Mankachar,783131.0,NA ,NA ,NA ,"O/O The E.E, PWRD South Salmara Dist. TR Div.",No ,No,Public Works Roads Department,SSRDM/TC-65/NIT/PDNA/2025-26/2,2026_PWD_50619_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,600.0,Nil,Nil,No,Executive Engineer,"O/O The Executive Engineer, PWRD South Salmara District T R Division, Mankachar",1.0,Fee/PreQual/Technical,.pdf,Technical Qualification,29-Jan-2026 05:00 PM,19-Feb-2026 10:30 AM,29-Jan-2026 05:00 PM,18-Feb-2026 02:00 PM,NA ,NA ,29-Jan-2026 05:00 PM,18-Feb-2026 02:00 PM,04-Mar-2026 04:10 PM,"60,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,2.0,298469.0,Dhrubajyoti Dutta,18-Feb-2026 12:47 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Mar-2026 04:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,3.0,298336.0,MR SHOBHAN KUMAR SAHA,17-Feb-2026 07:04 PM,Rejected-AOC,L2,03-Jun-2026 06:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,AOC
