S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,SBI Bank,Raising and strengthening of Darika bund left bank from Bahgarh to AT road including anti-erosion measures at different reaches (Ph- II).,Raising and strengthening of Darika bund left bank from Bahgarh to AT road including anti-erosion measures at different reaches (Ph- II).,Please refer Tender documents. ,NA ,"3,96,48,297",Civil Works,NA ,Tender,180.0,365.0,Sivasagar,785640.0,NA ,NA ,NA ,Guwahati,No ,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL BID,"Chief Engineer, W.R. Department","O/O Chief Engineer Water Resources Department, Basistha, Guwahati 29","8,000",Nil,Nil,No,10-Dec-2025 06:00 PM,30-Dec-2025 03:00 PM,10-Dec-2025 06:00 PM,30-Dec-2025 02:00 PM,NA ,NA ,18-Dec-2025 10:00 AM,30-Dec-2025 02:00 PM,06-Jan-2026 12:00 PM,Department of Water Resources||Chief Engineer - DoWR,SIVASAGAR/2025-26/SOPD-G/II,2025_DoWR_49155_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,"7,92,966",Yes,percentage,2.0%,Nil,Nil,AOC,1,290402,M/S. M.P. AGARWALLA,28-Dec-2025 12:30 PM,Accepted-AOC,AWARDED,13-Jun-2026 04:40 PM,Director Design,Internal,,Jayanta Kumar Barman,06-Jan-2026 11:59 AM,06-Jan-2026 12:00 PM,techsummary_78079.pdf (153.86 KB),13-Jun-2026,"INR 39,640,304.7",365.0,Jayanta Kumar Barman,13-Jun-2026 04:40 PM,FWO_Sivasagar_Bahgarh_AT_Road.PDF (2903.00 KB),Raising and strengthening of Darika bund left bank from Bahgarh to AT road including anti-erosion measures at different reaches (Ph- II).,Finance,All bids are opened for financial Evaluation.,Jayanta Kumar Barman,15-Feb-2026 03:46 PM,,BOQ Comparative Chart,1.0,290402.0,M/S. M.P. AGARWALLA,INR,"39,640,304.7",Director Design,Internal,,Jayanta Kumar Barman,13-Jun-2026 04:36 PM,finsummary_78079.pdf (317.33 KB),Technical,All Bids are opened for Technical Evaluation,Jayanta Kumar Barman,06-Jan-2026 11:19 AM,,Department of Water Resources||Chief Engineer - DoWR,2025_DoWR_49155_1,SIVASAGAR/2025-26/SOPD-G/II,Raising and strengthening of Darika bund left bank from Bahgarh to AT road including anti-erosion measures at different reaches (Ph- II).,AOC
,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,290407,Nirmal Kumar Agarwalla,28-Dec-2025 12:47 PM,Rejected-AOC,Not Qualified for AOC,13-Jun-2026 04:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
