Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
17-Jun-2026,"INR 44,864,262",545.0,ABIDUR RAHMAN,17-Jun-2026 01:42 PM,jogaimathuraFWO.pdf (1159.00 KB),Chief Engineer,Internal,,ABIDUR RAHMAN,17-Jun-2026 01:39 PM,finsummary_77838.pdf (1158.68 KB),1.0,289507.0,Ganesh Daimary,23-Dec-2025 03:31 PM,Rejected-AOC,not awarded,17-Jun-2026 01:42 PM,Technical,Summary,Chandana Basumatary,26-Dec-2025 04:46 PM,technical_77838.pdf,Finance,Summary,ABIDUR RAHMAN,07-Jan-2026 04:07 PM,finance_77838.pdf,BOQ Comparative Chart,1.0,290410.0,MOHIT KUMAR BAID,INR,"44,864,262",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_49035_2,CE/TB-III(H_E)/40/2025/16 Dated Guwahati the 01/12/2025,"Construction of New Building of 100 Secondary Schools under RIDF-XXXI (2025-26) for Jogai Mathura HSS under Lakhipur, Borkhola and Katigorah DTBD ( Package-52)",CE PWD(Bldg),Internal,,Chandana Basumatary,07-Jan-2026 03:38 PM,07-Jan-2026 03:45 PM,techsummary_77838.pdf (1334.64 KB),AOC,"Construction of New Building of 100 Secondary Schools under RIDF-XXXI (2025-26) for Jogai Mathura HSS under Lakhipur, Borkhola and Katigorah DTBD ( Package-52)","Construction of New Building of 100 Secondary Schools under RIDF-XXXI (2025-26) for Jogai Mathura HSS under Lakhipur, Borkhola and Katigorah DTBD ( Package-52)",Please refer Tender documents. ,NA ,"4,12,18,262",Civil Works - Building,NA ,Tender,180.0,545.0,Katigorah,788804.0,"O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3 ","O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3 ",10-Dec-2025 11:30 AM ,"O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3",No ,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,"CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3","O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3",04-Dec-2025 12:30 PM,24-Dec-2025 04:00 PM,04-Dec-2025 12:30 PM,24-Dec-2025 02:00 PM,NA ,NA ,11-Dec-2025 02:00 PM,24-Dec-2025 02:00 PM,07-Jan-2026 03:45 PM,1.0,SBI Bank,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,CE/TB-III(H_E)/40/2025/16 Dated Guwahati the 01/12/2025,2025_PWBNH_49035_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"8,24,365",Yes,percentage,2.0%,Nil,Nil,"8,500",Nil,Nil,No,AOC
,,,,,,,,,,,,2.0,290410.0,MOHIT KUMAR BAID,24-Dec-2025 11:35 AM,Accepted-AOC,awarded,17-Jun-2026 01:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
