S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,290712.0,WIG CONSTRUCTIONS,INR,"4,223,574.67",Assam Power Distribution Company Ltd||CGM(D) Lower Assam Region - APDCL,2025_APDCL_49131_1,CGM(D)/APDCL/LAR/ASDMA/ IMD-DWR/ Kahilipara APRO /2025-26/05,Construction of 11kV line and 11/0.4kV 1x63kVA SS in favour of Assam State Disaster Management Authority for providing power supply to IMD Doppler Weather Radar at Kahilipara APRO Repeater Station under Kalapahar ESD on Full Turnkey Mode,CGM LAR APDCL,Internal,,Papiya Deori,02-Mar-2026 02:00 PM,02-Mar-2026 03:30 PM,techsummary_77997.pdf (633.80 KB),CGM LAR APDCL,Internal,,Papiya Deori,11-Jun-2026 01:55 PM,finsummary_77997.pdf (529.14 KB),11-Jun-2026,"INR 4,223,574.67",45.0,Papiya Deori,11-Jun-2026 02:11 PM,LOAASDMA.pdf (11114.00 KB),Finance,price bid opening,Utpal Kumar Medhi,02-Mar-2026 04:19 PM,,BOQ Comparative Chart,1,290598,Bhola Ghosh,25-Dec-2025 04:05 PM,Rejected-Technical,Non Responsive,02-Mar-2026 02:00 PM,Technical,technical bid opening,Debjani Biswas,02-Jan-2026 04:46 PM,,AOC,1.0,SBI Bank,Construction of 11kV line and 11/0.4kV 1x63kVA SS in favour of Assam State Disaster Management Authority for providing power supply to IMD Doppler Weather Radar at Kahilipara APRO Repeater Station under Kalapahar ESD on Full Turnkey Mode,Construction of 11kV line and 11/0.4kV 1x63kVA SS in favour of Assam State Disaster Management Authority for providing power supply to IMD Doppler Weather Radar at Kahilipara APRO Repeater Station under Kalapahar ESD on Full Turnkey Mode,Please refer Tender documents. ,NA ,"55,94,042",Electrical Works,NA ,Tender,100.0,45.0,Guwahati,781001.0,"O/o the CGM D, LAR, APDCL ","O/o the CGM D, LAR, APDCL, 5th Floor, Bijulee Bhawan, Paltanbazar, Ghy-01 ",15-Dec-2025 02:00 PM ,"O/o the CGM D, LAR, APDCL",No ,No,"2,00,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.rar,technical bid,"1,120",Nil,Nil,No,"CGM D, LAR, APDCL","O/o the CGM D, LAR, APDCL, 5th Floor, Bijulee Bhawan, Paltanbazar, Ghy-01",08-Dec-2025 06:00 PM,29-Dec-2025 02:00 PM,09-Dec-2025 09:00 AM,26-Dec-2025 04:00 PM,NA ,NA ,18-Dec-2025 09:00 AM,26-Dec-2025 04:00 PM,02-Mar-2026 03:30 PM,Assam Power Distribution Company Ltd||CGM(D) Lower Assam Region - APDCL,CGM(D)/APDCL/LAR/ASDMA/ IMD-DWR/ Kahilipara APRO /2025-26/05,2025_APDCL_49131_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,290623,HARSH JYOTI BAISHYA,25-Dec-2025 06:32 PM,Rejected-Technical,Non Responsive,02-Mar-2026 02:00 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,price bid schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,290591,M/S Saturn Electricals,26-Dec-2025 11:33 AM,Rejected-Finance,L2 bidder,11-Jun-2026 01:55 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,290708,THE GLOBAL CENTRE,26-Dec-2025 03:43 PM,Rejected-Finance,L3 bidder,11-Jun-2026 01:55 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,290712,WIG CONSTRUCTIONS,26-Dec-2025 01:01 PM,Accepted-AOC,L1 bidder,11-Jun-2026 02:11 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
