Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Technical,Technical bid has been oprned,Makhan Barman,23-Apr-2026 01:58 PM,,DIRECTOR AH VETY DEPT,Internal,,Babita Bhandar Kayastha,03-Jun-2026 06:35 PM,finsummary_81984.pdf (4740.53 KB),Animal Husbandry and Veterinary Department||Directorate of A.H. and Veterinary||Assam Livestock and Poultry Corporation Ltd.,2026_AHVD_51675_1,E-763721/25-26/DFA/1653637/9,"Construction of Duck shed at Government Duck cum poultry farm Silcoorie, Silchar in Cachar District",1.0,302163.0,RAJU BARBHUYIA,INR,"6,600,000",17-Jun-2026,"INR 6,600,000",365.0,Babita Bhandar Kayastha,20-Jun-2026 12:33 PM,silcoorie_silchar.pdf (796.00 KB),Finance,Opened,Dandeswar Deka,15-May-2026 04:50 PM,,BOQ Comparative Chart,1,303437,Ganesh Daimary,20-Apr-2026 12:07 PM,Rejected-Technical,Technically rejected as per Minutes 11/5/2026,15-May-2026 12:03 PM,"Director, Veterinary",Internal,,Bankim Kumar Deka,15-May-2026 12:03 PM,15-May-2026 12:15 PM,techsummary_81984.pdf (10882.85 KB),AOC,"Construction of Duck shed at Government Duck cum poultry farm Silcoorie, Silchar in Cachar District","Construction of Duck shed at Government Duck cum poultry farm Silcoorie, Silchar in Cachar District under RIDF XXXI",Please refer Tender documents. ,NA ,"75,00,000",Civil Works,NA ,Tender,180.0,365.0,Silcoorie,781003.0,"Chenikuthi, Guwahati - 3  ","O/O The Director, AHVD, Chenikuthi, Guwahati - 3  ",09-Mar-2026 01:00 PM ,"Chenikuthi, Guwahati - 3",No ,No,Animal Husbandry and Veterinary Department||Directorate of A.H. and Veterinary||Assam Livestock and Poultry Corporation Ltd.,E-763721/25-26/DFA/1653637/9,2026_AHVD_51675_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,05-Mar-2026 02:30 PM,22-Apr-2026 02:00 PM,05-Mar-2026 02:30 PM,20-Apr-2026 02:00 PM,NA ,NA ,10-Mar-2026 02:00 PM,20-Apr-2026 02:00 PM,15-May-2026 12:15 PM,1.0,SBI Bank,1.0,Date Extension,Date,,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Criteria,"Director, AHVD","O/O The Director, AHVD, Chenikuthi, Guwahati - 3","1,500",Nil,Nil,No,"1,50,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,301969,KORON ENTERPRISE,19-Apr-2026 01:54 PM,Rejected-Technical,Technically rejected as per Minutes 11/5/2026,15-May-2026 12:03 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Financial Corrigendum for Tender ID 2026_AHVD_51675_1,Financial Bid,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,303446,MOHIT KUMAR BAID,20-Apr-2026 12:53 PM,Rejected-Technical,Technically rejected as per Minutes 11/5/2026,15-May-2026 12:03 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Other Corrigendum for BOQ Tender ID 2026_AHVD_51675_1,Other,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,302189,MOSTAFA AHMED,18-Apr-2026 03:59 PM,Rejected-Technical,Technically rejected as per Minutes 11/5/2026,15-May-2026 12:03 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,302000,PAUL CONSTRUCTION,18-Apr-2026 04:30 PM,Rejected-Technical,Technically rejected as per Minutes 11/5/2026,15-May-2026 12:03 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,302129,Rajib Mohan Das,20-Apr-2026 11:47 AM,Rejected-Technical,Technically rejected as per Minutes 11/5/2026,15-May-2026 12:03 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,302163,RAJU BARBHUYIA,20-Apr-2026 01:39 PM,Accepted-AOC,awarded,20-Jun-2026 12:33 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,301992,Sri Kishor Das,18-Apr-2026 04:23 PM,Rejected-Finance,REJECT,03-Jun-2026 06:35 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,302191,Sri Prasanta Kumar Dutta,20-Apr-2026 12:54 PM,Rejected-Finance,REJECT,03-Jun-2026 06:35 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
