S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,300936.0,DEVA PROSAD MECH,INR,"3,998,000",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2026_PWBNH_51725_1,SE(B)/DBC/AMCHPS/25-26/89B,"Repairing and Renovation of Toilet Blocks with other ancillary works in the department of Plastic Surgery at AMCH, Dibrugarh.",LOKESH MAZUMDAR,Internal,,Jinnat Saberin,08-May-2026 11:50 AM,08-May-2026 11:55 AM,techsummary_82048.pdf (994.29 KB),12-Jun-2026,"INR 3,998,000",180.0,Jinnat Saberin,12-Jun-2026 02:33 PM,fwops.pdf (482.00 KB),LOKESH MAZUMDAR,Internal,,Jinnat Saberin,12-Jun-2026 02:29 PM,finsummary_82048.pdf (163.48 KB),Finance,2 BIDS OPENED,Jinnat Saberin,12-Jun-2026 02:24 PM,,BOQ Comparative Chart,1.0,300937.0,ABHIJIT SONOWAL,12-Mar-2026 05:50 PM,Rejected-AOC,L2,12-Jun-2026 02:33 PM,Technical,2 BIDS OPENED,Jinnat Saberin,15-Mar-2026 12:41 PM,technical_82048.pdf,AOC,06-Mar-2026 03:00 PM,14-Mar-2026 03:00 PM,06-Mar-2026 03:00 PM,14-Mar-2026 02:00 PM,NA ,NA ,06-Mar-2026 03:00 PM,14-Mar-2026 02:00 PM,08-May-2026 11:55 AM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,SE(B)/DBC/AMCHPS/25-26/89B,2026_PWBNH_51725_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,COST OF BID AND EMD,"SE, DIBRUGARH BLDG CIRCLE, DIBRUGARH","SE OFFICE, DIBRUGARH BLDG CIRCLE, DIBRUGARH","1,000",Nil,Nil,Yes,1.0,SBI Bank,"77,650",Yes,fixed,,Nil,Nil,"Repairing and Renovation of Toilet Blocks with other ancillary works in the department of Plastic Surgery at AMCH, Dibrugarh.","Repairing and Renovation of Toilet Blocks with other ancillary works in the department of Plastic Surgery at AMCH, Dibrugarh.",Please refer Tender documents. ,NA ,"38,82,469",Civil Works - Building,NA ,Tender,180.0,180.0,DIBRUGARH,786001.0,"SE OFFICE, DIBRUGARH BLDG CIRCLE, DIBRUGARH ","SE OFFICE, DIBRUGARH BLDG CIRCLE, DIBRUGARH ",09-Mar-2026 11:00 AM ,"SE OFFICE, DIBRUGARH BLDG CIRCLE, DIBRUGARH",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,300936.0,DEVA PROSAD MECH,12-Mar-2026 05:45 PM,Accepted-AOC,L1,12-Jun-2026 02:33 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BID DOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
