S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,SBI Bank,"5,200",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Criteria,"Construction of Poulty Shed, Duch shed, Feed mill cum Godownand and training Builiding at Duch cum poulty Farm, Joysagar in Sivasagar District Under RIDF- XXXI","Construction of Poulty Shed, Duch shed, Feed mill cum Godownand and training Builiding at Duch cum poulty Farm, Joysagar in Sivasagar District Under RIDF- XXXI",Please refer Tender documents. ,NA ,"2,59,00,000",Civil Works,NA ,Tender,180.0,365.0,Sivasagar,785665.0,"Chenikuthi, Guwahati - 3  ","O/O The Director, AHVD, Chenikuthi, Guwahati - 3  ",09-Mar-2026 01:00 PM ,"Chenikuthi, Guwahati - 3",No ,No,05-Mar-2026 05:55 PM,22-Apr-2026 02:00 PM,05-Mar-2026 05:55 PM,20-Apr-2026 02:00 PM,NA ,NA ,10-Mar-2026 02:00 PM,20-Apr-2026 02:00 PM,15-May-2026 12:40 PM,Animal Husbandry and Veterinary Department||Directorate of A.H. and Veterinary||Assam Livestock and Poultry Corporation Ltd.,E-763721/25-26/DFA/1653637/03,2026_AHVD_51680_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"5,18,000",Yes,fixed,,Nil,Nil,1.0,Date Extension,Date,,"Director, AHVD","O/O The Director, AHVD, Chenikuthi, Guwahati - 3",AOC,1,302133,Friend Enterprise,17-Apr-2026 05:24 PM,Rejected-Finance,REJECT,03-Jun-2026 06:49 PM,"Director, Veterinary",Internal,,Bankim Kumar Deka,15-May-2026 12:39 PM,15-May-2026 12:40 PM,techsummary_82016.pdf (10882.85 KB),17-Jun-2026,"INR 25,899,000",365.0,Babita Bhandar Kayastha,20-Jun-2026 12:38 PM,joysagar_sibsagar.pdf (951.00 KB),Finance,Financial bid has been opened,Babita Bhandar Kayastha,15-May-2026 01:49 PM,,BOQ Comparative Chart,1.0,302122.0,Medicos and Engineering,INR,"25,899,000",DIRECTOR AH VETY DEPT,Internal,,Babita Bhandar Kayastha,03-Jun-2026 06:49 PM,finsummary_82016.pdf (4740.53 KB),Technical,Technical bid has been opened,Babita Bhandar Kayastha,22-Apr-2026 04:29 PM,,Animal Husbandry and Veterinary Department||Directorate of A.H. and Veterinary||Assam Livestock and Poultry Corporation Ltd.,2026_AHVD_51680_7,E-763721/25-26/DFA/1653637/03,"Construction of Poulty Shed, Duch shed, Feed mill cum Godownand and training Builiding at Duch cum poulty Farm, Joysagar in Sivasagar District Under RIDF- XXXI",AOC
,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,302122,Medicos and Engineering,17-Apr-2026 05:30 PM,Accepted-AOC,awarded,20-Jun-2026 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,302109,T J Biswajit Mahengia,19-Apr-2026 06:46 PM,Rejected-Finance,REJECT,03-Jun-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
