Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Tender and EMD Fee Receipt,Bridge1/Bongaigaon/8 Brige No 5/1 Ulubari Betbari PMGSY Road to Chisponsila via Charapara,CE/EAP/ARRBP/OCB/Bridge1/Bongaigaon/8 Construction of Bridge in Bongaigaon district Brige No 5/1 Ulubari Betbari PMGSY Road to Chisponsila via Charapara,Please refer Tender documents. ,NA ,"1,91,37,600",Civil Works - Bridges,NA ,Tender,90.0,540.0,Bongaigaon District,783380.0,"O/o The Chief Engineer (EAP), PWRD, Fatasil Ambari ","O/o The Chief Engineer (EAP), PWRD, Fatasil Ambari, Guwahati-781025, Assam ",10-Dec-2025 11:00 AM ,"O/o Chief Engineer (EAP), PWRD, Fatasil Ambari",No ,No,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,EAP/ARRBP/02/TENDERS/2024/57,2025_PWRDW_48965_11,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"3,82,800",Yes,fixed,,Nil,Nil,04-Dec-2025 05:00 PM,24-Dec-2025 02:30 PM,04-Dec-2025 05:00 PM,24-Dec-2025 02:00 PM,04-Dec-2025 05:00 PM ,10-Dec-2025 11:00 AM ,04-Dec-2025 05:00 PM,24-Dec-2025 02:00 PM,21-Feb-2026 02:30 PM,"3,900",Nil,Nil,No,"Chief Engineer (EAP), PWRD, Fatasil Ambari","O/o The Chief Engineer (EAP), PWRD, Fatasil Ambari, Guwahati-781025, Assam",1.0,SBI Bank,AOC,"CE (EAP), PWRD, Assam, Fatasil Ambari",Internal,,Dibyajyoti Nath,22-Jun-2026 04:04 PM,finsummary_77855.pdf (232.99 KB),Technical,Technical bids are opened,Dibyajyoti Nath,26-Dec-2025 01:37 PM,,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,2025_PWRDW_48965_11,EAP/ARRBP/02/TENDERS/2024/57,Bridge1/Bongaigaon/8 Brige No 5/1 Ulubari Betbari PMGSY Road to Chisponsila via Charapara,1.0,289966.0,Hafizur Rahman,INR,"19,903,000",22-Jun-2026,"INR 19,903,000",540.0,Dibyajyoti Nath,22-Jun-2026 04:06 PM,WO.pdf (197.00 KB),1.0,289966.0,Hafizur Rahman,24-Dec-2025 01:25 PM,Accepted-AOC,Awarded Contract Bidder,22-Jun-2026 04:06 PM,Finance,financial bids are opened,Dibyajyoti Nath,23-Feb-2026 03:35 PM,,BOQ Comparative Chart,"Chief Engineer, EAP, PWRD",Internal,,Dibyajyoti Nath,21-Feb-2026 02:07 PM,21-Feb-2026 02:30 PM,techsummary_77855.pdf (164.67 KB),AOC
,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,290119.0,SRIMANTA SANKARDEV INFRACON PVT LTD,23-Dec-2025 09:23 PM,Rejected-Finance,Reject,22-Jun-2026 04:04 PM,,,,,,,,,,,,,,AOC
,,.pdf,ESMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Letter of Bid (Technical),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Letter of Bid (Financial),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
