S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,SBI Bank,"Chief Engineer, Water Resources Department, Assam","O/O Chief Engineer Water Resources Department, Basistha, Guwahati 29","6,58,809",Yes,percentage,2.0%,Nil,Nil,"7,000",Nil,Nil,No,26-Dec-2025 06:55 PM,07-Jan-2026 03:00 PM,26-Dec-2025 06:55 PM,07-Jan-2026 02:00 PM,NA ,NA ,01-Jan-2026 10:00 AM,07-Jan-2026 02:00 PM,06-Mar-2026 06:25 PM,Department of Water Resources||Chief Engineer - DoWR,BAKSA/2025-26/PDNA/WORKS/II,2025_DoWR_49681_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,Restoration of damaged embankment from Borakhat to Majusiral on the R/B of river Pagladia.,Restoration of damaged embankment from Borakhat to Majusiral on the R/B of river Pagladia.,Please refer Tender documents. ,NA ,"3,29,40,428",Civil Works,NA ,Tender,180.0,180.0,BAKSA,781320.0,NA ,NA ,NA ,Guwahati,No ,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,AOC,Director Design,Internal,,Jayanta Kumar Barman,06-Mar-2026 06:22 PM,06-Mar-2026 06:25 PM,techsummary_78921.pdf (177.09 KB),1.0,Tender Revocation,Tender Revocation,06-Mar-2026 05:57 PM,revoke_golaghat_baksa.pdf ,89.1,Technical Opening,1,291515,BICHITRA BARUAH,06-Jan-2026 12:22 PM,Rejected-Technical,Technically Non-Responsive,06-Mar-2026 06:22 PM,1.0,291771.0,HARESWAR BARO,INR,"29,481,683",06-Jun-2026,"INR 29,481,683",180.0,Jayanta Kumar Barman,06-Jun-2026 06:56 PM,FWO_Baksa_Borakhat_Majusiral.pdf (1410.00 KB),Restoration of damaged embankment from Borakhat to Majusiral on the R/B of river Pagladia.,Finance,All Bids are opened for Financial Evaluation,Jayanta Kumar Barman,24-Apr-2026 12:53 PM,,BOQ Comparative Chart,Department of Water Resources||Chief Engineer - DoWR,2025_DoWR_49681_1,BAKSA/2025-26/PDNA/WORKS/II,Restoration of damaged embankment from Borakhat to Majusiral on the R/B of river Pagladia.,Director Design,Internal,,Jayanta Kumar Barman,06-Jun-2026 06:42 PM,finsummary_78921.pdf (328.71 KB),Technical,All Bids are opened for Technical Evaluation,Jayanta Kumar Barman,06-Mar-2026 06:19 PM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,AOC,,,,,,,,,,,,,,,2,292288,Dharmendra Talukdar,07-Jan-2026 12:39 PM,Rejected-AOC,Not Qualified for AOC,06-Jun-2026 06:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,3,291771,HARESWAR BARO,07-Jan-2026 09:38 AM,Accepted-AOC,AWARDED,06-Jun-2026 06:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,4,292292,Ranjan Das,07-Jan-2026 11:18 AM,Rejected-Technical,Technically Non-Responsive,06-Mar-2026 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,5,291479,Sri Ekho Das,06-Jan-2026 04:56 PM,Rejected-Technical,Technically Non-Responsive,06-Mar-2026 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
