Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Director Design,Internal,,Jayanta Kumar Barman,10-Mar-2026 12:04 PM,10-Mar-2026 12:05 PM,techsummary_81605.pdf (148.80 KB),1,299940,HIGH-TECH ECOGREEN CONTRACTORS LLP,02-Mar-2026 10:16 AM,Accepted-AOC,AWARDED,04-Jun-2026 05:29 PM,Department of Water Resources||Chief Engineer - DoWR,2026_DoWR_51397_1,CACHAR/2025-26/SDMF/IV,PROTECTION AND PREVENTION OF ROYPUR PT-II AREA UNDER SILCHAR REVENUE CIRCLE FROM EROSION OF RIVER BORAK UNDER SDMF FOR THE YEAR 2025-26 IN CACHAR DISTRICT OF ASSAM.,Technical,All Bids are opened for Technical Evaluation,Jayanta Kumar Barman,10-Mar-2026 10:56 AM,,Director Design,Internal,,Jayanta Kumar Barman,04-Jun-2026 05:06 PM,finsummary_81605.pdf (322.86 KB),Finance,All Bids are opened for Financial Evaluation,Jayanta Kumar Barman,24-Apr-2026 11:42 AM,,BOQ Comparative Chart,04-Jun-2026,"INR 319,036,400.47",180.0,Jayanta Kumar Barman,04-Jun-2026 05:29 PM,FWO_Cachar_Roypur_Pt_II.pdf (4020.00 KB),PROTECTION AND PREVENTION OF ROYPUR PT-II AREA UNDER SILCHAR REVENUE CIRCLE FROM EROSION OF RIVER BORAK UNDER SDMF FOR THE YEAR 2025-26 IN CACHAR DISTRICT OF ASSAM.,1.0,299940.0,HIGH-TECH ECOGREEN CONTRACTORS LLP,INR,"319,036,400.47",AOC,1,Fee/PreQual/Technical,.pdf,Technical Documents,20-Feb-2026 06:55 PM,02-Mar-2026 03:00 PM,20-Feb-2026 06:55 PM,02-Mar-2026 02:00 PM,NA ,NA ,26-Feb-2026 10:00 AM,02-Mar-2026 02:00 PM,10-Mar-2026 12:05 PM,"Chief Engineer, Water Resources Department","Assam Water Centre, O/o the Chief Engineer, WRD, 5th Floor, Basistha, Guwahati-29.","63,80,759",Yes,percentage,2.0%,Nil,Nil,"20,000",Nil,Nil,No,PROTECTION AND PREVENTION OF ROYPUR PT-II AREA UNDER SILCHAR REVENUE CIRCLE FROM EROSION OF RIVER BORAK UNDER SDMF FOR THE YEAR 2025-26 IN CACHAR DISTRICT OF ASSAM.,PROTECTION AND PREVENTION OF ROYPUR PT-II AREA UNDER SILCHAR REVENUE CIRCLE FROM EROSION OF RIVER BORAK UNDER SDMF FOR THE YEAR 2025-26 IN CACHAR DISTRICT OF ASSAM.,Please refer Tender documents. ,NA ,"31,90,37,943",Civil Works,NA ,Tender,180.0,180.0,"Roypur, Silchar",788009.0,NA ,NA ,NA ,Guwahati,No ,No,1.0,SBI Bank,1.0,BOQ Corrigendum,BOQ,,Department of Water Resources||Chief Engineer - DoWR,CACHAR/2025-26/SDMF/IV,2026_DoWR_51397_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,2,299948,Sri Manoj Pareek,02-Mar-2026 10:22 AM,Rejected-AOC,Not Qualified for AOC,04-Jun-2026 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
