Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
MD NHM Assam,Office of the MD NHM Assam,01-Dec-2025 05:00 PM,22-Dec-2025 03:30 PM,01-Dec-2025 05:00 PM,20-Dec-2025 02:00 PM,NA ,NA ,01-Dec-2025 05:00 PM,20-Dec-2025 02:00 PM,16-Jan-2026 04:50 PM,"Construction of Sub Centres with Prefabricated steel structure , brick work in foundation, 112 mm thick brick walling at various places of Assam under NHM on Turn Key Basis, pkg no. NSC-G2 (Balance work of 4 nos.of SC in Goalpara District.","Construction of Sub Centres with Prefabricated steel structure , brick work in foundation, 112 mm thick brick walling at various places of Assam under NHM on Turn Key Basis, pkg no. NSC-G2 (Balance work of 4 nos. of SC in Goalpara District.",Please refer Tender documents. ,NA ,"41,57,329",Civil Works,NA ,Tender,225.0,150.0,Goalpara,783101.0,NA ,NA ,NA ,Office of the MD NHM Assam,No ,No,National Health Mission||State Programme Management Unit - NHM,NHM/I/1274327/2025,2025_NHM_48972_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,850.0,Nil,Nil,No,"83,147",Yes,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,SBD,AOC,National Health Mission||State Programme Management Unit - NHM,2025_NHM_48972_3,NHM/I/1274327/2025,"Construction of Sub Centres with Prefabricated steel structure , brick work in foundation, 112 mm thick brick walling at various places of Assam under NHM on Turn Key Basis, pkg no. NSC-G2 (Balance work of 4 nos.of SC in Goalpara District.",08-Jun-2026,"INR 4,156,949.25",150.0,Mousomi Goswami,08-Jun-2026 03:50 PM,womilijuli.pdf (523.00 KB),1.0,289932.0,M/SMILIJULI ENTERPRISE,INR,"4,156,949.25",Technical,technical bid opened,Mousomi Goswami,23-Dec-2025 02:38 PM,,OSD,Internal,,Mousomi Goswami,08-Jun-2026 03:38 PM,finsummary_77734.pdf (1801.32 KB),OSD,Internal,,Mousomi Goswami,16-Jan-2026 04:47 PM,16-Jan-2026 04:50 PM,techsummary_77734.pdf (2226.78 KB),1.0,289932.0,M/SMILIJULI ENTERPRISE,20-Dec-2025 01:40 PM,Accepted-AOC,l1,08-Jun-2026 03:51 PM,Finance,financial bid opened,Himangshu Kalita,16-Jan-2026 05:00 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical qualification,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,289302.0,M/s Shuhana Associates,20-Dec-2025 01:03 PM,Rejected-Technical,Not responsive,16-Jan-2026 04:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,289916.0,SRI RANJIT DAS,20-Dec-2025 01:34 PM,Rejected-Finance,L2,08-Jun-2026 03:38 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
