Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED,2026_PHED_51762_1,ACE/PHE/LAZ/TC-485/2025-26,Construction of G plus 3 Storied RCC Residential Building at Store and Workshop Division (PHE) Complex,Technical,Admitted,Rita Devi,04-Apr-2026 05:12 PM,technical_82088.pdf,ACE,Internal,,Santa Sikha Dutta,08-Apr-2026 04:22 PM,finsummary_82088.pdf (284.22 KB),1.0,302284.0,ROSS CONTRACTING PRIVATE LIMITED,INR,"24,185,000",02-Jun-2026,"INR 24,185,000",365.0,Rita Devi,04-Jun-2026 03:12 PM,WS.pdf (737.00 KB),Final Work Order,Finance,ADMITTED,Rita Devi,06-Apr-2026 03:52 PM,finance_82088.pdf,BOQ Comparative Chart,ACE,Internal,,Rita Devi,04-Apr-2026 05:20 PM,06-Apr-2026 12:30 PM,techsummary_82088.pdf (1452.10 KB),1,302284,ROSS CONTRACTING PRIVATE LIMITED,27-Mar-2026 03:43 PM,Accepted-AOC,L1 Bidder,04-Jun-2026 03:12 PM,AOC,"4,83,700",Yes,percentage,2.0%,Nil,Nil,"4,900",Nil,Nil,No,09-Mar-2026 04:00 PM,31-Mar-2026 01:00 PM,09-Mar-2026 04:00 PM,30-Mar-2026 04:00 PM,NA ,NA ,09-Mar-2026 04:00 PM,30-Mar-2026 04:00 PM,06-Apr-2026 12:30 PM,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED,ACE/PHE/LAZ/TC-485/2025-26,2026_PHED_51762_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,Construction of G plus 3 Storied RCC Residential Building at Store and Workshop Division (PHE) Complex,"Construction of G plus 3 Storied RCC Residential Building at Store and Workshop Division (PHE) Complex , Betkuchi,",Please refer Tender documents. ,NA ,"2,41,85,000",Civil Works - Building,NA ,Tender,180.0,365.0,"BETKUCHI,GHY-35",781035.0,"O/o THE ACE PHE,LAZ, BAMUNIMAIDAM ","O/o THE ACE PHE,LAZ, BAMUNIMAIDAM ",16-Mar-2026 01:00 PM ,"O/o THE ACE PHE,LAZ, BAMUNIMAIDAM",No ,No,"THE ACE PHE,LAZ, BAMUNIMAIDAM","O/o THE ACE PHE,LAZ, BAMUNIMAIDAM",1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,302503,Sri Uday Baishya,27-Mar-2026 04:24 PM,Rejected-Technical,insuffient documents.,04-Apr-2026 05:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,302285,YSM Construction & Co.,27-Mar-2026 04:10 PM,Rejected-Finance,L2,08-Apr-2026 04:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
