S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,299184.0,M/S PAPORI ENTERPRISE,INR,"8,220,367",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2026_PWBNH_50835_1,SE(B)/DBC/ISNKT/25-26/57,Construction of Indoor Stadium in Nakhat High School,LOKESH MAZUMDAR,Internal,,Jinnat Saberin,13-Mar-2026 01:23 PM,13-Mar-2026 01:25 PM,techsummary_80942.pdf (658.38 KB),LOKESH MAZUMDAR,Internal,,Jinnat Saberin,12-Jun-2026 02:36 PM,finsummary_80942.pdf (161.82 KB),12-Jun-2026,"INR 8,220,367",365.0,Jinnat Saberin,12-Jun-2026 02:42 PM,fowisnakhat.pdf (477.00 KB),Finance,2 BIDS OPENED,Jinnat Saberin,12-Jun-2026 02:25 PM,,BOQ Comparative Chart,1.0,298974.0,Mr. Turanjit Boruah,23-Feb-2026 01:35 PM,Rejected-AOC,L2,12-Jun-2026 02:42 PM,Technical,2 BIDS OPENED,Jinnat Saberin,13-Mar-2026 01:21 PM,technical_80942.pdf,AOC,"SE, PWD, DIBRUGARH BLDG CIRCLE","SE OFFICE, PWD, DIBRUGARH BLDG CIRCLE",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,SE(B)/DBC/ISNKT/25-26/57,2026_PWBNH_50835_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,COST OF BID AND EMD,"1,73,060",Yes,fixed,,Nil,Nil,"1,750",Nil,Nil,Yes,Construction of Indoor Stadium in Nakhat High School,Construction of Indoor Stadium in Nakhat High School,Please refer Tender documents. ,NA ,"86,53,018",Civil Works - Building,NA ,Tender,180.0,365.0,NAKHAT,785676.0,"SE OFFICE, PWD, DIBRUGARH BLDG CIRCLE ","SE OFFICE, PWD, DIBRUGARH BLDG CIRCLE ",16-Feb-2026 11:00 AM ,"SE OFFICE, PWD, DIBRUGARH BLDG CIRCLE",No ,No,05-Feb-2026 02:15 PM,23-Feb-2026 03:00 PM,05-Feb-2026 02:15 PM,23-Feb-2026 02:00 PM,NA ,NA ,05-Feb-2026 02:15 PM,23-Feb-2026 02:00 PM,13-Mar-2026 01:25 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,299184.0,M/S PAPORI ENTERPRISE,23-Feb-2026 01:27 PM,Accepted-AOC,L1,12-Jun-2026 02:42 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,BID DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
