Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Resolving low voltage issue at Kathalguri PWSS under SOPD of Bongaigaon (PHE) Division,Resolving low voltage issue at Kathalguri PWSS under SOPD of Bongaigaon (PHE) Division,Please refer Tender documents. ,NA ,"26,26,000",Civil Works,NA ,Tender,30.0,NA ,Kathalguri PWSS,783392.0,NA ,NA ,NA ,"O/o the S.E(PHE) NALBARI CIRCLE, NALBARI",No ,No,"52,520",Yes,percentage,2.0%,Nil,Nil,"S.E(PHE) NALBARI CIRCLE, NALBARI","S.E(PHE) NALBARI CIRCLE, NALBARI",1.0,Fee/PreQual/Technical,.pdf,Technical Bid,1.0,SBI Bank,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Nalbari Circle-Nalbari-PHED,IFB NO 02 OF 2026-27,2026_PHED_52325_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,"2,000",Nil,Nil,No,15-May-2026 02:00 PM,05-Jun-2026 11:00 AM,15-May-2026 03:00 PM,04-Jun-2026 02:00 PM,NA ,NA ,15-May-2026 03:00 PM,04-Jun-2026 02:00 PM,10-Jun-2026 12:05 PM,AOC,Finance,Financial bid open for financial evaluation,Chandrika Deka,10-Jun-2026 12:24 PM,,BOQ Comparative Chart,19-Jun-2026,"INR 2,625,475",30.0,Ghanashyam Kalita,20-Jun-2026 10:46 AM,Phukanfor.pdf (256.00 KB),Formal,1.0,304227.0,PHUKAN BAISHYA,INR,"2,625,475",Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Nalbari Circle-Nalbari-PHED,2026_PHED_52325_1,IFB NO 02 OF 2026-27,Resolving low voltage issue at Kathalguri PWSS under SOPD of Bongaigaon (PHE) Division,SE(PHE)Nalbari Cirlce,Internal,"EE(PHE)Bongaigaon Division, AEE(PHE) TC Bongaigaon Division_AO(PHE)Bongaigaon Division_AE(PHE) Nalbari Circle",Ghanashyam Kalita,12-Jun-2026 05:46 PM,finsummary_82745.pdf (189.20 KB),Technical,Bid open for technical evaluation,Ghanashyam Kalita,05-Jun-2026 11:59 AM,,SE(PHE)Nalbari Cirlce,Internal,EE(PHE)BONGAIGAON DIVISION_AEE(PHE)_TC_Bongaigaon DIVISION_AO(PHE)BONGAIGAON DIVISION_AE(PHE)NALBARI CIRCLE,Ghanashyam Kalita,10-Jun-2026 11:59 AM,10-Jun-2026 12:05 PM,techsummary_82745.pdf (411.70 KB),1,304544,AMAL CHNADRA ARJYA,02-Jun-2026 06:15 PM,Rejected-Technical,Rejected due to shortage of documents,10-Jun-2026 11:59 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,304599,ANUPAM RAY,03-Jun-2026 09:40 PM,Rejected-Technical,Rejected due to shortage of documents,10-Jun-2026 11:59 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,304214,Parag Das,28-May-2026 12:30 AM,Rejected-Finance,L1 selected for the work,12-Jun-2026 05:46 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,304227,PHUKAN BAISHYA,28-May-2026 12:47 AM,Accepted-AOC,Selected as L1,20-Jun-2026 10:46 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,304554,Soidur Rahman Sheikh,03-Jun-2026 03:26 PM,Rejected-Technical,Rejected due to shortage of documents,10-Jun-2026 11:59 AM,AOC
