Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Recommended by BEC,Monoj Kumar Tamuli,11-Jun-2026 11:56 AM,,BOQ Comparative Chart,1.0,279892.0,Jiyaur Pasa,06-Sep-2025 12:17 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Mar-2026 03:47 PM,Chief_Engineer_PWD_Roads,Internal,AEE_Maint_Cell_EE_Maint_Cell_Chief_Engineer_PWD_Roads,Monoj Kumar Tamuli,19-Mar-2026 03:52 PM,19-Mar-2026 03:55 PM,techsummary_74323.pdf (206.24 KB),Technical,Technical Evaluation Report uploaded,Monoj Kumar Tamuli,19-Mar-2026 03:47 PM,technical_74323.pdf,Chief_Engineer_PWD_Roads,Internal,AEE_Maint_Cell_SE_Maint_Cell_Chief_Engineer_PWD_Roads,Monoj Kumar Tamuli,11-Jun-2026 12:01 PM,finsummary_74323.pdf (1029.48 KB),1.0,278730.0,M/S RAMDHENU CONSTRUCTION,INR,"92,628,924",11-Jun-2026,"INR 92,628,924",270.0,Monoj Kumar Tamuli,11-Jun-2026 12:08 PM,FWO_SOPD_25_26_143.pdf (462.00 KB),Awarded Cost of Contract,Public Works Roads Department,2025_PWD_46628_5,CE/MAINT/SOPDG/01/2025-26/12 Date_13_8_2025,MAINT/SOPD-G/2025-26/143,AOC,"18,53,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,BID_Cost_Bid_Security,Public Works Roads Department,CE/MAINT/SOPDG/01/2025-26/12 Date_13_8_2025,2025_PWD_46628_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Chief Engineer,PWD(Roads),Assam,Chandmari,Guwahati","O/o the Chief Engineer,PWD(Roads),Assam,Chandmari,Guwahati-03",19-Aug-2025 03:00 PM,06-Sep-2025 03:00 PM,19-Aug-2025 03:00 PM,06-Sep-2025 02:00 PM,19-Aug-2025 03:00 PM ,06-Sep-2025 12:00 PM ,19-Aug-2025 03:00 PM,06-Sep-2025 02:00 PM,19-Mar-2026 03:55 PM,MAINT/SOPD-G/2025-26/143,"MAINT/SOPD-G/2025-26/143_1_Improvement of (GWC) Road from Hiramy Talukdar House to Kalag Pandula link Road, 2_Improvement of (GWC) Road from Dakshin Jagara link to Umesh Haloi House road,3_Improvement of (GWC) Road from Lachima Harighata road toward",Please refer Tender documents. ,NA ,"9,26,39,000",Civil Works – Roads,NA ,Tender,180.0,270.0,Nalbari,781335.0,"O/o the Chief Engineer,PWD(Roads),Assam,Chandmari, ","O/o the Chief Engineer,PWD(Roads),Assam,Chandmari,Guwahati-03 ",20-Aug-2025 12:05 PM ,"O/o the Chief Engineer,PWD(Roads),Assam,Chandmari,",No ,No,"18,500",Nil,Nil,No,AOC
,,,,,,2.0,278730.0,M/S RAMDHENU CONSTRUCTION,06-Sep-2025 01:15 PM,Accepted-AOC,Accepted by BEC,11-Jun-2026 12:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Bidding Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3.0,278693.0,Sri Uday Baishya,06-Sep-2025 11:40 AM,Rejected-Finance,Rejected by BEC,11-Jun-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Technacal Qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
