Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
"Chief Engineer (EAP), PWRD",Internal,,Hena Chandini,22-May-2025 03:57 PM,23-May-2025 02:00 PM,techsummary_67165.pdf (443.72 KB),Finance,Financial Bids Opened,Hena Chandini,23-May-2025 04:30 PM,,BOQ Comparative Chart,1.0,255881.0,AMIT BRAHMA,22-Jan-2025 01:09 AM,Rejected-Finance,L2 bidder,06-Jun-2026 02:44 PM,06-Jun-2026,"INR 14,315,374",540.0,Hena Chandini,06-Jun-2026 02:47 PM,WO_Kok_06.pdf (85.00 KB),1.0,255733.0,TAPAN KUMAR BASUMATARY,INR,"14,315,374",Technical,Technical bids have been opened.,Hena Chandini,30-Jan-2025 02:43 PM,,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,2024_PWRDW_41734_10,CEEAPARRBP02TENDERS2024/33,Construction of Bridge in Kokrajhar district i.Br. No. 3/1 on Dumbruguri to Fulkumari,"Chief Engineer(EAP), PWRD, Assam",Internal,,Hena Chandini,06-Jun-2026 02:44 PM,finsummary_67165.pdf (99.80 KB),AOC,"5,000",Nil,Nil,No,27-Dec-2024 06:55 PM,24-Jan-2025 02:30 PM,27-Dec-2024 06:55 PM,24-Jan-2025 02:00 PM,27-Dec-2024 06:55 PM ,08-Jan-2025 11:30 AM ,27-Dec-2024 06:55 PM,24-Jan-2025 02:00 PM,23-May-2025 02:00 PM,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Standard Bidding Document,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,CEEAPARRBP02TENDERS2024/33,2024_PWRDW_41734_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"2,87,000",Yes,fixed,,Nil,Nil,Construction of Bridge in Kokrajhar district i.Br. No. 3/1 on Dumbruguri to Fulkumari,CE/EAP/ARRBP/OCB/Bridge-1/Kokrajhar/06 Construction of Bridge in Kokrajhar district i.Br. No. 3/1 on Dumbruguri to Fulkumari,Please refer Tender documents. ,NA ,"1,43,25,000",Civil Works,NA ,Tender,90.0,540.0,Kokrajhar,783370.0,"O/o the Chief Engineer, EAP, PWRD, Assam, Fatasil  ","O/o the Chief Engineer, EAP, PWRD, Assam, Fatasil Ambari, Guwahati-25 ",08-Jan-2025 11:00 AM ,"O/o the Chief Engineer, EAP, PWRD, Assam, Fatasil",No ,No,"Chief Engineer, EAP, PWRD, Assam","O/o the Chief Engineer, EAP, PWRD, Assam, Fatasil Ambari, Guwahati-25",AOC
,,,,,,,,,,,,,2.0,256179.0,SHUBH CONSTRUCTION,23-Jan-2025 09:15 PM,Rejected-Technical,Non Responsive,22-May-2025 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3.0,255733.0,TAPAN KUMAR BASUMATARY,22-Jan-2025 09:42 PM,Accepted-AOC,L1,06-Jun-2026 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,.pdf,Letter of Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,.pdf,ESMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,.pdf,EMD details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,.pdf,Letter of Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
