S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,SBI Bank,"1,00,000",Yes,percentage,2.0%,Nil,Nil,Construction of Boundary Wall at Kaurbaha Milan High School Baksa,Construction of Boundary Wall at Kaurbaha Milan High School Baksa,Please refer Tender documents. ,NA ,"50,00,000",Civil Works,NA ,Tender,180.0,270.0,"Dispur,Ghy",781006.0,NA ,NA ,NA ,"O/O MD,ASDC for SC Ltd.",No ,No,22-May-2026 03:00 PM,01-Jun-2026 03:00 PM,22-May-2026 03:00 PM,01-Jun-2026 02:00 PM,NA ,NA ,22-May-2026 03:00 PM,01-Jun-2026 02:00 PM,05-Jun-2026 01:00 PM,MD ASDC for SC Ltd,"Sorumotoria,Dsipur,Ghy-06","1,000",Nil,Nil,No,Welfare of Plain Tribes and Backward Classes||Directorate of Welfare of Scheduled Caste||Assam State Development Corporation for SC,SCDCTECHDWSC3,2026_WPTBC_52476_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID DOCUMENT,AOC,Technical,TENDER HAS BEEN OPENED,BRAJARAJ BHATTACHARJEE,02-Jun-2026 05:34 PM,,1.0,304358.0,PUTUL MILI,30-May-2026 11:11 AM,Rejected-AOC,2ND LOWEST BIDDER,25-Jun-2026 04:52 PM,Finance,ALL BIDS ARE OPENED,Rajarshi Narayan Baruah,05-Jun-2026 01:15 PM,,BOQ Comparative Chart,25-Jun-2026,"INR 5,000,000",270.0,Rajarshi Narayan Baruah,25-Jun-2026 04:52 PM,kaurbahaFWO.pdf (823.00 KB),ce asdc for sc ltd.,Internal,,Rajarshi Narayan Baruah,25-Jun-2026 04:49 PM,finsummary_82944.pdf (1164.41 KB),"CE,ASDC for SC Ltd",Internal,,Rajarshi Narayan Baruah,05-Jun-2026 12:12 PM,05-Jun-2026 01:00 PM,techsummary_82944.pdf (730.30 KB),Welfare of Plain Tribes and Backward Classes||Directorate of Welfare of Scheduled Caste||Assam State Development Corporation for SC,2026_WPTBC_52476_1,SCDCTECHDWSC3,Construction of Boundary Wall at Kaurbaha Milan High School Baksa,1.0,304360.0,R.B. Enterprise,INR,"5,000,000",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PRE QUALIFICATION DOCUMENT,AOC,,,,,,2.0,304360.0,R.B. Enterprise,30-May-2026 11:00 AM,Accepted-AOC,LOWEST BIDDER,25-Jun-2026 04:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
