Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Accepted,Abhishek Kumar Mantu,02-Jun-2026 11:25 PM,finance_81343.pdf,BOQ Comparative Chart,1.0,299492.0,ANSARUL HOQUE LASKAR,25-Feb-2026 11:41 AM,Accepted-AOC,Being the lowest bidder,02-Jun-2026 11:32 PM,"Ajit Kr. Das, S.E.,PWD(Roads) Cachar Circle, Silchar.",Internal,"Banajit Adhikary,EE, Dholai and Sonai TR Division, Saukat Ali Ahmed, AEE, Sonai TR Sub Divn HK Nath, i/c AEE(T/C) O/o The SE,PWD(Rd) Cachar Circle Silchar",Abhishek Kumar Mantu,05-Mar-2026 11:46 PM,06-Mar-2026 09:00 AM,techsummary_81343.pdf (945.10 KB),1.0,299492.0,ANSARUL HOQUE LASKAR,INR,"7,090,750","Ajit Kr. Das, S.E.,PWD(Roads) Cachar Circle, Silchar.",Internal,"Banajit Adhikary,EE, Dholai and Sonai TR Division, Saukat Ali Ahmed, AEE, Sonai TR Sub Divn Jaybal Thousen, AEE(T/C) O/o The SE,PWD(Rd) Cachar Circle Silchar",Abhishek Kumar Mantu,02-Jun-2026 11:29 PM,finsummary_81343.pdf (1236.47 KB),Technical,Accepted,Abhishek Kumar Mantu,05-Mar-2026 11:44 PM,technical_81343.pdf,02-Jun-2026,"INR 7,090,750",210.0,Abhishek Kumar Mantu,02-Jun-2026 11:32 PM,CS.pdf (1236.00 KB),Accepted,Public Works Roads Department,2026_PWD_51154_1,T/CC/ETN/SIL/2025-26/1178(T),"Metalling and Blacktopping of a road from NH-54 Sildubi Point to Kazidhar Dhonhari PWD Road at Dakshin Syedpur G.P (Ch 0.00m to Ch1500.00m) under Chief Ministers Special Package for Barak Valley, Ph-II for the year 2014-15. (Balance Work)",AOC,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Document,1.0,SBI Bank,16-Feb-2026 09:00 AM,25-Feb-2026 03:10 PM,16-Feb-2026 09:00 AM,25-Feb-2026 03:00 PM,16-Feb-2026 10:00 AM ,23-Feb-2026 03:00 PM ,16-Feb-2026 03:00 PM,25-Feb-2026 03:00 PM,06-Mar-2026 09:00 AM,Public Works Roads Department,T/CC/ETN/SIL/2025-26/1178(T),2026_PWD_51154_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,41,820",Yes,fixed,,Nil,Nil,"Metalling and Blacktopping of a road from NH-54 Sildubi Point to Kazidhar Dhonhari PWD Road at Dakshin Syedpur G.P (Ch 0.00m to Ch1500.00m) under Chief Ministers Special Package for Barak Valley, Ph-II for the year 2014-15. (Balance Work)","Metalling and Blacktopping of a rd from NH-54 Sildubi Pt to Kazidhar Dhonhari PWD Rd at Dakshin Syedpur G.P (Ch 0.00m to Ch1500.00m) under Chief Ministers Spl Package for Barak Valley, Ph-II for the yr 2014-15. (BW) P/No.CAC_CMs_BV_(Ph-II)_118(BW)",Please refer Tender documents. ,NA ,"70,90,753",Civil Works – Roads,NA ,Rate Contract,180.0,210.0,Cachar District.,788115.0,"O/o The SE, PWD(Roads) Cachar Circle, Silchar. ","O/o The SE, PWD(Roads) Cachar Circle, Silchar. ",23-Feb-2026 02:00 PM ,"O/o The SE, PWD(Roads) Cachar Circle, Silchar.",No ,No,"The SE, PWD(Roads) Cachar Circle, Silchar.","O/o The SE, PWD(Roads) Cachar Circle, Silchar.","1,420",Nil,Nil,No,AOC
,,,,,,2.0,299498.0,Rupam Saha,25-Feb-2026 12:11 PM,Rejected-AOC,Not being the lowest bidder,02-Jun-2026 11:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
