Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
02-Jun-2026,"INR 4,800,000",120.0,Anupam Choudhury,02-Jun-2026 03:24 PM,Kokrajhar.pdf (309.00 KB),National Health Mission||State Programme Management Unit - NHM,2025_NHM_49157_3,NHM/ECF/700279,Establishment of temporary prefabricated unit for accommodation of treatment for Malaria affected area at Salbari Bazar and Kadomguri Forest in Kokrajar district,Finance,Opened,Anupam Choudhury,30-Jan-2026 02:18 PM,,BOQ Comparative Chart,1.0,289815.0,ANANDA NARZARY,19-Dec-2025 12:06 PM,Accepted-AOC,L 1,02-Jun-2026 03:24 PM,OSD,Internal,,Anupam Choudhury,24-Jan-2026 01:39 PM,24-Jan-2026 02:00 PM,techsummary_78096.pdf (1612.86 KB),OSD,Internal,,Anupam Choudhury,02-Jun-2026 03:22 PM,finsummary_78096.pdf (308.63 KB),Technical,Opened,Anupam Choudhury,22-Dec-2025 05:57 PM,,1.0,289815.0,ANANDA NARZARY,INR,"4,800,000",AOC,10-Dec-2025 06:10 PM,22-Dec-2025 12:00 PM,10-Dec-2025 06:10 PM,20-Dec-2025 02:00 PM,NA ,NA ,10-Dec-2025 06:10 PM,20-Dec-2025 02:00 PM,24-Jan-2026 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,Technical Document,Establishment of temporary prefabricated unit for accommodation of treatment for Malaria affected area at Salbari Bazar and Kadomguri Forest in Kokrajar district,Establishment of temporary prefabricated unit for accommodation of treatment for Malaria affected area at Salbari Bazar and Kadomguri Forest in Kokrajar district,Please refer Tender documents. ,NA ,"48,00,000",Civil Works - Building,NA ,Tender,180.0,120.0,Kokrajhar,783370.0,NA ,NA ,NA ,"O/o MD, NHM",No ,No,"MD, NHM","O/o MD, NHM",950.0,Nil,Nil,No,1.0,SBI Bank,National Health Mission||State Programme Management Unit - NHM,NHM/ECF/700279,2025_NHM_49157_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"96,000",Yes,percentage,2.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2.0,289819.0,RAJ NAYAN BRAHMA,19-Dec-2025 12:27 PM,Rejected-AOC,L 2,02-Jun-2026 03:24 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,289830.0,Sri Emanuel Basumatary,19-Dec-2025 01:00 PM,Rejected-Technical,Non-Responsive,24-Jan-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,Site Visit Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
