Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,SBD,Director PNRD BTC Kokrajhar,Director PNRD BTC Kokrajhar,Procurement of Tent House set Blanket double size Monte Carlo Flora 909 GSM L 7ft B 5ft Wt 4.0 Kg to 4 Kg 800 grm with Iron Filter stand still 35.0 Liters capacity with stand iron and Furniture items under BTC area under the Award of 6th ASFC of Dev,DPRD/BTC/6th FC/Koj-107/2026/53,Refer to Bid Document ,NA ,"39,96,98,250",Miscellaneous Goods,NA ,Tender,180.0,90.0,VCDC Offices under BTC Area,783370.0,NA ,NA ,NA ,Director PNRD BTC Kokrajhar,No ,No,13-May-2026 10:30 AM,04-Jun-2026 02:30 PM,13-May-2026 10:30 AM,03-Jun-2026 02:30 PM,13-May-2026 10:30 AM ,03-Jun-2026 02:00 PM ,13-May-2026 10:30 AM,03-Jun-2026 02:30 PM,05-Jun-2026 10:00 AM,"79,93,964",Yes,fixed,,Nil,Nil,"30,000",Nil,Nil,No,Bodoland Territorial Council||Panchayat and Rural Development-BTC,DPRD/BTC/6th FC/Koj-107/2026/53,2026_BoTC_52313_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC,1.0,304272.0,M.P. ENTERPRISE,INR,"399,698,250",Finance,"The Financial Documents submitted by the Bidders, SRI TAPAN PODDAR and SRI MANOJ Kr. MACHAHARY are verified and found in order against the Tender ID 2026_BoTC_52313_1.",Pallavi Kachary,05-Jun-2026 11:37 AM,finance_82733.pdf,BOQ Comparative Chart,20-Jun-2026,"INR 399,698,250",90.0,Pallavi Kachary,20-Jun-2026 02:50 PM,Work_order.pdf (279.00 KB),Procurement of Tent House set Blanket double size Monte Carlo Flora 909 GSM L 7ft B 5ft Wt 4.0 Kg to 4 Kg 800 grm with Iron Filter stand still 35.0 Liters capacity with stand iron and Furniture items,Pallavi Kachary,Internal,"Director P and RD BTC Kokrajhar Sr. FA BTC, Kokrajhar, Superintendent,P and RD, BTC, Kokrajhar, Accredited Engineer, P and RD, BTC, Kokrajhar",Pallavi Kachary,05-Jun-2026 11:47 AM,finsummary_82733.pdf (226.90 KB),Technical,"The Technical Documents submitted by the Bidders, SRI TAPAN PODDAR and SRI MANOJ Kr. MACHAHARY are verified and found in order and the Bidder SRI ARJUN SAHA, has not submitted the EMD against the Tender ID 2026_BoTC_52313_1.",Pallavi Kachary,04-Jun-2026 05:17 PM,technical_82733.pdf,Bodoland Territorial Council||Panchayat and Rural Development-BTC,2026_BoTC_52313_1,DPRD/BTC/6th FC/Koj-107/2026/53,Procurement of Tent House set Blanket double size Monte Carlo Flora 909 GSM L 7ft B 5ft Wt 4.0 Kg to 4 Kg 800 grm with Iron Filter stand still 35.0 Liters capacity with stand iron and Furniture items under BTC area under the Award of 6th ASFC of Dev,1.0,304275.0,Arjun Saha,03-Jun-2026 01:47 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Jun-2026 05:17 PM,Pallavi Kachary,Internal,"Director P and RD BTC Kokrajhar Sr. FA BTC, Kokrajhar, Superintendent,P and RD, BTC, Kokrajhar, Accredited Engineer, P and RD, BTC, Kokrajhar",Pallavi Kachary,04-Jun-2026 11:35 PM,05-Jun-2026 10:00 AM,techsummary_82733.pdf (151.11 KB),AOC
,,.pdf,Technical Qualifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,304274.0,Manoj Kumar Machahary,03-Jun-2026 01:45 PM,Rejected-AOC,Higher Rate Quoted among the others,20-Jun-2026 02:50 PM,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,304272.0,M.P. ENTERPRISE,03-Jun-2026 01:48 PM,Accepted-AOC,Lowest Rate Quoted among the others,20-Jun-2026 02:50 PM,,,,,,,,AOC
,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
