EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"16,400",Yes,fixed,,Nil,Nil,1.0,SBI Bank,170.0,Nil,Nil,No,03-Oct-2025 11:00 AM,15-Oct-2025 01:00 PM,03-Oct-2025 11:00 AM,13-Oct-2025 02:00 PM,03-Oct-2025 11:00 AM ,13-Oct-2025 02:00 PM ,03-Oct-2025 11:00 AM,13-Oct-2025 02:00 PM,29-Dec-2025 11:00 AM,Executive Engineer,"O/o the EE, PWRD, NKTRD",Public Works Roads Department,1105.0,2025_PWD_47787_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1. Repairing of Approaches of Bridge No.14/1 on Bagals road (Kaya ) under SOPD-G for the year 2025-26 2. Repairing of Approaches of Bridge No.14/2 on Bagals Road (Chamukha) under SOPD-G for the year 2025-26,NKTRD(R)/ SOPD(G)/ 2025-26/09,please refer tender ,NA ,"8,20,000",Civil Works – Roads,NA ,Tender,180.0,NA ,Rangia LAC,781382.0,Rangia ,"O/o the EE, PWRD, NKTRD ",04-Oct-2025 12:00 PM ,Online,No ,No,1.0,Fee/PreQual/Technical,.pdf,Fee,AOC,Public Works Roads Department,2025_PWD_47787_1,1105.0,1. Repairing of Approaches of Bridge No.14/1 on Bagals road (Kaya ) under SOPD-G for the year 2025-26 2. Repairing of Approaches of Bridge No.14/2 on Bagals Road (Chamukha) under SOPD-G for the year 2025-26,26-Feb-2026,"INR 820,000",90.0,Rahul Chakraborty,11-Jun-2026 11:05 PM,Pkg9fwo.pdf (362.00 KB),Kushal Kakati,Internal,"Kushal Kakati,EE Jatin Kalita,AO Atul Ch. Nath,JE Rahul Chakraborty,JE",Rahul Chakraborty,25-Feb-2026 11:41 PM,finsummary_76178.pdf (321.17 KB),Technical,Single bidder Janmi Ram Saloi,Atul Nath,27-Dec-2025 11:14 PM,technical_76178.pdf,1.0,284079.0,JANMI RAM SALOI,INR,"820,000",Kushal Kakati,Internal,"Mridul Das,SE Kushal Kakati,EE Jatina Kalita,AO Atul Ch. Nath,JE Rahul Chakraborty,JE",Atul Nath,27-Dec-2025 11:28 PM,29-Dec-2025 11:00 AM,techsummary_76178.pdf (320.22 KB),1.0,284079.0,JANMI RAM SALOI,10-Oct-2025 10:24 PM,Accepted-AOC,L1,11-Jun-2026 11:05 PM,Finance,Janmi Ram Saloi L1,Rahul Chakraborty,13-Jan-2026 02:26 PM,finance_76178.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Qualifications,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,FOB,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
