,Head Office,TREASURY NAME,TREASURY CODE,DDO NAME
5629,Guwahati,Kamrup Metro,KAM/JUD/024,MEMBER/SECY ASSAM STATE LEGAL AUTH.
5630,Barpeta,Barpeta,BRT/SE/086,H.M. B.S. KADAMTOLA H.S.
5631,Goalpara,Goalpara,GLP/SER/004,"MANAGER SERICULTURE FARM , AGIA"
5632,Garmur,Garamur,GAR/ECT/002,"ASTT. EMPLOYMENT OFFICER, GARAMUR"
5633,Golaghat,Golaghat,GT/SE/014,PRADHAN ADHYAPAK ATHABARI SANSKRIT TOL.
5634,Guwahati,New-Guwahati,NGT/PHE/003,EX.ENGINEER P.H.E.STORE & WORKSHOP DIVN.
5635,Dhemaji,Dhemaji,DMJ/SE/122,"HEAD MASTER,AMGURI TRIBAL GIRLS HIGH SCHOOL"
5636,Sivasagar,Sivasagar,SVS/SE/006,PRINCIPAL FULESWARI GIRLS H.SS
5637,Guwahati,Dispur,DIS/HS/003,"JT. DIR. HEALTH SERVICE, LAPROSY"
5638,Bongaigaon,Bongaigaon,BNG/POL/006,"DIG OF POLICE, WR BONGAINGAON"
5639,Garmur,Garamur,GAR/SE/020,H.M. RATANPUR HIGH SCHOOL
5640,Guwahati,Rangia,RAN/HE/086,PRIN. BEZERA COLLEGE
5641,Guwahati,Kamrup Metro,KAM/ECT/003,"ASSTT.EMPLT. OFFICER ,UNIVERSITY"
5642,Dhubri,Dhubri,DBR/SE/094,SUPERINTENDENT  GHOGARPAR SENIOR MADRASSA
5643,Barpeta,Pathsala,PSL/LED/001,LABOUR OFFICER BHABANIPUR.
5644,Guwahati,Dispur,DIS/DME/003,"DIRECTOR, AYUSH ASSAM"
5645,Kajalgaon,Bijni,BJN/JUD/003,"SUB. DIV. JUDICIAL MAGISTRATE, BIJNI"
5646,Golaghat,Dergaon,DER/SE/036,"HEAD MASTER, MAJCHAPORI JANAJATI HIGH SCHOOL, PO-NAK KATI"
5647,North Lakhimpur,Lakhimpur,LKM/SE/068,HEAD MASTER TELAHI SUBANSIRI HIGH SCHOOL
5648,Silchar,Cachar,CAC/IRR/002,"E.E. IRRIGATION DIVN., SILCHAR"
5649,Bongaigaon,Abhayapuri,ABH/JUD/002,"SUB-DIV. JUDICIAL MEGISTRATE, ABHAYAPURI"
5650,Jorhat,Jorhat,JOR/HE/120,H.M.UPPERDEWRI DISOI PARIA GIRLS HS
5651,Golaghat,Golaghat,GT/ES/001,"DY. DIRECTOR ECO & STATISTIC, GOLAGHAT"
5652,Marigaon,Marigaon,MRG/HE/019,HEAD MASTER BARAPUJIA GIRLS H S
5653,Golaghat,Bokakhat,BKK/DA/002,S.D.O ( CIVIL) BOKAKHAT(ELECTION)
5654,Nagaon,Nagaon,NAG/HE/137,"PRINCIPAL, SINGARI    SENIOR   MADRASSA"
5655,Biswanath Chariali,Biswanath Chariali BIS/IRR/001,,"EX. ENGR. BISWANATH CHARIALI DIVISION(IRRIGATION),B.CHARIALI"
5656,Karimganj,Karimganj,KAR/ES/001,"DY. DIR. ECONOMICS & STATISTICS, KARIMGANJ"
5657,North Lakhimpur,Lakhimpur,LKM/PRI/001,"SUPDT. OF DISTRICT JAIL, LAKHIMPUR"
5658,Guwahati,Dispur,DIS/HS/004,"JT. DIR. HEALTH SERVICE, T.B."
5659,Guwahati,New-Guwahati,NGT/IND/005,"SR. QUALITY CONTROL OFFICER, IND. & COMMERCE"
5660,Goalpara,Goalpara,GLP/SE/095,"H.M Rongsai High School, P.O-Jurigaon"
5661,Nalbari,Tihu,THU/SE/003,H.M. HARIBHANGA GIRLS' H.S.
5662,Nagaon,Hojai,HOJ/SWD/004,"CDPO, ICDS PROJECT, JUGIJAN"
5663,Goalpara,Goalpara,GLP/SE/007,H.M. BATABARI HIGH SCHOOL
5664,Guwahati,Rangia,RAN/ES/001,"SUD-DIV. STATISTICAL OFFICER, RANGIA"
5665,North Lakhimpur,Dhakuwakhana,DKK/SE/061,H.M. KATHALPARA HIGH SCHOOL
5666,Barpeta,Barpeta,BRT/SE/176,"SUPDT. BORDOLONI SASRA SR. MADRASSA, P.O- MONDIA"
5667,North Lakhimpur,Bihpuria,BIH/SE/082,HEAD MASTER BANDERDEWA HIGH SCHOOL
5668,Barpeta,Pathsala,PSL/SE/051,H.M. PUTHIMARI AMBIKAGIRI HIGH SCHOOL
5669,Silchar,Cachar,CAC/JUD/012,"PRICIPAL JUDGE ,FAMILY COURT, CACHAR ,SILCHAR"
5670,Amingaon,"Kamrup,Amingaon",AKM/SE/209,HM.CHAMARIA HIGH SCHOOL
5671,Tezpur,Sonitpur,SON/SE/006,H.M. NAGSHANKAR HIGH SCHOOL
5672,North Lakhimpur,Dhakuwakhana,DKK/SE/005,H.M. GHILAMORA PUBLIC  HIGH SCHOOL
5673,Golaghat,Sarupathar,SRP/SE/015,H.M. TENGAHULA HIGH SCHOOL
5674,Marigaon,Marigaon,MRG/SE/025,"HM JAPARI SECONDARY SCHOOL,P.O.-TAPTOLA"
5675,Tezpur,Sonitpur,SON/SE/037,H.M.BIHAGURI GIRLS HIGH SCHOOL
5676,Kokrajarh,Gossaigaon,GOS/IGR/001,"SUB- REGISTRAR, GOSSAIGAON"
5677,Silchar,Cachar,CAC/COP/002,"DY.REGISTRAR OF CO-OP. SOCIEY,SILCHAR"
5678,Guwahati,Dispur,DIS/SE/028,"PRINCIPAL, DISPUR GOVT HIGHER SECONDARY SCHOOL."
5679,Dhemaji,Dhemaji,DMJ/SE/048,HEAD MASTER JIADHAL. HIGH SCHOOL
5680,Amingaon,"Kamrup,Amingaon",AKM/SE/217,HM.GUMI HIGH SCHOOL GUMI
5681,Silchar,Cachar,CAC/FC/002,"S.E. WATER RESOURCE CIRCLE, SILCHAR"
5682,Tinsukia,Tinsukia,TSK/HE/037,"HINDI VIDYALAYA H.E,H.M. MAKUM"
5683,Tezpur,Sonitpur,SON/SE/015,H.M.DEKARGAON HIGH SCHOOL
5684,Guwahati,Kamrup Metro,KAM/HAS/001,DIR.HISTORICAL AND ANT.STUDIES
5685,Tinsukia,Tinsukia,TSK/AUD/002,ASST. DIRECTOR AUDIT (LF)  TINSUKIA
5686,North Lakhimpur,Dhakuwakhana,DKK/SE/097,H.M. MADHABDEV HIGH SCHOOL
5687,North Lakhimpur,Dhakuwakhana,DKK/SE/029,H.M. DAKHIN CHARIKARIA  TRIBAL HIGH SCHOOL
5688,Amingaon,"Kamrup,Amingaon",AKM/SE/233,HM. BEZARA ANCHALIK HIGH SCHOOL
5689,Golaghat,Golaghat,GT/SE/025,H.M. CHINATOLI H.S.
5690,Nagaon,Nagaon,NAG/HE/021,"PRINCIPAL, BORPATHARI BAPUJI   H  S  SCHOOL"
5691,Nagaon,Nagaon,NAG/RD/009,B. D.  O.  BARAHAMPUR  DEV.  BLOCK
5692,Tezpur,Sonitpur,SON/SE/008,H.M.OMEO DAS HIGH SCHOOL
5693,Marigaon,Marigaon,MRG/SE/024,"HM SAHARIAGAON AD. SECONDARY SCHOOL,P.O.-SAHARIAGAON"
5694,Nalbari,Belsar,BEL/SE/049,PRINCIPAL PERADHARA H.S.S.
5695,Barpeta,Barpeta,BRT/SE/158,"HEAD MASTER, JOGIRPAM NABAJYOTI HIGH SCHOOL,"
5696,Bongaigaon,Bongaigaon,BNG/HS/004,INSURANCE MEDICAL OFFICER IC ESI SCHEME DISPENCARYBONGAIGAON
5697,Guwahati,Dispur,DIS/ARC/001,DIRECTOR OF ARCHIVES
5698,Dhubri,Dhubri,DBR/SE/046,H.M. BAHIRSALMARA JANATA HIGH SCHOOL
5699,Karimganj,R. K. Nagar,RKN/SE/006,PRIN. CHARGOLA VALLEY PUBLIC H.S. SCHOOL
5700,Guwahati,Kamrup Metro,KAM/SE/238,HM.GUWAHATI REFINERY HIGH SCHOOL.
5701,Tezpur,Sonitpur,SON/TCP/001,"DEPUTY DIRECTOR TOWN COUNTRY PLANNING, TEZPUR"
5702,Marigaon,Marigaon,MRG/SE/021,"HM AUGURIPAM JANAJATI SECONDARY SCHOOL,P.O-KHALIHAMATI PATHAR"
5703,Nagaon,Hojai,HOJ/IPR/001,"SUB-DIV INFORMATION &PUB.RELA.OFFICER, HOJAI"
5704,Hailakandi,Hailakandi,HKD/ELE/001,"ELECTION OFFICER, HAILAKANDI"
5705,Barpeta,Barpeta,BRT/SE/114,SUPDT. HILAPAKARI HIGH MADRASSA
5706,Mangaldai,Udalguri,UDG/SWD/003,"CDPO, ICDS PROJECT, MAZBAT"
5707,Karimganj,Karimganj,KAR/SE/059,"SUPDT. TALTALA SR. MADRASSA, P.O. - JANKALAYAN"
5708,North Lakhimpur,Bihpuria,BIH/SE/149,"HEAD MASTER,SANKARDEVA ADARSHA VIDYAPEETH HIGHSCHHOL"
5709,Tinsukia,Tinsukia,TSK/HE/036,H.M. BORDIRAK HIGH SCHOL
5710,Barpeta,Barpeta,BRT/HE/002,"PRINCIPAL,B.H.COLLEGE,HOWLY"
5711,Golaghat,Dergaon,DER/SE/041,"HEAD MASTER, SITAL POTHER HIGH SCHOOL, PO SITALPOTHER"
5712,Barpeta,Barpeta,BRT/SWD/003,"C.D.P.O. , BARPETA"
5713,Guwahati,Dispur,DIS/HE/003,"PRINCIPAL, DISPUR COLLEGE"
5714,Amingaon,"Kamrup,Amingaon",AKM/SE/170,DALIBARI HIGH SCHOOL
5715,Bongaigaon,Bongaigaon,BNG/PDD/001,DC (ADC) BONGAIGAON
5716,Nagaon,Nagaon,NAG/SWD/010,"C. D. P. O., LAOKHOWA"
5717,Nalbari,Nalbari,NLB/SYW/001,"DISTRICT SPORTS OFFICER , NALBARI"
5718,Guwahati,Kamrup Metro,KAM/ARC/001,"DIRECTOR OF ARCHOLOGY .ASSAM,GHY"
5719,Goalpara,Goalpara,GLP/SE/041,H.M. LAKHIPUR GIRLS' HIGH SCHOOL
5720,Amingaon,"Kamrup,Amingaon",AKM/ELE/001,DY. COMMISSIONER (ELECTION OFFICER) KAMRUP
5721,Guwahati,New-Guwahati,NGT/LED/004,"SR. INSPECTOR OF FACTORIES,"
5722,Mangaldai,Darrang,DAR/HE/009,"PRINCIPAL, MANGALDAI COMMERCE COLLEGE , MANGALDAI"
5723,Jorhat,Jorhat,JOR/HE/043,H.M.BALYABHWAN H.S.
5724,Goalpara,Goalpara,GLP/LRS/007,"CIRCLE OFFICER,MATIA"
5725,Sivasagar,Sivasagar,SVS/PDD/001,"PROJECT DIRECTOR ITDP,SIVASAGAR"
5726,Hamren,Hamren,HAM/LED/001,"LABOUR OFFICER, HAMREN"
5727,Silchar,Cachar,CAC/LM/001,"ASSTT. CONTROLLER OF LEGAL METROLOGY, SILCHAR"
5728,Nalbari,Nalbari,NLB/DD/001,"DY. DIR. DAIRY DEVELOPMENT OFFICER, NALBARI"
5729,Silchar,Cachar,CAC/ELE/001,"ELECTION OFFICER, SILCHAR"
5730,Mangaldai,Darrang,DAR/HG/001,"DISTRICT COMMANDANT HOME GUARD,MANGALDAI"
5731,Karimganj,Karimganj,KAR/SE/020,H.M. LATU HIGH SCHOOL
5732,Mangaldai,Udalguri,UDG/JUD/003,"DISTRICT & SESSION JUDGE , UDALGURI"
5733,Barpeta,Barpeta,BRT/SE/115,SUPDT. DHAKUA HIGH MADRASSA
5734,Biswanath Chariali,Biswanath Chariali BIS/SE/017,,H.M. BORGANG H.S.
5735,Amingaon,"Kamrup,Amingaon",AKM/SE/159,HM.CHAMPUPARA HIGH SCHOOL
5736,Dhemaji,Dhemaji,DMJ/SE/027,HEAD MASTER MACHKHOWA BEGANAGURAH  HIGH SCHOOL
5737,Amingaon,"Kamrup,Amingaon",AKM/SE/187,HM.BONDAPARA ANC.HIGH SCGHOOL
5738,Amingaon,"Kamrup,Amingaon",AKM/HE/067,PRIN SARAIGHAT COLLAGE
5739,Nalbari,Belsar,BEL/SE/016,"H.M. MILAN H.S. , PANIGAON"
5740,Nagaon,Hojai,HOJ/SE/029,"HEADMASTER, SANKARDEV NAGAR HIGH SCHOOL,"
5741,Dibrugarh,Dibrugarh,DIB/HE/053,H.M. GRAHAM BAZER BOYS HIGH SCHOOL
5742,Mangaldai,Darrang,DAR/SE/149,"H.M Haldha High School, P.O-Haldha"
5743,Nalbari,Nalbari,NLB/SE/020,H.M. BANBHAG KHATA DISHARI H.S.
5744,Karimganj,R. K. Nagar,RKN/SE/024,"HEAD MUDARRIS IMDADULLAH PRE- SR. MADRASSA, P.O. -RATABARI"
5745,North Lakhimpur,Bihpuria,BIH/LRS/001,"CIRCLE OFFICER,BIHPURIA"
5746,Silchar,Lakhipur,LKH/HE/067,"H.M. UNION HIGH SCHOOL, FULERTAL"
5747,Sivasagar,Sonari,SNR/SE/008,PRIN. MAHMORA DEEPLING H S SCHOOL
5748,Dibrugarh,Dibrugarh,DIB/LED/004,"SR. INSPECTOR OF FACTORIES, DIBRUGARH"
5749,Goalpara,Goalpara,GLP/PRD/007,"B.D.O. KRISHNAI DEVELOPEMWNT BLOCK , KRISHNAI"
5750,Nagaon,Hojai,HOJ/SE/012,"HM NABAKALPA PATHSALA HS,P.O.-HOJAI"
5751,Dhemaji,Dhemaji,DMJ/SE/003,"PRINCIPAL, SILAPATHER RESIDENTIAL HIGHER SECONDARY"
5752,Nagaon,Kaliabor,KLB/SE/002,H.M. KOWARITOL HIGH SCHOOL
5753,Tinsukia,Chapakhuwa,CPK/IPR/001,"SUB-DIV.INFOR &PUB.RELA.OFFICER, SADIYA"
5754,Barpeta,Barpeta,BRT/SE/183,"HEAD MUDARRIS DAHSHIN DHAKALIAPARA JOGIRPAM PRE.SR. MAD.,P.O-DABALIAPARA"
5755,Hailakandi,Hailakandi,HKD/LRS/001,"SR. ASTT.SETTLEMENT OFFICER, HAILAKANDI"
5756,Dibrugarh,Dibrugarh,DIB/TAX/002,"SUPDT. OF TAXES, RECOVERY DIBRUGARH"
5757,Nagaon,Hojai,HOJ/HE/042,PRIN. BHALUKMARI H.S. SCHOOL
5758,Tinsukia,Tinsukia,TSK/SE/007,"HEAD MASTER, NAVAJAGRITEE HE SCHOOL, PO- MONKHOLI"
5759,Guwahati,Rangia,RAN/SE/033,"HEAD MASTER,ADHYAKSHA HEM BARUAH  HIGH SCHOOL"
5760,Dhemaji,Dhemaji,DMJ/FOR/001,"DIVISIONAL FOREST OFFICER, DHEMAJI"
5761,Karimganj,Karimganj,KAR/SE/054,"SUPDT. KATHALTALI SR. MADRASSA, P.O. - KATHALTALI"
5762,Karimganj,R. K. Nagar,RKN/SE/002,H.M. BARUALA HIGH SCHOOL
5763,Barpeta,Barpeta,BRT/SE/095,H.M. DIGHIR PAM H.S.
5764,Amingaon,"Kamrup,Amingaon",AKM/TRA/001,"DISTRICT TRANSPORT OFFICE, KAMRUP,AMINGAON"
5765,Jorhat,Jorhat,JOR/IGR/001,SUB-REG.JORHAT
5766,Tinsukia,Chapakhuwa,CPK/JUD/001,"SUB-DIV. JUDICIAL MEGISTRATE, SADIYA"
5767,Marigaon,Marigaon,MRG/IMD/002,"THE MEMBERS, FOREIGNERS TRIBUNAL (2ND PART)MORIGAON. ASSAM."
5768,North Lakhimpur,Bihpuria,BIH/SE/002,"PRINCIPAL,ANIRUDHADEV BANHGORAH H.S.SCHOOL"
5769,Dhemaji,Dhemaji,DMJ/SE/072,"HM KAKATI BLOCK H. S., P.O- GUTONG"
5770,Guwahati,Rangia,RAN/HE/016,H.M. PUB RANGIA HIGH SCHOOL
5771,North Lakhimpur,Bihpuria,BIH/SE/017,HEAD MASTER BORBALI HIGH SCHOOL
5772,Hailakandi,Hailakandi,HKD/AGR/001,"ASSTT. EX.ENGR. (AGRI), HAILAKANDI"
5773,North Lakhimpur,Dhakuwakhana,DKK/SE/111,H.M. AVONORI RUAD HIGH SCHOOL
5774,Sivasagar,Sonari,SNR/SE/012,PRIN. CHALAPALI VIDYALAYA
5775,Hailakandi,Hailakandi,HKD/SYW/001,"DISTRICT SPORTS OFFICER,HAILAKANDI"
5776,North Lakhimpur,Lakhimpur,LKM/HE/004,PRINCIPAL LAKHIMPUR KENDRIYA COLLEGE
5777,Golaghat,Golaghat,GT/SE/070,"PRINCIPAL, MARANGI MAHAVIDYALAYA(JR) PO- DOIGRONG"
5778,Karimganj,Karimganj,KAR/PWR/002,"EX. ENGR. PWD. STATE ROADS DIV, KARIMGANJ"
5779,Marigaon,Marigaon,MRG/EE/001,DIST.ELEMENTARY EDUCATION OFFICER
5780,Biswanath Chariali,Biswanath Chariali BIS/SE/030,,"SUPDT. MRA SR. MADRASSA,P.O.-BORIGAON"
5781,North Lakhimpur,Bihpuria,BIH/TAX/001,"SUPERINTENDENT OF TAXES,NARAYANPUR"
5782,Barpeta,Barpeta,BRT/SWD/009,"C.D.P.O. , PAKABETBARI"
5783,Barpeta,Pathsala,PSL/SE/052,H.M. HATHINAPUR VIDYAMANDIR HIGH SCHOOL
5784,North Lakhimpur,Lakhimpur,LKM/SE/009,PRINCIPAL LAKHIMPUR GIRLS H.S.SCHOOL
5785,Tezpur,Rangapara,RGP/SE/012,"HEADMASTER,UTTAR MISSAMARI HIGH SCHOOL"
5786,Jorhat,Jorhat,JOR/IND/003,ADDL.DIR INDUSTRIES UPPER ASSAM
5787,Dhubri,Dhubri,DBR/SE/187,"HEAD MUDARRIS YUSUFIA PRE- SR. MADRASSA , P.O. -CHARALCHIRA"
5788,Nalbari,Belsar,BEL/SE/038,H.M. DAULASAL H.S.
5789,Barpeta,Barpeta,BRT/SE/241,"SUPERINTENDENT,B.G.AZZIRAN NESSA HIGH MADRASSA"
5790,Silchar,New-Silchar,NSL/SE/054,"H M, HAZI MOZAID ALI RURAL HIGH SCHOOL"
5791,Mangaldai,Darrang,DAR/SE/178,PRINCIPAL BORNOI JR.. COLLEGE P.O DUMNICHOWKI
5792,Mangaldai,Darrang,DAR/HE/003,"PRINCIPAL, SIPAJHAR COLLEGE, SIPAJHAR"
5793,Silchar,Lakhipur,LKH/HE/072,"H.M. RUPAIBALI C.R. HIGH SCHOOL, HAZARIGRAM"
5794,Marigaon,Marigaon,MRG/PRD/005,"BDO, LAHARIGHT"
5795,Guwahati,Rangia,RAN/HE/040,H.M. GARPOT  BAPUJI HIGH SCHOOL
5796,Sivasagar,Sivasagar,SVS/LRS/004,"CIRCLE OFFICER,SIVASAGAR(SADAR)"
5797,Tezpur,Sonitpur,SON/HE/011,PRINCIPAL  LOKAPRIYA GOPINATH BORDOLOI GIRLS'COLLEGE
5798,Sivasagar,Nazira,NZR/SE/030,"H.M. BARUAPUKHURI HIGH SCHOOL,P.O.-CHARAIMARIA"
5799,Marigaon,Marigaon,MRG/SE/033,"SUPDT. DANDUA HIGH MADRASSA,P.O.-NIZ-DANDUA"
5800,Garmur,Garamur,GAR/SE/035,H.M. MADHYA AHTGURI HIGH SCHOOL
5801,Dhemaji,Dhemaji,DMJ/SE/110,HM BHEBELI ADARSHA H.S.P.O- SISSIBORGAON
5802,Hatsingimari,Hat Singimari,HAT/SE/173,"H.M NABADIP HIGH SCHOOL, P.O-KAKORDANGA"
5803,Nagaon,Hojai,HOJ/HE/047,SUPDT. MATLA-UL-ULUM SR. MADRASSA
5804,Sivasagar,Sivasagar,SVS/SE/061,HM HORIPARAGHAT HS
5805,Nalbari,Nalbari,NLB/IRR/002,SUPDT. ENGR. N.K. CIRCLE ( IRRIGATION)
5806,Dhemaji,Dhemaji,DMJ/SE/114,"HM BORCHAPORI TRIBAL H;.S.,P.O- PIPALGURI"
5807,North Lakhimpur,Lakhimpur,LKM/SE/055,HEAD MASTER AVANORI JANAJATI HIGH SCHOOL
5808,Guwahati,Kamrup Metro,KAM/HE/056,PRIN R.G. BARUAH COLLAGE GUWAHATI-25
5809,Tezpur,Sonitpur,SON/SE/072,HM/SECY.RASTRAVASHA BIDYAPITH DHEKIAJULI
5810,Silchar,Cachar,CAC/HE/066,"H.M. TARAPUR GIRLS HIGH SCHOOL, SILCHAR"
5811,Mangaldai,Darrang,DAR/SE/118,"H.M MOUSITHA HIGH SCHOOL, P.O - SHYAMTILA (DHULA)"
5812,Tezpur,Gohpur,GAH/SE/040,"HEAD MASTER, RAMANANDA DEV GIRLS HIGH SCHOOL"
5813,Mangaldai,Darrang,DAR/LRS/005,"CIRCLE OFFICER,SIPAJHAR"
5814,nan,"Kamrup,Amingao",,"HEAD MASTER,KOKJHAR SRI MAHENDRA CHOUDHURY HIGH"
5815,Amingaon,n,AKM/SE/376,SCHOOL
5816,Nalbari,Belsar,BEL/SE/052,"HEADMASTER BAMUNBARI H.S., P.O-BAMUNBARI"
5817,Jorhat,Jorhat,JOR/SE/041,"SUPERINTENDENT,JORHAT HIGH MADRASSA"
5818,Dhubri,Dhubri,DBR/SE/064,H.M. MAHESH CHANDRA ACADEMY HIGH SCHOOL
5819,Tezpur,Gohpur,GAH/FCS/001,"(SUPDT. OF FOOD & CIVIL SUPPLY, GOHPUR)"
5820,Sivasagar,Nazira,NZR/GAD/001,SDO (CIVIL) NAZIRA
5821,Hailakandi,Hailakandi,HKD/SE/019,"SUPDT. MOHAMMADIA SR. MADRASSA, P.O. - NITAINAGAR"
5822,Marigaon,Marigaon,MRG/SE/010,"HM MADHYA MAYONG SECONDARY SCHOOL,P.O-RAJAMAYONG"
5823,Nagaon,Nagaon,NAG/HE/008,H/M  ANANTA   KANDALI    H   SCHOOL
5824,Mangaldai,Darrang,DAR/TRA/001,"DISTRICT TRANSPORT OFFICER,DARRANG. GHY."
5825,Diphu,Diphu,DPU/PHE/003,"EX. ENGR. PHE RURAL WATER SUPPLY, DIPHU"
5826,Nagaon,Hojai,HOJ/HE/026,H.M. KOMORAKATA HIGH SCHOOL
5827,Jorhat,Jorhat,JOR/ES/002,CHIEF OF DIV.ZONAL FIELD UNITM&E
5828,Guwahati,Kamrup Metro,KAM/HE/046,PRIN ARYA VIDYAPITH COLLEGE
5829,Bongaigaon,Abhayapuri,ABH/SE/040,"HEAD MUDARRIS,TAPATTARY NEW PIRADHARA PRE SR.MADRASSA, PO- PIRADHARA"
5830,Tezpur,Sonitpur,SON/SE/047,H.M.RABINDRA NATH BIDYABHAWAN H.S.
5831,Nagaon,Nagaon,NAG/HE/065,"H/M, KAMPUR   GIRLS  H/S"
5832,Tezpur,Sonitpur,SON/PWB/003,"EE PWD ELECTRICAL DIVISION, TEZPUR"
5833,Sivasagar,Sivasagar,SVS/HE/011,PRINCIPAL PATSAKU JR. COLLEGE
5834,Marigaon,Marigaon,MRG/LED/001,"ASSTT.LABOUR COMMISSIONER, MORIGAON"
5835,Bongaigaon,Bongaigaon,BNG/AGR/004,"SUPERINTENDING Eng. (AGRI), Bongaigaon"
5836,Nagaon,Nagaon,NAG/HE/031,"H/M, BATABARI  U  C  DEKA   H SCHOOL"
5837,Mangaldai,Darrang,DAR/SE/056,PACHIM MANGALDAI High School
5838,Barpeta,Pathsala,PSL/SE/076,PRINCIPAL PATACHARKUCHI VIDYAPITH H.S.S.
5839,Hailakandi,Hailakandi,HKD/SE/049,"HEAD MUDARRIS MODEL PRE- SR. MADRASSA, P.O. -NITAINAGAR"
5840,Hailakandi,Hailakandi,HKD/TAX/001,"SUPDT. OF TAXES, HAILAKANDI"
5841,Marigaon,Marigaon,MRG/LRS/003,"CIRCLE OFFICER,MAYONG"
5842,Bongaigaon,Abhayapuri,ABH/SE/019,"H.M. BAPUJI HIGH SCHOOL, ABHAYAPURI"
5843,Golaghat,Golaghat,GT/AGR/001,"ASST. EX. ENGR. AGRICULTURE, GOLAGHAT"
5844,Kokrajarh,Kokrajhar,KKJ/PHE/003,"E.E. P.H.E. KOKRAJHAR DIVISION-2 , BASUGAON"
5845,Nagaon,Nagaon,NAG/LRS/004,"CIRCLE OFFICER,NAGAON(SADAR)"
5846,Nagaon,Hojai,HOJ/HE/002,H.M. DAKSHIN LUMDING VIDYANEKAN H.S
5847,North Lakhimpur,Bihpuria,BIH/SE/113,HEAD MASTER DIHIRI HIGH SCHOOL
5848,Jorhat,Jorhat,JOR/HE/033,H.M.POLY TECH.H.S.
5849,Golaghat,Golaghat,GT/SE/075,"HEAD MASTER, JNYANDIP HIGH SCHOOL"
5850,Sivasagar,Sivasagar,SVS/SE/157,"HEADMASTER,BAGHDHARA PUKHURI HIGH SCHOOL"
5851,Dhubri,Dhubri,DBR/EXI/001,"SUPDT. OF EXCISE, DHUBRI"
5852,Jorhat,Jorhat,JOR/AHV/004,MGR. POULTRY FIRM
5853,Dibrugarh,Dibrugarh,DIB/SWD/006,"CDPO, ICDS, LAHOWAL, DIBRUGARH"
5854,Dhubri,Bilasipara,BIL/SE/041,"H.M MAYERCHAR HIGH SCHOOL, P.O-NAYERALGA"
5855,Hailakandi,Hailakandi,HKD/HS/002,"CHIEF MEDICAL & HEALTH OFFICER, HAILAKANDI"
5856,North Lakhimpur,Bihpuria,BIH/SE/007,"PRINCIPAL,GOHAIN KAMALHIGHER SECONDARY SCHOOL"
5857,Dhubri,Dhubri,DBR/FIS/001,"DIST.FISHERY DEV. OFFICER, DHUBRI"
5858,Dhubri,Dhubri,DBR/SWD/015,"CDPO, ICDS PROJECT, GOLOKGANJ"
5859,Hailakandi,Hailakandi,HKD/SE/035,"HEAD MUDARRIS RAHMANIA PRE- SR. MADRASSA, P.O. -KALIBARI BAZAR"
5860,Dibrugarh,Dibrugarh,DIB/HE/062,H.M. LAHOWAL HIGH SCHOOL
5861,Tinsukia,Tinsukia,TSK/SE/005,"HEAD MASTER, BORHOLLONG HIGH SCHOOL, PO-BORHOLLONG"
5862,Garmur,Garamur,GAR/SE/004,PRIN. JONAKI CHAMAHIYAATI H S SCHOOL
5863,Garmur,Garamur,GAR/SE/038,AUNIATI SATUSPADI SANSKRIT TOL
5864,Golaghat,Sarupathar,SRP/SE/013,H.M. KUSHAL KONWAR HIGH SCHOOL
5865,Tinsukia,Margherita,MGR/LRS/002,"CIRCLE OFFICER,MARGHERITA"
5866,Nalbari,Belsar,BEL/SE/019,H.M. GOALPARA HIGH SCHOOL
5867,Silchar,Lakhipur,LKH/SE/023,HM CHHOTAMAMDA HINDI HIGH SCHOOL
5868,Jorhat,Jorhat,JOR/HE/112,H.M.SOROJONI GIRLS H.S.
5869,Guwahati,New-Guwahati,NGT/SWD/002,SUBDIVISIONAL WELFARE OFFICER
5870,Nagaon,Hojai,HOJ/HE/003,H.M. PADUMPUKHURI HIGH SCHOOL
5871,Dhubri,Dhubri,DBR/SE/072,H.M. NABABHARAT PATHSALA HIGH SCHOOL
5872,Marigaon,Marigaon,MRG/SE/013,"HM SILCHANG SECONDARY SCHOOL,P.O-SILCHANG"
5873,Silchar,Cachar,CAC/SE/039,"HEAD MUDARRIS, DUDPUR PRE- SR.MADRASSA, P.O. -DAUDPUR"
5874,Hailakandi,Hailakandi,HKD/SE/009,"H.M. S.K. DEB HIGH SCHOOL,SERISPORE TE"
5875,Marigaon,Marigaon,MRG/SE/048,"HEADMASTER,BISHNUJYOTI HIGH SCHOOL"
5876,Nagaon,Nagaon,NAG/HE/077,"H/M, KALIADINGA   H/S"
5877,Jorhat,Jorhat,JOR/PRI/004,DEPUTY INSP. GENERAL OF PRSION(RANGE JORHAT)
5878,Sivasagar,Nazira,NZR/SE/039,"SUPDT MADINATUL ULUM SR. MADRASSA,P.O.-NAZIRA"
5879,Marigaon,Marigaon,MRG/HE/026,HEAD MASTER DUNGABARI H S
5880,Kokrajarh,Kokrajhar,KKJ/FC/001,"EX. ENGINEER, WATER RESOURCE DIVISION, KOKRAJHAR"
5881,Sivasagar,Sivasagar,SVS/SE/054,HM DESANGSUKANPUKHURI HS
5882,Amingaon,"Kamrup,Amingaon",AKM/SE/231,HM.ATHIABARI BONMOJA HIGH SCHOOL
5883,Dhubri,Bilasipara,BIL/FCS/001,"SUPDT.OFFOODANDCIVILSUPPLIES,BILASIPARA"
