"Sl No HEAD OFFICE",TREASURY NAME,TREASURY CODE,DDO NAME
1 Nalbari,Nalbari,NLB/GAD/002,"S.D.O. , NALBARI (SADAR)"
2 Jorhat,Jorhat,JOR/EE/004,BEEO N/W BLOCK
3 Sivasagar,Sivasagar,SVS/JUD/001,"DISTRICT  & SESSION JUDGE,SIVASAGAR"
4 Sivasagar,Sivasagar,SVS/ARC/001,"DIST. ARCHOLOGY DEPTT., SIVASAGAR"
5 Jorhat,Jorhat,JOR/EE/006,BEEO JORHAT BLOCK
6 Hailakandi,Hailakandi,HKD/EE/003,"BEEO, HAILAKANDI"
7 Hailakandi,Hailakandi,HKD/HE/016,PRIN. CHALMERS H.S. SCHOOL
8 Silchar,Cachar,CAC/FC/004,EX. ENGR. MECHANICAL (WT) DIV. SILCHAR
9 Nagaon,Nagaon,NAG/LRS/006,"CIRCLE OFFICER,RUPAHI"
10 Jorhat,Jorhat,JOR/SWD/001,DIST.SOCIAL WELFARE OFFICER
11 North Lakhimpur,Lakhimpur,LKM/SE/043,HEAD MASTER LOHIT KHABOLI HIGH SCHOOL
12 Nagaon,Nagaon,NAG/EE/004,"B  E   E  O,   KATHIATOLI"
13 Kokrajarh,Kokrajhar,KKJ/AAT/001,"TREASURY OFFICER , KOKRAJHAR"
14 North Lakhimpur,Dhakuwakhana,DKK/SE/035,H.M. BORDOIBAM  HIGH SCHOOL
15 Sivasagar,Sonari,SNR/SE/002,PRIN. MATHURAPUR H S SCHOOL
16 Dibrugarh,Dibrugarh,DIB/SE/022,PRIN. MDK GIRLS COLLEGE DIBRUGARH
17 Jorhat,Jorhat,JOR/SWD/011,"CDPO,ICDS CELENGHAT,JORHAT"
18 Golaghat,Golaghat,GT/EE/003,"BEEO, EAST BLOCK, GOLAGHAT"
19 Dibrugarh,Naharkatia,NHK/HE/035,THE PRINCIPAL NAMRUP COLLEGE
20 Jorhat,Titabar,TIT/SE/042,"HM KUNDAR GAON H.S. , P.O.-JALIKANIBARI"
21 Kokrajarh,Kokrajhar,KKJ/SWD/003,"C.D.P.O., KOKRAJHAR I.C.D.S. PROJECT,KOKRAJHAR"
,"Kamrup,Amingao",,
22 Amingaon,n,AKM/SE/371,HEAD MASTER.UPPERDANI HIGH SCHOOL
