Relief_Distribution_Salt_In_Q,object_id
0.0,18-300-00101
0.0,18-300-00103
0.0,18-300-00104
0.0,18-300-00105
0.0,18-301-00109
0.0,18-301-00114
0.0,18-307-00141
0.0,18-309-00155
3.47,18-310-00160
0.0,18-311-00168
0.0,18-315-00181
0.0,18-316-00184
0.0,18-316-00185
0.0,18-316-00186
0.0,18-316-00187
0.0,18-316-00188
0.0,18-317-00191
0.0,18-317-00192
0.0,18-317-00193
0.0,18-319-00200
0.0,18-324-00233
0.0,18-326-00246
0.0,18-755-00248
0.0,18-756-00250
0.0,18-757-00252
0.0,18-326-00268
0.0,18-755-00278
0.0,18-755-00279
