gp_code,village_code,object_id,revenue_ci,net_sown_area_in_hac,total_hhd,availablility_hours_of_domestic_electricity,availability_of_telephone_services,total_hhd_having_piped_water_connection,total_hhd_not_having_sanitary_latrines
105815,299145,18-316-00185,Silchar,0.0,680,2,2,0,1
253413,304247,18-324-00233,Jalah (Pt),30.0,241,3,2,0,50
261148,302021,18-320-00205,Bengtal,165.0,483,3,2,0,3
106139,280913,18-301-00112,Dhubri (Pt),20.0,548,3,2,0,460
261148,302037,18-320-00205,Bengtal,30.0,66,4,4,0,20
253664,301816,18-320-00203,Kokrajhar (Pt),10.0,310,3,2,0,20
105834,299066,18-316-00184,Katigora,50.0,170,3,2,40,58
253664,301818,18-320-00203,Kokrajhar (Pt),3.0,107,3,2,0,20
253664,301815,18-320-00203,Kokrajhar (Pt),30.0,230,3,2,0,7
253664,301813,18-320-00203,Kokrajhar (Pt),12.2,111,3,2,0,28
105837,299017,18-316-00184,Katigora,40.0,18,2,2,0,8
106139,280904,18-301-00112,Dhubri (Pt),30.0,200,3,2,0,30
105815,299859,18-316-00185,Silchar,0.0,32,4,1,0,1
253664,301811,18-320-00203,Kokrajhar (Pt),5.0,147,3,2,0,2
106314,291521,18-310-00159,Dibrugarh East,100.0,125,3,2,0,15
106139,280906,18-301-00112,Dhubri (Pt),295.0,439,3,2,0,180
106555,301128,18-318-00197,Katlichara,5.0,353,4,2,0,300
105868,299338,18-316-00187,Sonai,50.0,768,3,2,0,17
105815,299133,18-316-00185,Silchar,0.0,196,2,2,0,2
257798,295374,18-305-00136,Kampur,0.0,21,2,2,0,20
105867,299622,18-316-00187,Sonai,50.0,467,3,2,0,7
253606,305990,18-326-00247,Mazbat,20.0,225,3,2,0,8
105868,299339,18-316-00187,Sonai,30.0,595,3,3,0,132
253664,301812,18-320-00203,Kokrajhar (Pt),5.0,169,3,2,0,12
257822,297754,18-314-00179,Silonijan,1.0,17,3,2,0,10
106729,303003,18-321-00214,Chamaria,2.47,584,3,2,0,10
106729,303004,18-321-00214,Chamaria,20.0,945,3,2,0,10
272767,298289,18-315-00181,Haflong,6.0,8,1,4,0,5
257810,297207,18-314-00275,Phuloni,8.0,21,1,2,0,20
106958,288376,18-307-00146,Dhakuakhana (Pt-I),19.0,245,2,4,0,76
253664,301808,18-320-00203,Kokrajhar (Pt),20.0,109,3,2,8,11
272767,298332,18-315-00181,Haflong,20.0,20,1,4,0,11
257798,295427,18-305-00136,Kampur,0.0,211,4,2,0,20
106392,281915,18-302-00115,Lakhipur,20.0,49,5,2,0,12
261149,302022,18-320-00206,Sidli (Pt),60.0,500,3,2,0,40
107601,287032,18-756-00250,Helem,70.86,125,3,2,12,65
105826,299052,18-316-00184,Katigora,30.0,430,3,2,80,80
253604,305986,18-326-00246,Udalguri,8.0,129,5,2,0,85
105825,299115,18-316-00184,Katigora,80.0,571,3,2,208,40
106960,288289,18-308-00150,Dhemaji,50.0,198,2,4,0,35
106961,288410,18-307-00146,Dhakuakhana (Pt-I),164.0,119,5,2,0,50
105868,299352,18-316-00187,Sonai,1.0,55,2,2,0,1
106960,288292,18-308-00150,Dhemaji,70.56,36,2,4,0,10
106142,281666,18-758-00257,Mankachar,100.0,169,2,2,0,70
107611,287034,18-756-00250,Helem,2.47,194,3,2,0,10
106035,289100,18-308-00151,Sissibargaon,25.0,183,3,2,0,1
106392,281912,18-302-00115,Lakhipur,25.0,93,5,2,0,1
106392,281927,18-302-00115,Lakhipur,28.0,53,5,2,0,25
106049,908036,18-308-00153,Gogamukh,2.0,8,5,4,0,1
106047,289733,18-308-00153,Gogamukh,852.0,111,3,2,0,43
257798,295444,18-305-00136,Kampur,0.0,7,5,3,0,5
257798,295351,18-305-00136,Kampur,0.0,74,2,2,0,16
105872,299674,18-316-00187,Sonai,50.0,250,5,2,0,1
257810,297395,18-314-00275,Phuloni,17.0,156,1,2,0,23
253603,306036,18-326-00247,Mazbat,10.0,199,3,2,0,35
105837,299023,18-316-00184,Katigora,35.0,1938,3,2,150,51
105872,299701,18-316-00185,Silchar,5.0,79,3,2,0,1
106380,282446,18-302-00118,Dudhnai,9.0,115,2,2,8,0
253598,306020,18-326-00247,Mazbat,443.0,145,3,4,0,9
106966,288434,18-307-00146,Dhakuakhana (Pt-I),15.0,75,3,2,0,40
253603,306035,18-326-00247,Mazbat,115.0,359,3,2,0,23
105828,299095,18-316-00184,Katigora,40.0,235,2,3,0,12
253594,306123,18-326-00247,Mazbat,65.0,166,5,2,0,166
106048,289864,18-308-00153,Gogamukh,95.0,165,2,2,0,1
106048,908368,18-308-00153,Gogamukh,1.0,290,2,2,0,1
272757,298328,18-315-00181,Haflong,3.0,48,4,2,0,5
106048,289846,18-308-00153,Gogamukh,10.0,200,2,2,0,3
106268,291931,18-310-00162,Moran,9.0,115,3,2,0,0
106392,281917,18-302-00115,Lakhipur,100.0,205,5,2,0,25
106048,908369,18-308-00153,Gogamukh,100.0,111,2,2,0,1
106048,289845,18-308-00153,Gogamukh,2.0,200,2,2,0,3
106048,908363,18-308-00153,Gogamukh,12.0,85,2,2,0,1
106048,908297,18-308-00153,Gogamukh,15.0,43,2,2,0,2
106048,908362,18-308-00153,Gogamukh,16.0,102,2,2,0,1
106392,281918,18-302-00116,Balijana,8.0,99,5,2,0,2
106392,281913,18-302-00115,Lakhipur,64.0,27,1,2,0,2
106035,288876,18-308-00151,Sissibargaon,55.0,33,4,2,6,30
105829,299026,18-316-00184,Katigora,40.0,205,2,2,15,85
105829,299046,18-316-00184,Katigora,48.0,150,3,2,45,45
106048,908367,18-308-00153,Gogamukh,20.0,54,2,2,0,1
106048,908359,18-308-00153,Gogamukh,1.0,400,2,2,0,400
106048,908361,18-308-00153,Gogamukh,50.0,115,2,2,0,2
272757,298226,18-315-00181,Haflong,1.0,11,5,2,0,5
257821,911369,18-314-00178,Diphu,29.0,336,5,4,0,100
105925,299527,18-316-00187,Sonai,100.39,450,2,2,0,2
257821,296392,18-314-00178,Diphu,82.0,56,3,2,2,5
105971,305096,18-325-00237,Khoirabari (Pt),172.0,252,2,2,0,3
257807,296870,18-314-00275,Phuloni,18.0,140,2,2,0,17
105925,299526,18-316-00187,Sonai,0.0,350,2,3,0,1
105971,305097,18-325-00237,Khoirabari (Pt),80.0,275,2,2,0,5
257807,296840,18-314-00275,Phuloni,10.0,252,4,2,0,8
106375,282343,18-302-00118,Dudhnai,35.0,95,2,4,0,9
257821,296361,18-314-00178,Diphu,30.0,9,1,2,0,5
107600,286980,18-756-00249,Biswanath,12.0,921,1,4,0,4
107601,287026,18-756-00250,Helem,96.26,446,3,2,20,359
105830,298999,18-316-00184,Katigora,80.0,218,3,2,15,11
105830,298995,18-316-00184,Katigora,80.0,197,3,2,25,12
253598,306015,18-326-00247,Mazbat,250.0,305,3,2,0,12
257821,297823,18-314-00178,Diphu,7.0,279,1,2,0,79
107601,287039,18-756-00250,Helem,109.71,120,3,2,12,106
106053,905339,18-308-00150,Dhemaji,13.85,55,2,2,0,2
257807,296857,18-314-00275,Phuloni,40.0,102,1,2,0,50
257807,296882,18-757-00253,Doboka,21.0,65,3,2,0,8
106815,302891,18-321-00212,Chhaygaon,0.0,500,5,4,0,0
106064,288642,18-308-00150,Dhemaji,70.0,85,2,2,0,60
106064,288632,18-308-00150,Dhemaji,25.0,68,5,2,0,10
257807,296903,18-314-00275,Phuloni,11.0,189,3,2,0,11
257821,296661,18-314-00178,Diphu,46.0,35,3,2,0,0
106712,303130,18-321-00216,Boko,198.0,100,3,2,53,15
106712,303131,18-321-00216,Boko,360.0,300,4,2,180,14
257821,297814,18-314-00178,Diphu,30.0,242,2,2,0,59
257807,911403,18-314-00275,Phuloni,2.0,70,3,2,0,38
106048,908365,18-308-00153,Gogamukh,80.0,151,2,2,0,1
257807,296852,18-314-00275,Phuloni,6.0,833,1,2,0,330
106048,289866,18-308-00153,Gogamukh,8.0,85,2,2,0,1
105830,299002,18-316-00184,Katigora,39.5,293,3,2,0,102
106317,291659,18-310-00159,Dibrugarh East,32.0,260,3,2,0,9
106450,294948,18-313-00177,Sarupathar,18.0,185,4,2,23,167
107605,287095,18-756-00250,Helem,300.0,320,3,2,0,1
105837,299040,18-316-00184,Katigora,90.0,71,3,4,25,42
257798,295409,18-305-00136,Kampur,2.47,47,4,4,0,20
106317,291656,18-310-00159,Dibrugarh East,42.0,40,3,2,0,6
107605,287090,18-756-00250,Helem,100.0,394,2,2,0,2
106268,291867,18-310-00162,Moran,0.0,75,3,2,0,5
105836,299072,18-316-00184,Katigora,40.0,806,3,2,0,42
272767,298279,18-315-00181,Haflong,50.0,39,3,2,0,15
105867,299624,18-316-00187,Sonai,100.0,530,3,2,20,9
253690,280159,18-300-00103,Dotoma,28.0,30,2,2,0,10
106729,303013,18-321-00214,Chamaria,0.0,125,3,4,0,60
253664,301920,18-320-00203,Kokrajhar (Pt),4.0,229,3,2,0,4
106729,303007,18-321-00214,Chamaria,20.0,1115,3,2,0,10
253606,305988,18-326-00247,Mazbat,80.0,426,3,2,0,119
107000,287503,18-307-00141,Narayanpur,43.0,239,4,4,0,60
107608,287106,18-756-00250,Helem,20.01,98,2,2,0,10
253606,305989,18-326-00247,Mazbat,10.0,905,3,2,0,0
106958,288356,18-307-00146,Dhakuakhana (Pt-I),9.0,180,2,2,0,18
106081,289459,18-308-00152,Jonai,20.0,63,3,2,0,36
257810,297202,18-314-00275,Phuloni,20.0,32,1,2,0,2
105826,299053,18-316-00184,Katigora,25.0,142,3,2,40,90
106081,289465,18-308-00152,Jonai,5.0,72,3,2,0,3
107610,287121,18-756-00250,Helem,1.52,35,3,4,0,10
257798,295422,18-305-00136,Kampur,0.0,52,3,2,0,20
106054,288591,18-308-00150,Dhemaji,2.0,53,2,2,0,4
253603,306023,18-326-00247,Mazbat,79.88,278,3,2,45,25
257810,296983,18-314-00275,Phuloni,31.0,16,1,2,0,13
105825,299106,18-316-00184,Katigora,80.0,1527,3,2,200,207
106392,281932,18-302-00116,Balijana,15.0,13,5,4,0,1
106960,288290,18-307-00146,Dhakuakhana (Pt-I),35.02,15,2,2,0,8
106392,281931,18-302-00115,Lakhipur,19.0,24,5,2,0,21
106960,288295,18-307-00146,Dhakuakhana (Pt-I),32.0,516,2,4,0,55
106392,281926,18-302-00116,Balijana,20.0,1,5,2,0,1
106960,288287,18-307-00147,Subansiri (Pt-I),30.0,173,2,2,50,20
106960,288293,18-307-00146,Dhakuakhana (Pt-I),47.86,238,2,4,1,25
106142,281665,18-758-00257,Mankachar,73.0,760,1,2,0,120
106392,281928,18-302-00116,Balijana,0.0,1,5,2,0,1
253603,306044,18-326-00247,Mazbat,70.0,160,3,2,0,25
107611,286936,18-756-00250,Helem,2.47,82,3,2,0,30
106961,288389,18-307-00146,Dhakuakhana (Pt-I),1644.0,432,4,2,0,87
272757,298385,18-315-00181,Haflong,1.0,13,5,4,0,0
107611,286954,18-756-00250,Helem,30.0,34,3,2,0,18
106392,281902,18-302-00115,Lakhipur,20.0,14,5,4,0,1
107611,287010,18-756-00250,Helem,25.0,52,3,2,0,30
106392,281900,18-302-00115,Lakhipur,25.0,54,5,2,0,6
257798,295392,18-305-00136,Kampur,2.47,22,2,2,0,20
106379,282427,18-302-00118,Dudhnai,100.0,288,3,2,0,18
257798,295398,18-305-00136,Kampur,0.0,279,3,2,0,10
257798,295417,18-305-00136,Kampur,0.0,142,4,2,0,20
105869,299345,18-316-00187,Sonai,10.0,140,2,4,0,1
106048,289880,18-308-00153,Gogamukh,5.0,56,2,2,0,1
257798,911289,18-305-00136,Kampur,2.47,200,5,2,0,20
257798,295300,18-305-00136,Kampur,0.0,25,5,2,0,20
257798,295412,18-305-00136,Kampur,0.0,31,3,2,0,20
257798,295405,18-305-00136,Kampur,0.0,39,3,2,0,20
253603,306022,18-326-00247,Mazbat,18.0,335,3,2,0,12
106712,303125,18-321-00216,Boko,63.0,225,4,2,1,20
105836,299078,18-316-00184,Katigora,65.0,145,3,2,0,20
253604,305914,18-326-00246,Udalguri,249.9615,564,5,2,0,300
105872,299677,18-316-00185,Silchar,20.0,110,2,2,0,1
