object_id,SDRF_expenditure_value
18-300-00104,88881700.0
18-301-00112,12000000.0
18-302-00115,24283371.0
18-302-00116,14584054.0
18-302-00117,7305199.0
18-302-00118,83000.0
18-302-00119,468000.0
18-303-00122,104664874.0
18-304-00128,25000000.0
18-308-00150,102004000.0
18-309-00156,93640000.0
18-310-00160,64200000.0
18-313-00175,111268300.0
18-317-00189,11810000.0
18-318-00195,10500000.0
18-321-00273,26000000.0
18-323-00226,98098000.0
18-325-00238,30000000.0
18-325-00239,2678000.0
18-325-00269,15000000.0
18-326-00246,44000000.0
18-755-00279,34800000.0
18-756-00249,31132100.0
18-757-00252,172932000.0
