object_id,SDRF_expenditure_value
18-300-00104,48634000.0
18-301-00112,20282200.0
18-302-00115,4242600.0
18-303-00122,9415000.0
18-304-00128,11370000.0
18-305-00131,747000.0
18-305-00134,21559000.0
18-306-00140,25000000.0
18-310-00162,5811000.0
18-310-00163,14500000.0
18-313-00175,67500000.0
18-316-00184,300000.0
18-318-00195,2096000.0
18-323-00226,82527100.0
18-325-00237,38000.0
18-325-00269,109000.00000000001
18-325-00270,572500.0
18-326-00246,1758510.0
18-755-00279,32000000.0
18-756-00249,36226000.0
18-757-00252,2421000.0
