object_id,Relief Centers
18-756-00249,19.0
18-313-00172,30.0
18-319-00198,0.0
18-306-00138,28.0
18-313-00174,0.0
18-308-00150,0.0
18-314-00178,4.0
18-300-00103,3.0
18-308-00153,0.0
18-756-00251,4.0
18-313-00175,22.0
18-756-00250,7.0
18-305-00130,0.0
18-316-00184,0.0
18-313-00173,3.0
18-316-00188,0.0
18-319-00202,0.0
18-313-00176,2.0
18-306-00140,9.0
18-307-00145,0.0
18-305-00131,13.0
18-755-00278,2.0
18-313-00177,27.0
18-316-00185,0.0
18-314-00179,5.0
18-308-00151,0.0
18-311-00166,1.0
18-316-00187,0.0
18-316-00186,0.0
