object_id,Relief Centers
18-307-00142,1.0
18-313-00172,18.0
18-306-00138,0.0
18-313-00174,1.0
18-308-00150,0.0
18-314-00178,9.0
18-757-00253,4.0
18-308-00153,0.0
18-756-00251,4.0
18-313-00175,22.0
18-756-00250,8.0
18-757-00252,2.0
18-308-00152,32.0
18-312-00276,0.0
18-305-00136,21.0
18-313-00173,7.0
18-313-00176,28.0
18-305-00134,12.0
18-307-00141,5.0
18-311-00168,4.0
18-307-00145,0.0
18-314-00275,5.0
18-305-00135,0.0
18-313-00177,17.0
18-314-00179,16.0
18-308-00151,1.0
18-307-00147,0.0
18-312-00169,1.0
18-312-00170,10.0
18-326-00246,0.0
