object_id,Relief Centers
18-303-00121,0.0
18-302-00116,0.0
18-323-00224,0.0
18-303-00122,13.0
18-304-00126,27.0
18-307-00142,16.0
18-320-00207,0.0
18-319-00199,2.0
18-313-00172,76.0
18-310-00160,0.0
18-321-00214,0.0
18-306-00138,0.0
18-303-00266,6.0
18-325-00270,0.0
18-311-00165,0.0
18-313-00174,3.0
18-307-00146,0.0
18-306-00137,10.0
18-308-00150,6.0
18-305-00133,0.0
18-301-00112,0.0
18-310-00158,0.0
18-757-00253,0.0
18-756-00251,0.0
18-321-00213,0.0
18-321-00211,0.0
18-756-00250,0.0
18-757-00252,0.0
18-308-00152,0.0
18-312-00277,0.0
18-312-00276,1.0
18-307-00144,0.0
18-303-00120,0.0
18-305-00130,1.0
18-316-00184,0.0
18-313-00173,1.0
18-304-00127,0.0
18-302-00115,0.0
18-760-00281,11.0
18-325-00269,1.0
18-302-00117,0.0
18-304-00271,8.0
18-304-00128,0.0
18-321-00215,0.0
18-307-00141,1.0
18-307-00145,13.0
18-321-00272,10.0
18-302-00119,0.0
18-305-00132,0.0
18-305-00131,3.0
18-303-00123,0.0
18-316-00185,0.0
18-325-00239,0.0
18-308-00151,2.0
18-311-00166,0.0
18-319-00200,3.0
18-312-00169,0.0
18-306-00139,0.0
18-309-00156,0.0
18-760-00280,0.0
