district,revenue_circle,Population Affected,Crop Area,lives_lost_confirmed,lives_lost_missing,bridgeAffected,embAffected,embBreached,roadAffected,timeperiod
Barpeta,Kalgachia,0,1.73,0,0,0.0,0.0,0.0,0.0,2021_06
Barpeta,Barpeta,0,0.0,1,0,0.0,0.0,0.0,0.0,2021_06
Barpeta,Chenga,0,0.0,1,0,0.0,0.0,0.0,0.0,2021_06
Biswanath,Halem,11,35.5,0,0,0.0,2.0,2.0,2.0,2021_06
Biswanath,Gohpur,0,8.5,0,0,0.0,0.0,1.0,0.0,2021_06
Biswanath,Naduar RC part,0,8.0,0,0,0.0,0.0,0.0,0.0,2021_06
Biswanath,Biswanath,944,150.0,0,0,0.0,0.0,0.0,1.0,2021_06
Bongaigaon,Srijangram,0,106.5,0,0,3.0,0.0,0.0,8.0,2021_06
Bongaigaon,Manikpur,0,133.0,0,0,1.0,0.0,0.0,1.0,2021_06
Charaideo,Sapekhati,44,18.0,0,0,0.0,0.0,0.0,0.0,2021_06
Charaideo,Sonari,4462,51.7,0,0,0.0,0.0,0.0,0.0,2021_06
Charaideo,Mahmora,480,39.0,0,0,0.0,0.0,0.0,0.0,2021_06
Darrang,Patharighat,0,146.13,0,0,0.0,0.0,0.0,0.0,2021_06
Darrang,Mangaldoi,0,74.0,0,0,0.0,0.0,0.0,0.0,2021_06
Darrang,Sipajhar,0,2.0,0,0,0.0,0.0,0.0,0.0,2021_06
Dhemaji,Dhemaji,1440,420.0,0,0,0.0,0.0,0.0,3.0,2021_06
Dhemaji,Sissiborgaon,3798,245.5,0,0,0.0,0.0,1.0,5.0,2021_06
Dhemaji,Jonai,3705,811.7,0,0,1.0,0.0,0.0,0.0,2021_06
Dibrugarh,Chabua,3717,443.0,0,0,0.0,0.0,0.0,0.0,2021_06
Dibrugarh,Dibrugarh West,0,0.0,0,0,0.0,0.0,0.0,0.0,2021_06
Jorhat,Teok,0,8.0,0,0,0.0,0.0,2.0,0.0,2021_06
Kamrup (M),Guwahati,0,0.0,1,0,0.0,0.0,0.0,0.0,2021_06
Kamrup (M),Chandrapur,0,0.0,0,0,0.0,0.0,0.0,0.0,2021_06
Lakhimpur,Nowboicha,1937,39.5,0,0,1.0,0.0,7.0,3.0,2021_06
Lakhimpur,North Lakhimpur,2240,144.8,0,0,0.0,0.0,0.0,0.0,2021_06
Lakhimpur,Narayanpur,311,0.0,0,0,0.0,0.0,0.0,0.0,2021_06
Lakhimpur,Bihpuria,28928,46.5,0,0,0.0,0.0,0.0,0.0,2021_06
Lakhimpur,Kadam,455,0.0,0,0,0.0,1.0,0.0,0.0,2021_06
Majuli,Majuli,0,30.0,0,0,0.0,0.0,0.0,0.0,2021_06
Sivasagar,Nazira,0,55.0,0,0,0.0,0.0,0.0,0.0,2021_06
Sivasagar,Sonari RC part,764,12.6,0,0,0.0,0.0,0.0,0.0,2021_06
Sivasagar,Amguri,0,3.0,0,0,0.0,0.0,0.0,0.0,2021_06
Tinsukia,Tinsukia,1279,147.0,0,0,0.0,0.0,0.0,0.0,2021_06
Barpeta,Barnagar,0,0.0,1,0,0.0,0.0,0.0,0.0,2021_07
Barpeta,Barpeta,0,0.0,1,0,0.0,0.0,0.0,2.0,2021_07
Barpeta,Baghbar,0,0.0,0,0,0.0,0.0,0.0,0.0,2021_07
Barpeta,Chenga,0,0.0,1,0,0.0,0.0,0.0,0.0,2021_07
Biswanath,Halem,0,58.5,0,0,0.0,0.0,0.0,0.0,2021_07
Bongaigaon,Manikpur,0,81.5,0,0,5.0,0.0,0.0,7.0,2021_07
Bongaigaon,Srijangram,0,44.0,0,0,0.0,0.0,6.0,14.0,2021_07
Darrang,Patharighat,0,33.5,0,0,0.0,0.0,0.0,0.0,2021_07
Dhemaji,Jonai,2023,514.36,0,0,0.0,0.0,0.0,1.0,2021_07
Dhemaji,Sissiborgaon,695,225.0,0,0,0.0,0.0,1.0,3.0,2021_07
Dhemaji,Dhemaji,848,78.0,0,0,0.0,0.0,0.0,0.0,2021_07
Dhemaji,Gogamukh,925,240.0,0,0,0.0,0.0,0.0,0.0,2021_07
Dibrugarh,Dibrugarh West,0,0.0,0,0,0.0,0.0,0.0,0.0,2021_07
Dibrugarh,Chabua,3717,84.0,0,0,0.0,0.0,0.0,0.0,2021_07
