Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
Directorate of Agriculture and Assam Seed Corporation,ASC/MKT/513/EBID/2022-23/1070 DATED 6-7-2022,2022_DAASC_26258_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,EMD AND TENDER FEE,08-Jul-2022 10:00 AM,16-Aug-2022 04:30 PM,08-Jul-2022 10:00 AM,16-Aug-2022 04:00 PM,NA ,NA ,08-Jul-2022 10:00 AM,16-Aug-2022 04:00 PM,06-Oct-2022 04:45 PM,0.0,No,fixed,,Nil,Nil,1.0,BID SUMISSION EXTENDED,Date,,1.0,SBI Bank,"20,000",Nil,Nil,Yes,"Managing Director, Assam Seeds Corporation Ltd","Khanapara, Guwahati",Supply of Certified and Truthfully Labelled Seed for The year 2022-23,Supply of Certified and Truthfully Labelled Seed for The year 2022-23,Please refer Tender documents. ,NA ,,Crop Products,Seeds ,Tender,547.0,0.0,Assam,781022.0,"Krishi Niwas, Khanapar, Guwahati ","Khanapara, Guwahati, Assam ",15-Jul-2022 03:00 PM ,"ASC Ltd, Khanapara",No ,No,AOC,01-Nov-2022,"INR 3,500,000,000",30.0,Gunjanan Wailung Shyam,05-Jun-2025 12:17 PM,supplier.pdf (640.00 KB),Supply of Certified Seeds,1.0,153098.0,Salasar Agro Service,INR,0.0,1,156139,AARHI TRADERS,16-Aug-2022 03:16 PM,Rejected-Technical,Refer to DBC Minutes,06-Oct-2022 04:32 PM,Finance,Financial Bid Opening,Gunjanan Wailung Shyam,10-Oct-2022 10:26 PM,,BOQ Comparative Chart,"Shri A. L. Gyani, IAS",Internal,,Gunjanan Wailung Shyam,10-Oct-2022 10:48 PM,finsummary_40567.pdf (11818.43 KB),Directorate of Agriculture and Assam Seed Corporation,2022_DAASC_26258_1,ASC/MKT/513/EBID/2022-23/1070 DATED 6-7-2022,Supply of Certified and Truthfully Labelled Seed for The year 2022-23,Technical,Technical Bid open,Gunjanan Wailung Shyam,06-Oct-2022 03:39 PM,,"Shri A. L. Gyani, IAS",Internal,,Gunjanan Wailung Shyam,06-Oct-2022 04:32 PM,06-Oct-2022 04:45 PM,techsummary_40567.pdf (10577.79 KB),1.0,Tender Revocation,Tender Revocation,06-Oct-2022 03:22 PM,Minutes_30_09_2022.pdf ,4305.31,Technical Opening,AOC
,,,,,,,,,,,,,,,,.pdf,SIGNED BID DOCUMENT,,,,,,,,,,,,,,,,2.0,PRE BID MEETING EXTENDED,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,154618.0,M/s. Shakti Corporation,INR,0.0,2,155547,BIO-CARE ASSOCIATES,16-Aug-2022 12:51 PM,Accepted-AOC,Please refer statement,05-Jun-2025 12:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,TECHNICAL DOCUMENT,,,,,,,,,,,,,,,,3.0,CORRIGENDUM ON JV CRITERIA,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,154990.0,MAHALAXMI ENTERPRISE,INR,0.0,3,156201,Brahmaputra Valley Fertilizer Corporation Limited,16-Aug-2022 03:53 PM,Rejected-Technical,Refer to DBC Minutes,06-Oct-2022 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.pdf,BID FORM AND PRICE BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4.0,155423.0,KRISHNA ENTERPRISE,INR,0.0,4,156199,Dayyan Enterprise,16-Aug-2022 03:22 PM,Rejected-Technical,Refer to DBC Minutes,06-Oct-2022 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5.0,155453.0,TALUKDAR SEEDS CO,INR,0.0,5,156205,DHEERAJ FARMS,16-Aug-2022 02:57 PM,Rejected-Technical,Refer to DBC Minutes,06-Oct-2022 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6.0,155486.0,SHREE KRISHNA ENTERPRISE,INR,0.0,6,155499,GARV ENTERPRISE,16-Aug-2022 03:02 PM,Accepted-AOC,Please refer statement,05-Jun-2025 12:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7.0,155487.0,NILANCHAL SEEDS GROWER SOCIETY,INR,0.0,7,155402,GBR Seeds Pvt Ltd,13-Aug-2022 05:41 PM,Rejected-Technical,Refer to DBC Minutes,06-Oct-2022 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8.0,155498.0,MS AJB Merchantile,INR,0.0,8,155667,Hindusthan Seeds Corporation Co.,16-Aug-2022 11:36 AM,Accepted-AOC,Please refer statement,05-Jun-2025 12:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9.0,155499.0,GARV ENTERPRISE,INR,0.0,9,155538,J.K.COMMERCIAL,16-Aug-2022 02:20 PM,Accepted-AOC,Please refer statement,05-Jun-2025 12:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10.0,155538.0,J.K.COMMERCIAL,INR,0.0,10,155423,KRISHNA ENTERPRISE,16-Aug-2022 02:41 PM,Accepted-AOC,Please refer statement,05-Jun-2025 12:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
