Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11.0,247883.0,VST TILLERS TRACTORS LTD,INR,1.0,11,248312,GREEN FIELD,11-Nov-2024 10:57 AM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12.0,247814.0,"SONALIKA INDUSTRIES, A UNIT OF ICML",INR,1.0,12,247992,JAI GURUDEV INDUSTRIES,07-Nov-2024 07:57 AM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,13.0,247662.0,RALLI AGROTECH LTD,INR,1.0,13,245868,KERALA AGRO MACHINERY CORPORATION LTD,08-Nov-2024 05:09 PM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,14.0,247621.0,NIPHA INDIA PVT LTD,INR,1.0,14,245843,KISANKRAFT LIMITED,25-Oct-2024 04:31 PM,Rejected-Technical,As per DBC minutes,18-Mar-2025 04:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,15.0,247290.0,GEORGE MAIJO INDUSTRIES PRIVATE LIMITED LIMITED,INR,1.0,15,247968,K.S.Agricultural Industries Pvt. Ltd.,11-Nov-2024 11:22 AM,Rejected-Technical,As per DBC minutes,18-Mar-2025 04:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,16.0,246870.0,Bhoomi Agro Industries,INR,1.0,16,246776,Mahindra And Mahindra Ltd Farm Equipment Sector,11-Nov-2024 02:43 AM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,17.0,246776.0,Mahindra And Mahindra Ltd Farm Equipment Sector,INR,1.0,17,246158,MAHINDRA & MAHINDRA LTD,10-Nov-2024 03:58 PM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,18.0,246642.0,Silver Consumer Electricals Private Limited,INR,1.0,18,245898,MASCHIO GASPARDO INDIA PRIVATE LIMITED,24-Oct-2024 04:42 PM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,19.0,246530.0,RAMSONS IMPEX,INR,1.0,19,246354,MHASWADKAR AUTOLINES PVT LTD,11-Nov-2024 11:41 AM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,20.0,246485.0,Tractors and Farm Equipment Limited,INR,1.0,20,245828,Modish TractorAurKisan Private Limited,23-Oct-2024 03:41 PM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,21.0,246430.0,Tirth Agro Technology Pvt. Ltd.,INR,1.0,21,245939,NEPTUNE PACKAGING PVT LTD,28-Oct-2024 06:13 PM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,22.0,246354.0,MHASWADKAR AUTOLINES PVT LTD,INR,1.0,22,247621,NIPHA INDIA PVT LTD,09-Nov-2024 06:58 PM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,23.0,246253.0,Punjab Agricultural Implements Pvt. Ltd.,INR,1.0,23,248165,PARTAP IRON WORKS,11-Nov-2024 01:18 AM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,24.0,246203.0,RATNAGIRI IMPEX PRIVATE LIMITED,INR,1.0,24,246253,Punjab Agricultural Implements Pvt. Ltd.,10-Nov-2024 04:35 PM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,25.0,246158.0,MAHINDRA & MAHINDRA LTD,INR,1.0,25,248241,Punjab Farm Equipments Private Limited,11-Nov-2024 11:35 AM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,26.0,246123.0,SUN AGRO,INR,1.0,26,248262,PUNJABS AGROTECH INDIA PRIVATE LIMITED,10-Nov-2024 07:08 PM,Rejected-Technical,As per DBC minutes,18-Mar-2025 04:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,27.0,245961.0,Samyak Motors,INR,1.0,27,247662,RALLI AGROTECH LTD,09-Nov-2024 06:29 PM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,28.0,245953.0,SR AGRICULTURE EQUIPMENTS CO P LTD,INR,1.0,28,246530,RAMSONS IMPEX,04-Nov-2024 01:51 PM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,29.0,245952.0,STAR AGRICULTURE WORKS,INR,1.0,29,246203,RATNAGIRI IMPEX PRIVATE LIMITED,04-Nov-2024 06:19 PM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,30.0,245939.0,NEPTUNE PACKAGING PVT LTD,INR,1.0,30,245961,Samyak Motors,28-Oct-2024 05:51 PM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,31.0,245898.0,MASCHIO GASPARDO INDIA PRIVATE LIMITED,INR,1.0,31,246642,Silver Consumer Electricals Private Limited,29-Oct-2024 04:36 PM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,32.0,245868.0,KERALA AGRO MACHINERY CORPORATION LTD,INR,1.0,32,246415,SIMPSON AND COMPANY LIMITED,09-Nov-2024 12:00 PM,Rejected-Technical,As per DBC minutes,18-Mar-2025 04:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,33.0,245859.0,ATLANTIS AGRITECH PVT LTD,INR,1.0,33,247814,"SONALIKA INDUSTRIES, A UNIT OF ICML",05-Nov-2024 02:00 PM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,34.0,245828.0,Modish TractorAurKisan Private Limited,INR,1.0,34,245953,SR AGRICULTURE EQUIPMENTS CO P LTD,09-Nov-2024 06:15 PM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,35,245952,STAR AGRICULTURE WORKS,24-Oct-2024 04:48 PM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,36,246123,SUN AGRO,08-Nov-2024 11:37 AM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,37,246430,Tirth Agro Technology Pvt. Ltd.,26-Oct-2024 12:34 PM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,38,246485,Tractors and Farm Equipment Limited,10-Nov-2024 12:35 AM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,39,247997,UGT TECH PRIVATE LIMITED,06-Nov-2024 04:25 PM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,40,247883,VST TILLERS TRACTORS LTD,08-Nov-2024 07:15 PM,Accepted-AOC,As per DBC minutes,09-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC
