revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,sum_population,mean_sex_ratio,sum_aged_population,sum_young_population
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,293420.375,0.9436115249959336,7031.370000000001,21129.160000000003
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,289603.78125,0.9419831308552921,13416.95,38791.369999999995
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,78076.5234375,0.9426667407885272,1839.37,5377.59
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,133391.53125,0.9416085388727478,4728.13,13410.93
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,203549.734375,0.9352372766083676,7042.41,17682.89
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,300085.96875,0.9332943097932628,14388.189999999999,36374.12
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,382265.21875,0.933294227040922,12850.73,32487.36
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,197337.0,0.9332943576970786,5480.45,13854.86
Bajali (Pt),Bajali (Pt),,167,BAJALI,18-799-00124,18-799,115642.09375,0.9330046656134529,4135.049999999999,10092.6
Jalah (Pt),Jalah (Pt),,41,BAJALI,18-799-00125,18-799,21576.576171875,0.934138562147467,670.32,1672.6399999999999
Bhuragaon,Bhuragaon,,219,MORIGAON,18-304-00126,18-304,116275.484375,0.9451918563314918,4535.77,11873.59
Laharighat,Laharighat,,233,MORIGAON,18-304-00127,18-304,253679.375,0.9453440664912905,3630.36,9505.45
Marigaon,Morigaon,y,390,MORIGAON,18-304-00128,18-304,227490.09375,0.9453459379928283,6468.08,16936.17
Mikirbheta,Mikirbheta,,184,MORIGAON,18-304-00129,18-304,188663.28125,0.9452519009256581,6458.07,16883.17
Kaliabor,Kaliabor,,580,NAGAON,18-305-00130,18-305,274273.0,0.9390352065588853,10683.93,25377.629999999997
Samaguri,Samaguri,,342,NAGAON,18-305-00131,18-305,356995.84375,0.9397514795743008,13822.099999999999,32938.93
Rupahi,Rupahi,,306,NAGAON,18-305-00132,18-305,269413.0625,0.9394147818656853,12599.73,29886.57
Dhing,Dhing,,248,NAGAON,18-305-00133,18-305,405987.90625,0.9405728501166016,11832.920000000002,28575.38
Nagaon,Nagaon,y,372,NAGAON,18-305-00134,18-305,436288.0,0.9397769119703918,8937.34,21293.089999999997
Raha,Raha,,341,NAGAON,18-305-00135,18-305,171735.984375,0.9408975657791773,5288.83,12858.43
Kampur,Kampur,,375,NAGAON,18-305-00136,18-305,255035.578125,0.9392861224890624,12211.48,29295.989999999998
Dhekiajuli (Pt),Dhekiajuli (Pt),,1231,SONITPUR,18-306-00137,18-306,513203.6875,0.9321666904819333,21972.12,47468.2
Chariduar,Chariduar,,1000,SONITPUR,18-306-00138,18-306,275757.5,0.9319790234916059,13276.04,28528.33
Tezpur,Tezpur,y,546,SONITPUR,18-306-00139,18-306,374787.09375,0.9321401380198406,8248.61,17766.510000000002
Na-Duar,Naduar,,668,SONITPUR,18-306-00140,18-306,227187.734375,0.9319925803110528,9792.48,21046.81
Narayanpur,Narayanpur,,380,LAKHIMPUR,18-307-00141,18-307,139352.4375,0.9432720432493497,3507.25,7842.49
Bihpuria,Bihpuria,,407,LAKHIMPUR,18-307-00142,18-307,252435.40625,0.9445370762126993,11791.880000000001,27150.4
Naobaicha,Nowboicha,,330,LAKHIMPUR,18-307-00143,18-307,153683.609375,0.9444984839287756,7324.15,16449.25
Kadam,Kadam,,523,LAKHIMPUR,18-307-00144,18-307,99021.09375,0.9442333921167806,2927.2200000000003,6582.1
North Lakhimpur,North Lakhimpur,y,616,LAKHIMPUR,18-307-00145,18-307,236862.796875,0.9444792945547404,12848.84,28786.95
Dhakuakhana (Pt-I),Dhakuakhana (Pt-I),,462,LAKHIMPUR,18-307-00146,18-307,114012.6875,0.9426048351212193,4526.92,10233.26
Subansiri (Pt-I),Subansiri (Pt-I),,280,LAKHIMPUR,18-307-00147,18-307,97504.5234375,0.9444703990177655,3534.23,7931.7
Dhakuakhana (Pt-II),Dhakuakhana (Pt-II),,9,DHEMAJI,18-308-00148,18-308,2894.84228515625,0.9296209705986538,57.78,139.91000000000003
Subansiri (Pt-II),Subansiri (Pt-II),,155,DHEMAJI,18-308-00149,18-308,6961.564453125,0.9297076362305359,213.03,517.5799999999999
Dhemaji,Dhemaji,y,396,DHEMAJI,18-308-00150,18-308,134838.421875,0.9302137899325643,5343.66,12897.970000000001
Sissibargaon,Sissiborgaon,,746,DHEMAJI,18-308-00151,18-308,253755.59375,0.9295881304038013,10057.59,24315.120000000003
Jonai,Jonai,,853,DHEMAJI,18-308-00152,18-308,165641.359375,0.9302014719589738,5967.8099999999995,14231.330000000002
Gogamukh,Gogamukh,,324,DHEMAJI,18-308-00153,18-308,98813.390625,0.9310110675438996,4184.08,10057.01
Sadiya,Sadiya,,851,TINSUKIA,18-309-00154,18-309,100476.3203125,0.9288415104458259,6324.780000000001,14029.54
Doom Dooma,Doom Dooma,,937,TINSUKIA,18-309-00155,18-309,451846.375,0.9290131053030513,18490.54,40975.06
Tinsukia,Tinsukia,y,890,TINSUKIA,18-309-00156,18-309,421652.375,0.9306393932009037,22316.39,48111.47
Margherita,Margherita,,1132,TINSUKIA,18-309-00157,18-309,356504.28125,0.9277237533313222,15718.48,35393.42
Dibrugarh West,Dibrugarh West,,723,DIBRUGARH,18-310-00158,18-310,185089.296875,0.9383613491704237,8155.4,15178.599999999999
Dibrugarh East,Dibrugarh East,,393,DIBRUGARH,18-310-00159,18-310,239202.9375,0.938676679297171,10975.18,20547.15
Chabua,Chabua,,658,DIBRUGARH,18-310-00160,18-310,168290.046875,0.9379024706977366,6131.23,11648.18
Tengakhat,Tengakhat,,355,DIBRUGARH,18-310-00161,18-310,251793.609375,0.9386411836876126,3041.51,5697.75
Moran,Moran,,395,DIBRUGARH,18-310-00162,18-310,178791.984375,0.9384065143353999,6394.5599999999995,11911.39
Tingkhong,Tingkhong,,391,DIBRUGARH,18-310-00163,18-310,190859.34375,0.9384924432179705,6762.32,12616.54
Naharkatiya,Naharkatia,,464,DIBRUGARH,18-310-00164,18-310,239648.734375,0.9381392262120075,12384.830000000002,22956.410000000003
Dimow,Demow,,478,SIVASAGAR,18-311-00165,18-311,189438.828125,0.931799426405731,5879.67,9724.529999999999
Sibsagar,Sivsagar,y,388,SIVASAGAR,18-311-00166,18-311,192086.78125,0.9322468980217721,11449.87,18771.34
Amguri,Amguri,,315,SIVASAGAR,18-311-00167,18-311,156500.359375,0.9314791042237313,7376.130000000001,12080.079999999998
Nazira,Nazira,,386,SIVASAGAR,18-311-00168,18-311,231928.9375,0.9308953351172344,11751.23,19571.72
Teok,Teok,,450,JORHAT,18-312-00169,18-312,153346.90625,0.9405237235904584,7053.85,10107.560000000001
Titabor,Titabor,,419,JORHAT,18-312-00170,18-312,272866.5,0.9410005846239439,9779.93,14008.83
Mariani,Mariani,,437,JORHAT,18-312-00171,18-312,152328.796875,0.940887087741243,8231.3,11732.400000000001
Bokakhat,Bokakhat,,850,GOLAGHAT,18-313-00172,18-313,199556.390625,0.9393033150763036,9299.26,17983.8
Khumtai,Khumtai,,473,GOLAGHAT,18-313-00173,18-313,106675.8125,0.94127557895709,6836.52,12816.98
Dergaon,Dergaon,,323,GOLAGHAT,18-313-00174,18-313,152502.0625,0.9410373195300338,6921.780000000001,12564.03
Golaghat,Golaghat,y,658,GOLAGHAT,18-313-00175,18-313,395527.8125,0.9411707439668126,20623.46,37764.64
Morangi,Morangi,,319,GOLAGHAT,18-313-00176,18-313,136513.0625,0.9393690151981023,3186.72,6213.61
Sarupathar,Sarupathar,,900,GOLAGHAT,18-313-00177,18-313,255375.90625,0.9399021545094592,10275.46,19384.29
Diphu,Diphu,y,2468,KARBI ANGLONG,18-314-00178,18-314,279396.9375,0.913415872051979,13134.060000000001,39793.53
Silonijan,Silonijan,,1566,KARBI ANGLONG,18-314-00179,18-314,99026.5859375,0.9291007576474145,3782.3100000000004,10245.54
Umrangso,Umrangso,,1460,DIMA HASAO,18-315-00180,18-315,94508.96875,0.9096587401455162,2681.95,8125.74
Haflong,Haflong,y,1024,DIMA HASAO,18-315-00181,18-315,69123.5078125,0.9103417204075525,2228.2599999999998,6243.41
Mahur,Mahur,,568,DIMA HASAO,18-315-00182,18-315,33360.48828125,0.9066658661085273,1461.69,4251.780000000001
Maibong,Maibong,,1832,DIMA HASAO,18-315-00183,18-315,72040.5546875,0.9064520592379682,2079.1,6128.4400000000005
Katigora,Katigorah,,744,CACHAR,18-316-00184,18-316,305746.34375,0.9407311458113691,11795.43,25407.780000000002
Silchar,Silchar,y,838,CACHAR,18-316-00185,18-316,703053.8125,0.937983911160547,34204.83,72816.39
Udarbond,Udharbond,,447,CACHAR,18-316-00186,18-316,169878.609375,0.9380191695578713,7781.219999999999,16552.34
Sonai,Sonai,,1000,CACHAR,18-316-00187,18-316,344885.96875,0.9380891678132546,14156.349999999999,30116.870000000003
Lakhipur,Lakhipur,,754,CACHAR,18-316-00188,18-316,451246.375,0.9409547891758481,16287.15,34219.97
Karimganj,Karimganj,y,178,KARIMGANJ,18-317-00189,18-317,309018.25,0.9466363642224843,14684.68,35897.81
Badarpur,Badarpur,,134,KARIMGANJ,18-317-00190,18-317,152110.109375,0.9410569184886008,6854.28,16641.27
Nilambazar,Nilambazar,,280,KARIMGANJ,18-317-00191,18-317,236275.28125,0.9410002723617241,10989.35,26726.230000000003
Patharkandi,Patherkandi,,672,KARIMGANJ,18-317-00192,18-317,271381.65625,0.9409639248178098,17292.08,40725.05
RamkrishnaNagar,RK Nagar,,575,KARIMGANJ,18-317-00193,18-317,310314.125,0.9407262575341242,14734.36,35853.43
Algapur,Algapur,,156,HAILAKANDI,18-318-00194,18-318,115637.890625,0.9291494725348832,2887.0200000000004,7567.7300000000005
Hailakandi,Hailakandi,y,161,HAILAKANDI,18-318-00195,18-318,163979.703125,0.9276979952948015,4192.66,11125.75
Lala,Lala,,270,HAILAKANDI,18-318-00196,18-318,234362.125,0.9276920599433822,7005.04,18596.97
Katlichara,Katlicherra,,742,HAILAKANDI,18-318-00197,18-318,197097.0,0.9280408095069407,7433.030000000001,19686.73
Bongaigaon(Pt),"Bongaigaon
(Pt)",y,189,BONGAIGAON,18-319-00198,18-319,140495.796875,0.9453856965896077,2501.27,6050.960000000001
Boitamari,Boitamari,,297,BONGAIGAON,18-319-00199,18-319,124049.328125,0.9443397998619589,4108.709999999999,10165.52
Srijangram,Srijangram,,348,BONGAIGAON,18-319-00200,18-319,303614.84375,0.9442559432467954,14586.92,35439.68
Sidli (Pt-II),Sidli (Pt-II),,85,BONGAIGAON,18-319-00201,18-319,54990.6640625,0.9448198444858175,3381.62,8231.43
Manikpur,Manikpur,,169,BONGAIGAON,18-319-00202,18-319,131696.8125,0.9454655480695044,2604.34,6304.41
Kokrajhar (Pt),Kokrajhar (Pt),,13,CHIRANG,18-320-00203,18-320,10842.232421875,0.937441741588237,448.51,1080.94
Barnagar (Pt),Barnagar (Pt),,34,CHIRANG,18-320-00204,18-320,19207.5234375,0.949082354055106,661.72,1433.85
Bengtal,Bengtal,,716,CHIRANG,18-320-00205,18-320,114125.78125,0.9395753563717107,5409.039999999999,13091.369999999999
Sidli (Pt),Sidli (Pt),,229,CHIRANG,18-320-00206,18-320,115094.1484375,0.9456484414102826,4488.48,10964.96
Bijni (Pt),Bijni (Pt),,934,CHIRANG,18-320-00207,18-320,326004.1875,0.946602965548828,14724.25,35986.990000000005
Rangia(Pt),"Rangia
(Pt)",,186,KAMRUP,18-321-00208,18-321,183789.0,0.9279354013659461,4933.3,8964.02
Koya,Kayan,,54,KAMRUP,18-321-00209,18-321,51612.0234375,0.9279309375269688,1709.46,3101.8199999999997
Kamalpur,Kamalpur,,250,KAMRUP,18-321-00210,18-321,197824.25,0.927969030204272,6073.58,11081.929999999998
Hajo,Hajo,,413,KAMRUP,18-321-00211,18-321,70592.296875,0.9278774596242259,2160.1500000000005,3915.2200000000003
Chhaygaon,Chhaygaon,,471,KAMRUP,18-321-00212,18-321,132969.609375,0.9283571377233532,3760.04,6964.65
Goroimari,Goroimari,,177,KAMRUP,18-321-00213,18-321,181539.8125,0.9279389711967443,5648.41,10277.73
Chamaria,Chamaria,,140,KAMRUP,18-321-00214,18-321,117294.828125,0.9281690235812481,9134.289999999999,16882.89
Nagarbera,Nagarbera,,115,KAMRUP,18-321-00215,18-321,100436.953125,0.9283240102061081,5049.2,9392.41
Boko,Boko,,514,KAMRUP,18-321-00216,18-321,94704.75,0.9284217546199611,2156.98,3982.1500000000005
NorthGuwahati,"North
Guwahati",,91,KAMRUP,18-321-00217,18-321,42040.1875,0.9279420303242238,575.87,1047.85
Jalah (Pt),Jalah (Pt),,56,KAMRUP,18-321-00218,18-321,46645.94140625,0.9283740034513743,1331.51,2425.52
Guwahati,Guwahati,y,101,KAMRUP METRO,18-322-00219,18-322,564869.75,0.9142965856640568,21505.82,32481.989999999998
Sonapur,Sonapur,,493,KAMRUP METRO,18-322-00220,18-322,177381.296875,0.9142987659772278,3129.73,4728.62
Chandrapur,Chandrapur,,125,KAMRUP METRO,18-322-00221,18-322,55982.2265625,0.9140941088116605,1320.54,1946.01
Tihu(Pt),"Tihu
(Pt)",,95,NALBARI,18-323-00222,18-323,65084.20703125,0.9278035836413027,2800.17,4265.54
PachimNalbari,Pachim Nalbari,,149,NALBARI,18-323-00223,18-323,106820.0703125,0.9273141924484497,1759.04,2552.89
Barkhetri,Barkhetri,,371,NALBARI,18-323-00224,18-323,241194.1875,0.9273152746784451,11372.84,16547.0
Barbhag,Barbhag,,82,NALBARI,18-323-00225,18-323,131141.65625,0.9272116196461463,5050.2,7255.01
Nalbari,Nalbari,y,128,NALBARI,18-323-00226,18-323,183116.84375,0.9272119570395636,5308.42,7625.93
Banekuchi,Banekuchi,,61,NALBARI,18-323-00227,18-323,43700.6640625,0.927212240598461,938.06,1347.58
Ghograpar (Pt),Ghograpar (Pt),,131,NALBARI,18-323-00228,18-323,149803.03125,0.9277790410341271,6561.9400000000005,9472.220000000001
Baganpara (Pt),Baganpara (Pt),,212,BAKSA,18-324-00260,18-324,73747.953125,0.9527876668485064,1494.9,2700.09
Baganpara (Pt),Baganpara (Pt),,19,NALBARI,18-323-00230,18-323,11561.4423828125,0.9277844449193642,338.4,488.51
Barnagar (Pt),Barnagar (Pt),,460,BAKSA,18-324-00231,18-324,153627.28125,0.9528033190610086,4299.76,7765.84
Ghograpar (Pt),Ghograpar (Pt),,35,BAKSA,18-324-00232,18-324,36644.1484375,0.9463450615061157,2547.16,4336.54
Jalah (Pt),Jalah (Pt),,292,BAKSA,18-324-00233,18-324,101061.859375,0.9527040281005213,2782.02,5034.360000000001
Barama,Barama,,96,BAKSA,18-324-00234,18-324,80764.875,0.9475222398943896,2624.25,4511.299999999999
Rangia (Pt),Rangia (Pt),,23,TAMULPUR,18-816-00235,18-816,7017.9775390625,0.9508551915569181,191.47999999999996,339.56000000000006
Pathorighat (Pt),Pathorighat (Pt),,4,TAMULPUR,18-816-00236,18-816,6612.33544921875,0.9318317625411926,146.10999999999999,373.02
Khoirabari (Pt),Khoirabari (Pt),,53,DARRANG,18-325-00237,18-325,15413.037109375,0.9338076915996244,655.18,1648.77
Pathorighat (Pt),Patharighat (Pt),,176,DARRANG,18-325-00238,18-325,87763.4375,0.9343478020171382,2060.74,5137.62
Sipajhar,Sipajhar,,293,DARRANG,18-325-00239,18-325,133335.140625,0.931144745419018,8095.540000000001,19527.699999999997
Dhekiajuli (Pt),Dhekiajuli (Pt),,41,UDALGURI,18-326-00240,18-326,16156.978515625,0.9319742521013757,774.59,1675.42
Khoirabari (Pt),Khoirabari (Pt),,163,UDALGURI,18-326-00241,18-326,69278.71875,0.9476854593347355,3478.4300000000003,7651.23
Pathorighat (Pt),Pathorighat (Pt),,2,UDALGURI,18-326-00242,18-326,129.93423461914062,0.9528487229862475,0.43000000000000005,0.9199999999999999
Mangaldoi (Pt),Mangaldoi (Pt),,6,UDALGURI,18-326-00243,18-326,2648.034423828125,0.9343060032058461,99.91,250.31
Dalgaon (Pt),Dalgaon (Pt),,63,UDALGURI,18-326-00244,18-326,65683.5546875,0.9325804037344433,1417.0900000000001,3604.99
Harisinga,Harisinga,,626,UDALGURI,18-326-00245,18-326,250561.625,0.950724319936021,9049.849999999999,19260.59
Udalguri,Udalguri,y,569,UDALGURI,18-326-00246,18-326,251007.65625,0.9505587053720058,10928.079999999998,23257.739999999998
Mazbat,Mazbat,,325,UDALGURI,18-326-00247,18-326,128225.484375,0.9478570764225456,4595.5199999999995,9960.15
Mahmora,Mahmora,,294,CHARAIDEO,18-755-00248,18-755,161538.78125,0.9318182735880742,5211.4400000000005,8634.39
Biswanath,Biswanath,y,1042,BISWANATH,18-756-00249,18-756,382520.125,0.9321598218046652,16950.59,36409.44
Helem,Halem,,427,BISWANATH,18-756-00250,18-756,142467.1875,0.9320174877785742,3414.8900000000003,7333.549999999999
Gohpur,Gohpur,,314,BISWANATH,18-756-00251,18-756,117098.546875,0.9324482261245578,5219.68,11258.91
Hojai,Hojai,y,265,HOJAI,18-757-00252,18-757,298402.3125,0.939286541798872,6542.18,15694.96
Doboka,Doboka,,318,HOJAI,18-757-00253,18-757,196372.609375,0.9393563030537959,9132.83,21888.059999999998
Lanka,Lanka,,873,HOJAI,18-757-00254,18-757,535740.625,0.939128881257626,20176.7,48515.42
Donka,Donkamokam,,3073,WEST KARBI ANGLONG,18-759-00255,18-759,340288.375,0.9287607591456742,18634.61,52425.93
South Salmara,South Salmara,,435,SOUTH SALMARA MANCACHAR,18-758-00256,18-758,154367.046875,0.9338120101965623,1271.48,4033.42
Mankachar,Mankachar,,249,SOUTH SALMARA MANCACHAR,18-758-00257,18-758,331403.53125,0.9527791520871042,17598.22,51488.36
Bajali (Pt),Bajali (Pt),,18,TAMULPUR,18-816-00258,18-816,14802.107421875,0.9347320580818007,655.17,1117.35
Goreswar (Pt),Goreswar (Pt),,283,TAMULPUR,18-816-00259,18-816,169962.578125,0.95262812300717,4937.1900000000005,9038.18
Tamulpur,Tamulpur,,549,TAMULPUR,18-816-00261,18-816,294957.3125,0.9523424018371657,11412.36,20644.129999999997
Baksa,Baska,,296,BAKSA,18-324-00262,18-324,164148.578125,0.9525833477822773,6108.04,11078.94
Sarupeta (Pt),Sarupeta (Pt),,135,BAKSA,18-324-00263,18-324,74887.28125,0.9528032980032018,1998.0300000000002,3608.67
Barnagar (Pt),Barnagar (Pt),,207,BARPETA,18-303-00264,18-303,145106.1875,0.9391187514421206,6776.379999999999,15893.89
Sarupeta (Pt),Sarupeta (Pt),,262,BAJALI,18-799-00265,18-799,170954.234375,0.9365003263630711,5135.950000000001,12347.5
Chenga,Chenga,,318,BARPETA,18-303-00266,18-303,243293.96875,0.9332359593524809,6914.610000000001,17390.56
North Guwahati (Pt),North Guwahati (Pt),,115,KAMRUP METRO,18-322-00267,18-322,490215.90625,0.9152603021778246,16932.47,25486.5
Kalaigaon (Pt),Kalaigaon (Pt),,192,UDALGURI,18-326-00268,18-326,78291.6875,0.9509057280309813,1589.64,3332.3999999999996
Mangaldoi (Pt),Mangaldoi (Pt),y,440,DARRANG,18-325-00269,18-325,221753.453125,0.9321776195925653,8366.14,21421.839999999997
Dalgaon (Pt),Dalgaon (Pt),,649,DARRANG,18-325-00270,18-325,609708.125,0.932803738940379,22922.309999999998,58173.86
Mayong,Mayong,,486,MORIGAON,18-304-00271,18-304,260878.875,0.9442895980662062,11373.72,29368.739999999998
Palasbari,Palasbari,,393,KAMRUP,18-321-00272,18-321,212871.109375,0.9279346458327011,7083.99,12870.14
Azara,Azara,,423,KAMRUP,18-321-00273,18-321,120835.734375,0.9216915832055317,9278.96,15740.29
Gossaigaon (Pt),Gossaigaon (Pt),,77,DHUBRI,18-301-00274,18-301,22910.6875,0.9355407586534442,456.78,1048.84
Jorhat West,Jorhat West,,364,JORHAT,18-312-00276,18-312,260340.046875,0.9409400388912988,13164.529999999999,18737.51
Jorhat East,Jorhat East,,195,JORHAT,18-312-00277,18-312,149091.53125,0.9409401558604112,4706.77,6699.33
Sapekhati,Sapekhati,,394,CHARAIDEO,18-755-00278,18-755,125373.2890625,0.9310157502569857,4532.9,7616.48
Sonari,Sonari,y,385,CHARAIDEO,18-755-00279,18-755,202663.296875,0.9317133304838315,3713.86,6142.29
Ujani Majuli,Ujani Majuli,,322,MAJULI,18-760-00280,18-760,65065.6328125,0.9415050143323354,2567.17,3944.58
Majuli,Majuli,,648,MAJULI,18-760-00281,18-760,106915.4453125,0.940790383966432,3319.09,4770.389999999999
Phuloni,Phuloni,,3303,KARBI ANGLONG,18-314-00275,18-314,284932.1875,0.9285361256892419,10427.56,29822.909999999996
