revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,sum_population,mean_sex_ratio,sum_aged_population,sum_young_population
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,329295.1875,0.9365770404695332,14940.470000000001,35079.25
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,57395.32421875,0.9373748300039585,1075.56,2591.8500000000004
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,204513.140625,0.937375525588088,6359.41,15324.849999999999
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,331973.4375,0.9364666551600439,15363.060000000001,39072.01
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,110615.921875,0.9315945606932788,2713.94,8708.08
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,46957.703125,0.9315945172413039,1821.42,5844.51
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,74737.6015625,0.9315937438835608,805.75,2585.4399999999996
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,105680.015625,0.9322090580383299,4205.83,13119.65
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,180353.9375,0.9316329011218394,4580.39,14692.529999999999
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,169335.734375,0.9331842048674805,3342.4,9392.52
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,154558.9375,0.9350639708822365,6506.8,20508.27
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,373213.4375,0.9356295995601555,11177.83,35128.16
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,293883.59375,0.9320516786322958,5538.4,17701.480000000003
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,62903.7578125,0.9325082139781173,628.2,1979.83
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,210713.53125,0.9421641569932079,9721.84,28538.95
