revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,sum_population,mean_sex_ratio,sum_aged_population,sum_young_population
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,327433.71875,0.9372860630659623,17283.51,34947.61
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,56945.078125,0.9383045701700907,1120.8600000000001,2336.1800000000003
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,199765.3125,0.9383041369609987,7160.78,14925.17
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,335557.78125,0.9374305332964483,17413.14,38348.009999999995
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,109668.4140625,0.9327647713759855,3027.48,8398.36
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,50106.7578125,0.9327637627245616,2309.82,6407.790000000001
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,80438.6640625,0.9327658577934127,1039.4,2883.46
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,113500.859375,0.9332859696247562,5089.37,13771.89
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,192443.515625,0.9327769823134903,5706.12,15827.810000000001
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,175488.5625,0.9343565423840443,4063.75,9788.7
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,166424.765625,0.9366093383674812,7973.9400000000005,21731.61
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,397577.125,0.936938305571813,13504.230000000001,36747.83
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,322330.5,0.9332390175262036,6954.0,19212.920000000002
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,67051.3125,0.933871895526895,773.69,2100.9300000000003
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,217599.09375,0.9432079333602112,11579.970000000001,29428.129999999997
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,305695.5,0.9448210175615896,7936.43,20724.19
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,302040.125,0.9431735919676414,15844.11,39540.44
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,76824.8203125,0.9438823675506638,1970.02,4976.030000000001
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,139958.546875,0.9427697909497302,5577.71,13658.01
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,214840.28125,0.9366655509162173,8351.08,18135.15
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,323497.46875,0.9347285409774609,17407.82,38058.83
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,389708.0,0.9347285223854647,14503.19,31708.41
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,218527.921875,0.9347284670441858,6901.41,15088.599999999999
Bajali (Pt),Bajali (Pt),,167,BAJALI,18-799-00124,18-799,119511.375,0.9344549067079846,4853.12,10262.099999999999
Jalah (Pt),Jalah (Pt),,41,BAJALI,18-799-00125,18-799,24921.328125,0.9355203645659054,869.87,1878.4299999999998
Bhuragaon,Bhuragaon,,219,MORIGAON,18-304-00126,18-304,120993.5234375,0.9463547953095398,5212.889999999999,11785.51
Laharighat,Laharighat,,233,MORIGAON,18-304-00127,18-304,270012.3125,0.9464023051625932,4658.99,10533.73
Marigaon,Morigaon,y,390,MORIGAON,18-304-00128,18-304,238969.203125,0.9464036063200529,7894.42,17849.29
Mikirbheta,Mikirbheta,,184,MORIGAON,18-304-00129,18-304,198476.84375,0.9463073369354698,7729.58,17450.809999999998
Kaliabor,Kaliabor,,580,NAGAON,18-305-00130,18-305,283126.5625,0.9393441288010981,12106.560000000001,24805.27
Samaguri,Samaguri,,342,NAGAON,18-305-00131,18-305,379512.59375,0.9402554461083122,17002.65,34999.630000000005
Rupahi,Rupahi,,306,NAGAON,18-305-00132,18-305,287045.34375,0.9397583838141782,15253.61,31216.15
Dhing,Dhing,,248,NAGAON,18-305-00133,18-305,433581.4375,0.9411859281033244,14122.919999999998,29475.22
Nagaon,Nagaon,y,372,NAGAON,18-305-00134,18-305,456928.5,0.940278222446693,11148.05,22943.659999999996
Raha,Raha,,341,NAGAON,18-305-00135,18-305,182651.40625,0.9415405275173684,6422.279999999999,13487.48
Kampur,Kampur,,375,NAGAON,18-305-00136,18-305,271264.875,0.9398386915140563,14675.94,30384.84
Dhekiajuli (Pt),Dhekiajuli (Pt),,1231,SONITPUR,18-306-00137,18-306,521227.5625,0.9318591978927355,25516.18,47666.509999999995
Chariduar,Chariduar,,1000,SONITPUR,18-306-00138,18-306,292227.15625,0.9316401759791973,15824.55,29397.42
Tezpur,Tezpur,y,546,SONITPUR,18-306-00139,18-306,382699.15625,0.931824419844853,10764.510000000002,20045.32
Na-Duar,Naduar,,668,SONITPUR,18-306-00140,18-306,236091.75,0.9316580404891016,11417.51,21215.35
Narayanpur,Narayanpur,,380,LAKHIMPUR,18-307-00141,18-307,144993.4375,0.9436596516868019,4109.629999999999,7946.84
Bihpuria,Bihpuria,,407,LAKHIMPUR,18-307-00142,18-307,256954.25,0.9449501459948416,13627.55,27168.99
Naobaicha,Nowboicha,,330,LAKHIMPUR,18-307-00143,18-307,160377.0625,0.9449667715463038,8625.05,16752.89
Kadam,Kadam,,523,LAKHIMPUR,18-307-00144,18-307,104128.09375,0.9446837729530609,3503.33,6813.3
North Lakhimpur,North Lakhimpur,y,616,LAKHIMPUR,18-307-00145,18-307,250939.359375,0.9449456744019258,15211.18,29471.6
Dhakuakhana (Pt-I),Dhakuakhana (Pt-I),,462,LAKHIMPUR,18-307-00146,18-307,117609.4296875,0.9431197890139076,5288.21,10334.189999999999
Subansiri (Pt-I),Subansiri (Pt-I),,280,LAKHIMPUR,18-307-00147,18-307,102522.265625,0.9449348145183745,4179.15,8112.11
Dhakuakhana (Pt-II),Dhakuakhana (Pt-II),,9,DHEMAJI,18-308-00148,18-308,3029.68310546875,0.9299533944598876,65.21000000000001,136.72
Subansiri (Pt-II),Subansiri (Pt-II),,155,DHEMAJI,18-308-00149,18-308,7798.83203125,0.9301621289894372,268.03,564.2
Dhemaji,Dhemaji,y,396,DHEMAJI,18-308-00150,18-308,140228.46875,0.9306312154187513,6268.05,13093.64
Sissibargaon,Sissiborgaon,,746,DHEMAJI,18-308-00151,18-308,266060.96875,0.9299388880327808,11891.92,24884.71
Jonai,Jonai,,853,DHEMAJI,18-308-00152,18-308,168130.65625,0.9306350749614064,6970.530000000001,14353.080000000002
Gogamukh,Gogamukh,,324,DHEMAJI,18-308-00153,18-308,102458.890625,0.9313803172217102,4884.82,10163.869999999999
Sadiya,Sadiya,,851,TINSUKIA,18-309-00154,18-309,104757.9453125,0.928671151782204,7420.26,14252.24
Doom Dooma,Doom Dooma,,937,TINSUKIA,18-309-00155,18-309,466966.9375,0.9289077248749255,21356.07,40964.39
Tinsukia,Tinsukia,y,890,TINSUKIA,18-309-00156,18-309,443063.40625,0.9305993709977702,26589.16,49600.16
Margherita,Margherita,,1132,TINSUKIA,18-309-00157,18-309,364639.71875,0.9275879119306697,17974.239999999998,35026.229999999996
Dibrugarh West,Dibrugarh West,,723,DIBRUGARH,18-310-00158,18-310,187696.203125,0.938493925761237,9318.7,14985.599999999999
Dibrugarh East,Dibrugarh East,,393,DIBRUGARH,18-310-00159,18-310,243576.03125,0.9388574241376098,12576.59,20356.449999999997
Chabua,Chabua,,658,DIBRUGARH,18-310-00160,18-310,173526.6875,0.9379811704446585,7182.92,11817.920000000002
Tengakhat,Tengakhat,,355,DIBRUGARH,18-310-00161,18-310,253596.546875,0.938821932095953,3432.02,5558.48
Moran,Moran,,395,DIBRUGARH,18-310-00162,18-310,180812.578125,0.9385937250956786,7162.65,11538.9
Tingkhong,Tingkhong,,391,DIBRUGARH,18-310-00163,18-310,194349.015625,0.9386651697307987,7772.01,12536.61
Naharkatiya,Naharkatia,,464,DIBRUGARH,18-310-00164,18-310,245926.78125,0.9383020783724655,14202.27,22762.300000000003
Dimow,Demow,,478,SIVASAGAR,18-311-00165,18-311,194596.84375,0.9317156519089865,6766.7,9679.98
Sibsagar,Sivsagar,y,388,SIVASAGAR,18-311-00166,18-311,189194.453125,0.9322247380002199,12852.64,18209.519999999997
Amguri,Amguri,,315,SIVASAGAR,18-311-00167,18-311,154063.34375,0.9313627278844944,8480.55,12020.75
Nazira,Nazira,,386,SIVASAGAR,18-311-00168,18-311,239425.578125,0.9307519431139202,13265.17,19102.53
Teok,Teok,,450,JORHAT,18-312-00169,18-312,155646.28125,0.9407952572778663,7844.19,9704.27
Titabor,Titabor,,419,JORHAT,18-312-00170,18-312,270351.9375,0.9412065803101312,10944.52,13545.54
Mariani,Mariani,,437,JORHAT,18-312-00171,18-312,156823.078125,0.9411120010677867,9444.48,11636.150000000001
Bokakhat,Bokakhat,,850,GOLAGHAT,18-313-00172,18-313,210334.5,0.9392335840918653,10979.06,18291.57
Khumtai,Khumtai,,473,GOLAGHAT,18-313-00173,18-313,118785.09375,0.9412186168719302,8532.33,13843.6
Dergaon,Dergaon,,323,GOLAGHAT,18-313-00174,18-313,153719.53125,0.9409361119414054,7927.23,12421.59
Golaghat,Golaghat,y,658,GOLAGHAT,18-313-00175,18-313,406812.5625,0.9410524402214798,23594.47,37328.490000000005
Morangi,Morangi,,319,GOLAGHAT,18-313-00176,18-313,136374.609375,0.9393063657339685,3785.1800000000003,6367.59
Sarupathar,Sarupathar,,900,GOLAGHAT,18-313-00177,18-313,258007.421875,0.9398190578684597,11683.78,19010.48
Diphu,Diphu,y,2468,KARBI ANGLONG,18-314-00178,18-314,294826.40625,0.9133708490448365,15797.189999999999,41291.41
