revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,sum_population,mean_sex_ratio,sum_aged_population,sum_young_population
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,328544.4375,0.9371297013170684,16395.68,34497.84
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,56690.9609375,0.938042270507523,1141.0099999999998,2467.68
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,202480.5,0.9380398253186252,6847.09,14808.269999999999
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,338353.375,0.9371135293948983,17015.21,38909.6
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,114844.2734375,0.9323711723532102,3045.51,8763.25
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,48989.01171875,0.9323709298147744,2101.9300000000003,6048.400000000001
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,79329.125,0.9323714166474787,950.8999999999999,2736.28
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,109486.7734375,0.9329767495379393,4785.09,13385.68
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,187993.890625,0.9324093032287999,5249.889999999999,15101.86
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,175181.59375,0.9339278723210787,3812.0099999999998,9581.939999999999
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,162353.765625,0.936135639628011,7474.17,21127.56
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,389264.15625,0.9361428113807094,12728.169999999998,35978.020000000004
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,307472.28125,0.9328422413997405,6315.11,18098.89
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,65260.09375,0.9333176788001281,718.4100000000001,2029.3300000000002
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,218452.5,0.9429406875740682,11154.72,29368.760000000002
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,308773.1875,0.9443460216800653,8008.570000000001,21595.86
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,299972.0,0.9427977878723802,15245.36,39510.12
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,80927.0234375,0.943490558800554,2061.6,5404.71
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,138439.5,0.9424277969704596,5361.81,13635.71
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,211304.125,0.9362094095909934,7951.759999999999,17913.199999999997
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,314144.53125,0.9343102368700142,16442.52,37285.0
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,396296.4375,0.9343102172389778,14441.36,32747.18
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,205787.515625,0.9343104534782862,6249.86,14172.189999999999
Bajali (Pt),Bajali (Pt),,167,BAJALI,18-799-00124,18-799,120611.359375,0.934026045245534,4705.3099999999995,10316.41
Jalah (Pt),Jalah (Pt),,41,BAJALI,18-799-00125,18-799,22778.494140625,0.9351335700046896,776.6,1738.87
Bhuragaon,Bhuragaon,,219,MORIGAON,18-304-00126,18-304,122350.765625,0.9460318723220648,5226.34,12256.880000000001
Laharighat,Laharighat,,233,MORIGAON,18-304-00127,18-304,264455.09375,0.9461788962860332,4138.0599999999995,9706.34
Marigaon,Morigaon,y,390,MORIGAON,18-304-00128,18-304,237856.5,0.9461814740665236,7439.639999999999,17451.15
Mikirbheta,Mikirbheta,,184,MORIGAON,18-304-00129,18-304,195287.859375,0.9460847450716833,7344.619999999999,17202.14
Kaliabor,Kaliabor,,580,NAGAON,18-305-00130,18-305,285507.96875,0.9394148347013535,12152.52,25861.7
Samaguri,Samaguri,,342,NAGAON,18-305-00131,18-305,371302.625,0.9401734480734355,15641.34,33401.979999999996
Rupahi,Rupahi,,306,NAGAON,18-305-00132,18-305,277762.0625,0.9397568722098116,14346.0,30478.39
Dhing,Dhing,,248,NAGAON,18-305-00133,18-305,422290.65625,0.94105654720197,13358.84,28910.12
Nagaon,Nagaon,y,372,NAGAON,18-305-00134,18-305,453317.09375,0.9401978131650598,10205.69,21789.36
