Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Department of Water Resources-Externally Aided Project||Flood and River Erosion Management Agency of Assam||WRD- ADB Funded Tenders,568378/1306C,2025_WREAP_44895_1,Yes,Limited,Lump-sum,Services,1.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,RFQ,20-Jun-2025 09:00 AM,05-Jul-2025 04:00 PM,20-Jun-2025 09:00 AM,05-Jul-2025 02:00 PM,20-Jun-2025 09:15 AM ,24-Jun-2025 03:00 PM ,25-Jun-2025 02:00 PM,05-Jul-2025 02:00 PM,0.0,No,fixed,,Nil,Nil,1.0,Corrigendum-III,Date,,0.0,Nil,Nil,No,"Chief Executive Officer, FREMAA","4th Floor of Assam Water Center (AWC), Near Basistha Chariali, Guwahati-781029","Conducting River Surveys (Bathymetry, Flow, Sediment measurement) Lot 3 Goalpara","Conducting River Surveys (Bathymetry, Flow, Sediment measurement) Lot 3 Goalpara",Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,90.0,NA ,Assam,781029.0,Conference Hall FREMAA  ,Conference Hall FREMAA ,23-Jun-2025 01:00 PM ,FREMAA,No ,No,AOC,08-Oct-2025,"INR 13,134,300",1095.0,Diganta Sarma,13-Jan-2026 12:13 PM,NCSLot3.pdf (1045.00 KB),Lowest quoted substantially responsive bidder exclusive of GST,1.0,271142.0,AM DATA LAB PRIVATE LIMITED,INR,"13,134,300",1.0,271142.0,AM DATA LAB PRIVATE LIMITED,03-Jul-2025 08:22 PM,Accepted-AOC,Lowest quoted substantially responsive bidder,13-Jan-2026 12:14 PM,Finance,Quotation Opening Summary,Diganta Sarma,22-Jul-2025 11:39 AM,finance_71238.pdf,BOQ Comparative Chart,"ACE-EAP Wing, WRD",Internal,,Diganta Sarma,06-Sep-2025 11:54 AM,finsummary_71238.pdf (2689.03 KB),Department of Water Resources-Externally Aided Project||Flood and River Erosion Management Agency of Assam||WRD- ADB Funded Tenders,2025_WREAP_44895_1,568378/1306C,"Conducting River Surveys (Bathymetry, Flow, Sediment measurement) Lot 3 Goalpara","ACE-EAP Wing, WRD",Internal,,Diganta Sarma,06-Sep-2025 11:43 AM,techsummary_71238.pdf (2689.03 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Quotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2.0,270962.0,ARKITECHNO Consultants (India) Pvt. Ltd.,30-Jun-2025 01:54 PM,Rejected-Technical,Quoted amount is higher than lowest quoted substantially responsive bidder,06-Sep-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Supporting Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
