Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Health and Family Welfare Department||Assam Medical Services Corporation Limited,AMSC-IT0PROC/2/2025-IT LOG-AMSC-AMSCL,2025_HFWD_49139_1,Yes,Open Tender,Empanelment,Services,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,09-Dec-2025 06:00 PM,29-Dec-2025 04:30 PM,09-Dec-2025 06:30 PM,29-Dec-2025 02:00 PM,NA ,NA ,23-Dec-2025 01:00 PM,29-Dec-2025 02:00 PM,"40,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"2,000",Nil,Nil,No,"MD, AMSCL","Office of the Managing Director, Assam Medical Services Corporation Limited, Central Drug WareHouse Campus, Patherquery, Narengi, Guwahati, Assam-781026","Empanelment of service provider for Printing of Poster, Leaflets, Books, Handbooks, Flex Printing, Standee, Hoardings, Graphics Designing etc.","Empanelment of service provider for Printing of Poster, Leaflets, Books, Handbooks, Flex Printing, Standee, Hoardings, Graphics Designing etc.",Please refer Tender documents. ,NA ,"20,00,000",Miscellaneous Services,NA ,Empanelment,180.0,NA ,Guwahati,781026.0,"Narangi, Guwahati, Assam-781026 ","Office of the Managing Director, Assam Medical Services Corporation Limited, Central Drug WareHouse Campus, Patherquery, Narengi, Guwahati, Assam-781026 ",15-Dec-2025 03:00 PM ,"Narangi, Guwahati",No ,No,AOC,22-Jan-2026,INR 1,365.0,Medini Mohan Saikia,22-Jan-2026 05:21 PM,LOI.pdf (477.00 KB),As per MoM,1.0,290914.0,MEDIA UNLIMITED,INR,1.0,1,290277,Exclusive Advertising Private Limited,26-Dec-2025 10:36 AM,Accepted-AOC,As per MoM,22-Jan-2026 05:21 PM,Finance,For Technical Evaluation.,Siddhartha Bahadur Singh,08-Jan-2026 02:52 PM,,SFC,Internal,As per MoM,Medini Mohan Saikia,22-Jan-2026 05:11 PM,finsummary_78042.pdf (2063.81 KB),Health and Family Welfare Department||Assam Medical Services Corporation Limited,2025_HFWD_49139_1,AMSC-IT0PROC/2/2025-IT LOG-AMSC-AMSCL,"Empanelment of service provider for Printing of Poster, Leaflets, Books, Handbooks, Flex Printing, Standee, Hoardings, Graphics Designing etc.",SFC,Internal,As per MoM,Siddhartha Bahadur Singh,08-Jan-2026 03:07 PM,techsummary_78042.pdf (2063.90 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,290881.0,GITANJALI PRINTING PRESS,INR,1.0,2,290839,F M Printers,27-Dec-2025 08:45 PM,Accepted-AOC,As per MoM,22-Jan-2026 05:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,290853.0,S S Graphics,INR,1.0,3,290821,Genesis Printers and Publishers Private Limited,27-Dec-2025 05:51 PM,Accepted-AOC,As per MoM,22-Jan-2026 05:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4.0,290839.0,F M Printers,INR,1.0,4,290881,GITANJALI PRINTING PRESS,29-Dec-2025 12:30 PM,Accepted-AOC,As per MoM,22-Jan-2026 05:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5.0,290821.0,Genesis Printers and Publishers Private Limited,INR,1.0,5,290592,MAA MANASHA PRINTERS,27-Dec-2025 01:51 PM,Accepted-AOC,As per MoM,22-Jan-2026 05:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6.0,290810.0,URBAN CHANAKYA,INR,1.0,6,290914,MEDIA UNLIMITED,29-Dec-2025 11:23 AM,Accepted-AOC,As per MoM,22-Jan-2026 05:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7.0,290808.0,M/S NAVANITA PRINTERS,INR,1.0,7,290808,M/S NAVANITA PRINTERS,27-Dec-2025 02:47 PM,Accepted-AOC,As per MoM,22-Jan-2026 05:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8.0,290592.0,MAA MANASHA PRINTERS,INR,1.0,8,290444,MS R R GRAPHICS,28-Dec-2025 06:46 PM,Rejected-Technical,As per MoM,08-Jan-2026 03:07 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9.0,290277.0,Exclusive Advertising Private Limited,INR,1.0,9,290546,pancharatna printers,27-Dec-2025 02:54 PM,Rejected-Technical,As per MoM,08-Jan-2026 03:07 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,290812,SIGN SMART,27-Dec-2025 03:36 PM,Not Admitted-Fee/PreQual/Technical/Finance,"Others-As per Tender condition without minimum EMD, a bid will not be considered at all. STARTUPS registered in Assam and has obtained My Assam STARTUP ID (MASI) only will get 50% exemption from payment of Earnest Money. As such the bid is rejected.",08-Jan-2026 02:52 PM,,,,,,,,,,,,,,,,,,,,,,AOC
