Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Department of Science and Technology||Assam Energy Development Agency,AEDA/467/2016/216,2024_SNT_37916_1,Yes,Open Tender,Item Wise,Works,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Document downloaded from the portal,08-Jul-2024 06:30 PM,27-Aug-2024 03:00 PM,08-Jul-2024 06:55 PM,27-Aug-2024 02:00 PM,NA ,NA ,25-Jul-2024 02:00 PM,27-Aug-2024 02:00 PM,30-Oct-2024 12:30 PM,"5,00,000",Yes,fixed,,Nil,Nil,1.0,Tender Date Extension,Date,,1.0,SBI Bank,"5,000",Nil,Nil,No,Director AEDA,"Bigan Bhawan, GS Road, Ghy 5",Design Supply Transportation Installation Testing and Commissioning of 4000 numbers of Off-Grid Solar Photovoltaic Water Pumping Systems SPWPS of different capacities 1-7.5 HP and its repair and maintenance for 5 Years under PM-KUSUM scheme,Design Supply Transportation Installation Testing and Commissioning of 4000 numbers of Off-Grid Solar Photovoltaic Water Pumping Systems SPWPS of different capacities 1-7.5 HP and its repair and maintenance for 5 Years under PM-KUSUM scheme,Please refer Tender documents. ,NA ,"63,32,92,448",Power/Energy Projects/Products,NA ,Tender,180.0,150.0,Assam,781005.0,"AEDA Office, Bigan Bhawan ","Bigan Bhawan, GS Road, Ghy 5 ",18-Jul-2024 02:00 PM ,"AEDA Office, Bigan Bhawan",No ,No,AOC,13-Mar-2025,"INR 633,292,448",150.0,Hemanga Deka,22-Jan-2026 03:27 PM,AoC.pdf (13308.00 KB),1.0,237789.0,Progressive Enterprises,INR,"341,804",1,237410,Ajay Infra and Construction Pvt Ltd,23-Aug-2024 10:53 PM,Rejected-AOC,Not awarded,22-Jan-2026 03:27 PM,Finance,Financial bid has been opened,Hemanga Deka,30-Oct-2024 12:55 PM,,BOQ Comparative Chart,Director,Internal,,JAIDEEP BARUAH,16-Nov-2024 05:06 PM,finsummary_61633.pdf (1388.51 KB),Department of Science and Technology||Assam Energy Development Agency,2024_SNT_37916_1,AEDA/467/2016/216,Design Supply Transportation Installation Testing and Commissioning of 4000 numbers of Off-Grid Solar Photovoltaic Water Pumping Systems SPWPS of different capacities 1-7.5 HP and its repair and maintenance for 5 Years under PM-KUSUM scheme,Technical,Technical bid has been opened,JAIDEEP BARUAH,21-Oct-2024 12:39 PM,,"Director, AEDA",Internal,,JAIDEEP BARUAH,29-Oct-2024 12:29 PM,30-Oct-2024 12:30 PM,techsummary_61633.pdf (1642.58 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Bid document,,,,,,,,,,,,,,,,2.0,Technical Corrigendum,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,236516.0,OSWAL PUMPS LTD,INR,"341,804",2,236417,Amrut Energy Private Limited,10-Aug-2024 08:26 PM,Rejected-AOC,Not awarded,22-Jan-2026 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3.0,236292.0,KLK Ventures Private Limited,INR,"341,804",3,236404,BALAJI SOLAR SYSTEMS,27-Aug-2024 10:36 AM,Rejected-AOC,Not awarded,22-Jan-2026 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Declaration by bidder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4.0,236281.0,JUNNA SOLAR SYSTEMS LIMITED,INR,"341,804",4,236164,Ecozen Solutions Private Limited,16-Aug-2024 07:11 PM,Rejected-Technical,Technically rejected,29-Oct-2024 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,236984,IDRISH AGENCY,27-Aug-2024 01:03 PM,Rejected-Technical,Technically rejected,29-Oct-2024 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,236496,JAI MATA DI & COMPANY,27-Aug-2024 12:55 PM,Rejected-AOC,Not awarded,22-Jan-2026 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,236003,JJ PV SOLAR LIMITED,11-Aug-2024 12:12 PM,Rejected-Technical,Technically rejected,29-Oct-2024 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,236281,JUNNA SOLAR SYSTEMS LIMITED,26-Aug-2024 04:18 PM,Accepted-AOC,Awarded,22-Jan-2026 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,236292,KLK Ventures Private Limited,11-Aug-2024 08:54 PM,Accepted-AOC,Awarded,22-Jan-2026 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,235781,KSB Limited,08-Aug-2024 05:35 PM,Rejected-Technical,Technically rejected,29-Oct-2024 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
